Kennziffer;Raumeinheit;Aggregat;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"01053068";"Klinkrade";"Gemeinden";"47,26";"3,66";"-10,89";"9,11";"-87,11";"-6,54";"19,74";"-5,07";"13,01"
"01053069";"Koberg";"Gemeinden";"43,75";"17,70";"5,37";"9,46";"1,30";"-9,31";"-7,75";"0,00";"-24,17"
"01053070";"Köthel";"Gemeinden";"67,51";"22,39";"-40,29";"-35,09";"24,22";"-3,65";"11,19";"6,97";"-13,42"
"01053071";"Kollow";"Gemeinden";"1,52";"11,49";"21,05";"10,64";"1,56";"-8,50";"-42,66";"-8,35";"-8,06"
"01053072";"Kröppelshagen-Fahrendorf";"Gemeinden";"9,91";"17,34";"6,57";"-16,82";"16,22";"18,08";"26,76";"8,90";"-22,69"
"01053073";"Krüzen";"Gemeinden";"41,52";"64,94";"27,69";"-25,86";"2,86";"-30,39";"15,67";"-11,20";"16,04"
"01053074";"Krukow";"Gemeinden";"10,75";"10,36";"9,90";"-10,31";"20,51";"-58,44";"6,67";"-31,65";"-18,75"
"01053075";"Krummesse";"Gemeinden";"-17,18";"21,61";"33,61";"14,83";"-28,88";"-10,48";"9,11";"-24,64";"-12,48"
"01053076";"Kuddewörde";"Gemeinden";"17,50";"18,82";"3,88";"36,54";"8,95";"-5,23";"-6,54";"87,82";"2,36"
"01053077";"Kühsen";"Gemeinden";"-37,97";"43,17";"-15,04";"25,84";"-12,69";"-27,47";"24,19";"-16,76";"-19,61"
"01053078";"Kulpin";"Gemeinden";"48,98";"8,40";"-25,21";"-37,66";"-30,84";"-23,92";"4,59";"-20,10";"74,42"
"01053079";"Labenz";"Gemeinden";"64,62";"0,00";"-3,73";"4,78";"21,23";"-4,74";"-13,10";"47,03";"10,10"
"01053080";"Langenlehsten";"Gemeinden";"43,10";"48,61";"-11,76";"18,75";"18,40";"-50,96";"-52,98";"51,95";"31,91"
"01053081";"Lankau";"Gemeinden";"12,47";"31,81";"-6,24";"-11,98";"18,37";"-4,20";"-10,73";"2,11";"19,87"
"01053082";"Lanze";"Gemeinden";"-56,94";"37,31";"54,22";"-35,71";"12,47";"-3,56";"6,85";"-37,74";"3,76"
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinden";"21,31";"-5,48";"-2,71";"-2,31";"-3,89";"12,35";"6,53";"31,43";"18,88"
"01053084";"Lehmrade";"Gemeinden";"36,46";"51,22";"42,02";"2,13";"-24,18";"6,11";"63,34";"-31,58";"33,11"
"01053085";"Linau";"Gemeinden";"30,22";"-5,31";"11,48";"-24,45";"-0,84";"-17,99";"24,12";"-31,17";"3,27"
"01053086";"Lüchow";"Gemeinden";"66,67";"-4,63";"56,87";"-86,29";"-77,67";"-86,64";"-27,87";"3,44";"-33,67"
"01053087";"Lütau";"Gemeinden";"19,42";"41,34";"29,60";"47,08";"-18,18";"18,34";"39,22";"7,09";"-27,31"
"01053088";"Mechow";"Gemeinden";"-44,94";"141,41";"-83,33";"-21,98";"87,38";"26,32";"31,50";"37,59";"-22,73"
"01053089";"Möhnsen";"Gemeinden";"65,71";"11,72";"-9,29";"7,50";"-3,69";"-18,52";"14,26";"7,80";"0,00"
"01053090";"Mölln, Stadt";"Gemeinden";"14,17";"0,92";"9,08";"6,39";"2,81";"12,37";"4,65";"12,47";"16,13"
"01053091";"Mühlenrade";"Gemeinden";"-47,90";"-23,53";"5,29";"-42,78";"15,15";"-34,09";"-17,44";"0,00";"4,57"
"01053092";"Müssen";"Gemeinden";"-2,22";"-13,41";"-3,15";"12,58";"39,39";"-15,24";"0,00";"12,19";"2,41"
"01053093";"Mustin";"Gemeinden";"4,62";"-29,59";"40,64";"12,82";"0,00";"47,75";"-6,86";"25,60";"15,17"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"-15,27";"105,88";"-76,50";"-21,16";"15,96";"10,36";"-15,79";"5,26";"10,64"
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"26,42";"40,78";"-12,80";"-3,17";"9,95";"-28,08";"7,56";"-16,77";"-14,84"
"01053096";"Nusse";"Gemeinden";"48,96";"51,51";"-12,46";"-14,72";"0,00";"-10,45";"-4,58";"20,67";"6,83"
"01053097";"Panten";"Gemeinden";"-11,02";"3,09";"1,48";"1,39";"-7,18";"34,65";"0,00";"0,00";"13,51"
"01053098";"Pogeez";"Gemeinden";"4,88";"56,93";"-28,28";"-36,75";"-30,90";"-34,12";"83,51";"4,22";"-7,80"
"01053099";"Poggensee";"Gemeinden";"3,11";"0,00";"-12,20";"17,44";"-2,90";"-2,99";"59,95";"5,70";"39,16"
"01053100";"Ratzeburg, Stadt";"Gemeinden";"26,19";"9,26";"20,97";"14,44";"8,69";"19,33";"11,37";"-0,14";"9,77"
"01053101";"Ritzerau";"Gemeinden";"62,09";"3,41";"96,03";"-6,99";"10,53";"-43,64";"9,58";"-6,71";"-23,26"
"01053102";"Römnitz";"Gemeinden";"14,93";"-13,51";"28,17";"-112,90";"60,61";"131,15";"98,36";"-83,33";"32,26"
"01053103";"Rondeshagen";"Gemeinden";"-21,04";"20,67";"-1,24";"16,13";"0,00";"22,78";"-14,74";"-22,67";"12,29"
"01053104";"Roseburg";"Gemeinden";"-4,44";"-4,28";"24,59";"19,53";"-3,91";"16,82";"40,52";"9,31";"-7,41"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"01053106";"Sahms";"Gemeinden";"24,31";"31,06";"91,92";"26,53";"12,99";"15,79";"5,25";"-6,80";"4,26"
"01053107";"Salem";"Gemeinden";"-23,12";"21,43";"0,00";"3,50";"14,01";"1,68";"-26,36";"-9,54";"24,78"
"01053108";"Sandesneben";"Gemeinden";"-1,84";"137,69";"21,09";"-4,32";"12,06";"30,21";"6,62";"4,30";"-0,53"
"01053109";"Schiphorst";"Gemeinden";"6,64";"-52,87";"17,68";"36,97";"3,42";"-11,51";"-4,66";"80,23";"2,93"
"01053110";"Schmilau";"Gemeinden";"0,00";"10,45";"3,41";"-3,37";"-25,21";"7,23";"5,48";"-18,05";"7,14"
"01053111";"Schnakenbek";"Gemeinden";"39,05";"-9,88";"10,74";"-5,95";"-4,83";"20,05";"-35,67";"32,08";"-1,11"
"01053112";"Schönberg";"Gemeinden";"43,72";"-21,48";"-8,54";"-10,80";"-18,78";"7,91";"-5,15";"13,85";"-11,16"
"01053113";"Schretstaken";"Gemeinden";"29,35";"-17,17";"19,27";"-1,96";"-1,93";"51,79";"5,83";"26,10";"3,93"
"01053114";"Schürensöhlen";"Gemeinden";"23,67";"-24,54";"12,12";"-18,52";"-26,32";"81,76";"-38,96";"-6,41";"-12,66"
"01053115";"Schulendorf";"Gemeinden";"22,33";"37,47";"25,23";"80,17";"2,06";"21,79";"2,14";"-4,51";"8,73"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"38,13";"24,34";"17,92";"0,40";"1,54";"12,70";"6,05";"22,55";"6,27"
"01053117";"Seedorf";"Gemeinden";"22,26";"-7,80";"-1,78";"18,83";"7,55";"-3,76";"-7,91";"32,38";"-6,88"
"01053118";"Siebenbäumen";"Gemeinden";"21,51";"4,98";"-10,99";"45,66";"6,04";"1,58";"-12,76";"-10,02";"-25,08"
"01053119";"Siebeneichen";"Gemeinden";"-15,44";"43,80";"-27,89";"-31,75";"43,80";"11,32";"3,91";"11,58";"6,60"
"01053120";"Sierksrade";"Gemeinden";"-22,65";"-18,75";"3,37";"9,74";"6,02";"43,60";"58,82";"-22,68";"-25,23"
"01053121";"Sirksfelde";"Gemeinden";"13,65";"43,08";"-15,53";"37,27";"-68,03";"-12,42";"6,19";"-9,06";"17,29"
"01053122";"Steinhorst";"Gemeinden";"65,22";"31,14";"-1,80";"49,56";"26,41";"-3,68";"-25,77";"7,01";"29,26"
"01053123";"Sterley";"Gemeinden";"4,76";"51,92";"-13,58";"8,16";"14,45";"-21,86";"-7,56";"-8,70";"-16,08"
"01053124";"Stubben";"Gemeinden";"24,32";"-7,41";"-9,43";"-4,78";"-25,64";"-24,06";"-23,62";"-8,09";"0,00"
"01053125";"Talkau";"Gemeinden";"10,22";"-13,97";"12,30";"1,89";"-9,43";"-27,24";"9,58";"5,79";"5,59"
"01053126";"Tramm";"Gemeinden";"-35,46";"20,27";"3,19";"29,67";"20,29";"14,08";"-8,45";"-2,95";"26,71"
"01053127";"Walksfelde";"Gemeinden";"52,63";"151,83";"5,38";"-26,18";"63,16";"26,46";"52,63";"-48,31";"61,67"
"01053128";"Wangelau";"Gemeinden";"-22,83";"12,93";"-30,84";"-159,42";"-4,72";"26,79";"57,52";"-9,76";"9,71"
"01053129";"Wentorf bei Hamburg";"Gemeinden";"-4,35";"-11,98";"67,50";"4,10";"3,02";"14,95";"24,13";"0,52";"5,06"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"-3,43";"-3,28";"27,66";"-27,03";"-2,89";"11,61";"-27,82";"-11,17";"-13,93"
"01053131";"Wiershop";"Gemeinden";"31,45";"55,21";"17,65";"34,68";"12,50";"12,58";"-41,03";"-24,15";"49,33"
"01053132";"Witzeeze";"Gemeinden";"54,41";"23,12";"25,84";"17,51";"12,15";"9,29";"-11,51";"28,35";"46,66"
"01053133";"Wohltorf";"Gemeinden";"-4,24";"-4,76";"-4,77";"-4,82";"-17,15";"17,67";"3,72";"25,29";"5,00"
"01053134";"Woltersdorf";"Gemeinden";"0,00";"23,81";"28,78";"14,39";"21,98";"61,69";"-14,08";"32,54";"-29,24"
"01053135";"Worth";"Gemeinden";"-26,32";"-10,64";"-66,27";"-53,25";"-56,25";"0,00";"16,85";"-68,57";"0,00"
"01053136";"Ziethen";"Gemeinden";"31,53";"16,54";"-4,60";"26,40";"-18,46";"3,01";"65,74";"15,25";"8,55"
"01054001";"Achtrup";"Gemeinden";"25,82";"15,82";"5,23";"8,99";"-17,00";"-8,04";"10,09";"6,54";"-1,93"
"01054002";"Ahrenshöft";"Gemeinden";"17,58";"6,30";"26,57";"-9,56";"3,82";"21,74";"-7,75";"-5,74";"12,59"
"01054003";"Ahrenviöl";"Gemeinden";"12,02";"21,57";"-19,65";"-11,79";"-10,14";"-1,93";"-1,92";"5,79";"0,00"
"01054004";"Ahrenviölfeld";"Gemeinden";"12,15";"11,24";"0,00";"-7,43";"-15,21";"-48,89";"-35,09";"-27,15";"26,43"
"01054005";"Alkersum";"Gemeinden";"-16,87";"-43,96";"-20,74";"14,08";"11,93";"-48,31";"-56,12";"-28,13";"44,67"
"01054006";"Almdorf";"Gemeinden";"19,40";"49,43";"-38,91";"7,39";"-44,86";"14,68";"-18,42";"-15,12";"5,57"
"01054007";"Arlewatt";"Gemeinden";"-3,30";"23,74";"-2,82";"-14,93";"-27,11";"17,91";"-3,00";"26,09";"-25,94"
"01054009";"Aventoft";"Gemeinden";"27,03";"-34,82";"-18,67";"-13,94";"29,54";"-23,01";"47,52";"23,42";"-2,48"
"01054010";"Bargum";"Gemeinden";"5,05";"0,00";"31,55";"3,26";"-21,78";"6,73";"11,20";"40,31";"0,00"
"01054011";"Behrendorf";"Gemeinden";"78,36";"22,81";"-16,58";"-21,70";"-5,00";"0,00";"-1,80";"-20,33";"17,54"
"01054012";"Bohmstedt";"Gemeinden";"8,47";"4,07";"-5,31";"0,00";"-22,07";"20,19";"-14,61";"42,38";"37,80"
"01054013";"Bondelum";"Gemeinden";"-32,43";"35,18";"23,81";"-42,86";"20,00";"-39,33";"29,41";"0,00";"27,93"
"01054014";"Bordelum";"Gemeinden";"-6,10";"1,60";"-8,28";"7,00";"9,78";"-7,08";"-12,15";"2,50";"0,00"
"01054015";"Borgsum";"Gemeinden";"-33,56";"21,88";"-11,90";"-17,65";"41,44";"56,18";"42,86";"-15,24";"19,42"
"01054016";"Bosbüll";"Gemeinden";"-53,19";"-21,98";"24,88";"-9,80";"-13,64";"-41,24";"4,50";"16,81";"72,20"
"01054017";"Braderup";"Gemeinden";"-8,86";"10,28";"-8,67";"36,50";"7,54";"22,26";"3,02";"5,97";"4,51"
"01054018";"Bramstedtlund";"Gemeinden";"-30,04";"-20,41";"-24,39";"-12,93";"9,09";"19,42";"42,86";"13,76";"22,94"
"01054019";"Bredstedt, Stadt";"Gemeinden";"7,82";"-4,42";"5,13";"-3,59";"-1,41";"10,56";"10,30";"7,82";"25,16"
"01054020";"Breklum";"Gemeinden";"34,55";"38,01";"-6,18";"13,26";"15,58";"6,83";"7,62";"0,87";"-16,14"
"01054022";"Dagebüll";"Gemeinden";"-28,48";"-5,26";"-11,65";"-7,49";"-1,11";"3,29";"2,27";"11,22";"26,82"
"01054023";"Drage";"Gemeinden";"54,87";"19,00";"37,41";"18,55";"26,98";"28,99";"41,28";"47,33";"19,82"
"01054024";"Drelsdorf";"Gemeinden";"22,89";"-13,97";"39,68";"1,55";"3,83";"-14,69";"-5,53";"3,95";"6,97"
"01054025";"Dunsum";"Gemeinden";"45,98";"-11,90";"71,43";"0,00";"46,88";"57,14";"-27,78";"56,34";"0,00"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"-43,48";"-24,39";"43,48";"83,33";"0,00";"93,02";"-69,77";"0,00";"0,00"
"01054027";"Ellhöft";"Gemeinden";"-30,53";"-7,87";"15,50";"37,31";"-27,27";"-9,80";"-10,00";"-36,70";"9,52"
"01054032";"Fresendelf";"Gemeinden";"10,31";"60,00";"-91,95";"-10,99";"20,62";"-21,51";"10,64";"10,75";"0,00"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"9,21";"-23,76";"3,68";"4,48";"0,83";"9,66";"28,08";"-11,18";"16,03"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"-34,15";"-61,11";"63,58";"-38,71";"6,13";"15,96";"56,82";"-36,14";"-12,05"
"01054035";"Garding, Kirchspiel";"Gemeinden";"-87,56";"-41,67";"37,16";"24,32";"-39,51";"-26,32";"3,13";"9,09";"0,00"
"01054036";"Garding, Stadt";"Gemeinden";"28,28";"18,55";"10,54";"-2,98";"10,09";"21,69";"36,04";"6,54";"14,42"
"01054037";"Goldebek";"Gemeinden";"-3,50";"57,63";"41,42";"-8,55";"-31,61";"-41,06";"14,01";"5,39";"18,04"
"01054038";"Goldelund";"Gemeinden";"-14,04";"73,05";"18,77";"15,08";"28,72";"-46,63";"-12,56";"-9,76";"-9,80"
"01054039";"Gröde";"Gemeinden";"-250,00";"0,00";"-76,92";"-76,92";"-100,00";"-222,22";;"83,33";"-142,86"
"01054040";"Grothusenkoog";"Gemeinden";"136,36";"0,00";"-227,27";"-95,24";"90,91";"-45,45";"0,00";"115,38";"76,92"
"01054041";"Haselund";"Gemeinden";"24,27";"30,27";"-5,77";"8,90";"-9,89";"-24,50";"-1,17";"0,00";"10,58"
"01054042";"Hattstedt";"Gemeinden";"26,37";"14,17";"-2,94";"10,92";"1,21";"-3,53";"-4,67";"2,68";"-4,61"
"01054043";"Hattstedtermarsch";"Gemeinden";"-15,29";"-14,62";"-22,58";"55,73";"-21,60";"13,33";"-59,48";"-14,65";"-37,29"
"01054045";"Högel";"Gemeinden";"60,39";"11,47";"-18,43";"-24,34";"0,00";"-41,85";"-2,16";"-22,12";"10,27"
"01054046";"Hörnum (Sylt)";"Gemeinden";"32,91";"-38,89";"4,34";"-4,34";"47,76";"-17,71";"31,66";"-25,70";"-27,25"
"01054048";"Holm";"Gemeinden";"10,31";"43,01";"-55,56";"82,35";"23,26";"25,64";"37,50";"0,00";"40,82"
"01054050";"Hallig Hooge";"Gemeinden";"-27,78";"10,31";"-146,07";"-12,05";"-39,47";"-67,96";"-61,22";"-52,63";"140,19"
"01054052";"Horstedt";"Gemeinden";"48,74";"1,48";"-14,61";"-4,00";"-13,39";"9,27";"-10,31";"3,66";"-22,36"
"01054054";"Hude";"Gemeinden";"-9,90";"13,70";"-80,95";"-56,41";"-30,93";"79,37";"17,75";"-11,24";"-40,00"
"01054055";"Humptrup";"Gemeinden";"17,67";"2,81";"25,50";"15,62";"6,54";"13,61";"-1,38";"-11,90";"-10,61"
"01054056";"Husum, Stadt";"Gemeinden";"5,49";"-7,13";"-0,84";"7,19";"4,82";"5,53";"12,37";"16,65";"14,94"
"01054057";"Immenstedt";"Gemeinden";"23,64";"44,63";"-12,50";"10,77";"-6,08";"-21,24";"-63,19";"-17,49";"-1,45"
"01054059";"Joldelund";"Gemeinden";"1,59";"-4,39";"23,64";"17,54";"-9,89";"-5,38";"5,53";"18,35";"11,95"
"01054061";"Kampen (Sylt)";"Gemeinden";"-1,56";"-3,15";"74,58";"15,58";"8,39";"-68,04";"15,12";"4,23";"-34,82"
"01054062";"Karlum";"Gemeinden";"-49,11";"20,92";"4,26";"-46,95";"0,00";"4,81";"-9,30";"4,74";"28,30"
"01054063";"Katharinenheerd";"Gemeinden";"21,62";"26,32";"-15,46";"36,84";"-5,85";"-6,21";"66,30";"0,00";"51,14"
"01054065";"Klanxbüll";"Gemeinden";"7,65";"98,29";"-1,04";"0,00";"6,30";"17,04";"16,08";"33,01";"-20,77"
"01054068";"Klixbüll";"Gemeinden";"6,76";"12,93";"16,52";"-14,94";"-8,32";"19,69";"14,46";"10,35";"6,66"
"01054070";"Koldenbüttel";"Gemeinden";"38,46";"24,72";"-7,53";"16,08";"-6,44";"2,18";"-20,95";"-15,64";"-8,69"
"01054071";"Kolkerheide";"Gemeinden";"-14,08";"88,61";"14,71";"-15,62";"0,00";"-102,04";"152,54";"0,00";"47,62"
"01054072";"Kotzenbüll";"Gemeinden";"-80,00";"0,00";"8,51";"-29,54";"-88,37";"17,54";"-57,42";"-43,96";"-10,99"
"01054073";"Ladelund";"Gemeinden";"22,71";"31,34";"-17,36";"15,09";"-10,72";"2,17";"-10,22";"31,91";"21,32"
"01054074";"Langeneß";"Gemeinden";"-8,13";"-8,13";"31,75";"7,46";"16,53";"14,93";"57,14";"22,73";"-23,81"
"01054075";"Langenhorn";"Gemeinden";"24,75";"19,96";"2,24";"0,64";"2,25";"0,64";"15,42";"2,39";"7,16"
"01054076";"Leck";"Gemeinden";"7,08";"-8,75";"11,75";"10,55";"-4,91";"1,05";"6,68";"11,37";"4,45"
"01054077";"Lexgaard";"Gemeinden";"-35,71";"111,11";"27,40";"15,87";"-49,18";"-35,71";"-41,67";"-19,23";"17,24"
"01054078";"List auf Sylt";"Gemeinden";"-1,04";"-3,46";"-1,49";"-5,72";"-4,92";"-4,48";"-14,82";"3,21";"51,32"
"01054079";"Löwenstedt";"Gemeinden";"-12,60";"-9,29";"20,26";"2,97";"1,51";"9,24";"-17,03";"29,41";"17,02"
"01054080";"Lütjenholm";"Gemeinden";"6,64";"25,35";"-35,19";"-33,33";"-19,29";"-34,70";"6,35";"54,76";"-11,56"
"01054083";"Midlum";"Gemeinden";"11,87";"8,85";"25,94";"-22,35";"-21,22";"29,34";"-63,21";"-16,17";"-4,42"
"01054084";"Mildstedt";"Gemeinden";"39,85";"59,10";"47,54";"4,62";"6,56";"11,55";"4,21";"7,80";"2,04"
"01054085";"Nebel";"Gemeinden";"12,16";"9,39";"-21,93";"-9,44";"-17,08";"11,78";"11,76";"38,93";"5,51"
"01054086";"Neukirchen";"Gemeinden";"-26,82";"7,65";"-15,26";"-20,77";"-14,93";"-30,25";"11,38";"4,45";"40,17"
"01054087";"Nieblum";"Gemeinden";"1,43";"1,51";"-22,32";"-3,22";"30,21";"-26,46";"32,65";"-10,20";"-43,80"
"01054088";"Niebüll, Stadt";"Gemeinden";"22,62";"27,78";"22,21";"14,99";"5,30";"10,81";"9,39";"9,57";"5,61"
"01054089";"Norddorf auf Amrum";"Gemeinden";"-14,42";"1,56";"-39,02";"-15,67";"1,58";"1,74";"0,00";"0,00";"7,43"
"01054090";"Norderfriedrichskoog";"Gemeinden";"20,83";"19,61";"-200,00";"0,00";"-128,21";"-21,74";"56,60";"116,28";"-62,50"
"01054091";"Nordstrand";"Gemeinden";"-4,23";"-0,87";"10,97";"5,76";"3,09";"-6,35";"29,01";"11,66";"20,10"
"01054092";"Norstedt";"Gemeinden";"33,82";"-14,08";"0,00";"4,73";"2,35";"-14,74";"22,44";"7,69";"2,59"
"01054093";"Ockholm";"Gemeinden";"-2,67";"-15,38";"-7,73";"-5,38";"-2,81";"-21,94";"-43,19";"3,40";"12,50"
"01054094";"Oevenum";"Gemeinden";"17,62";"35,98";"5,86";"-43,66";"-10,53";"-13,22";"25,06";"-17,39";"-15,56"
"01054095";"Oldenswort";"Gemeinden";"25,22";"-7,79";"19,35";"-11,53";"-1,57";"4,06";"-7,93";"29,66";"-3,15"
"01054096";"Oldersbek";"Gemeinden";"39,43";"49,02";"-7,72";"-1,52";"4,60";"12,21";"52,05";"-13,51";"9,20"
"01054097";"Olderup";"Gemeinden";"7,71";"-30,30";"44,44";"-17,74";"-31,89";"-4,52";"36,04";"-2,19";"-19,82"
"01054098";"Oldsum";"Gemeinden";"-1,92";"-20,75";"0,00";"-15,99";"19,57";"-9,36";"0,00";"25,05";"-14,36"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"66,17";"34,80";"22,67";"4,55";"-18,29";"3,25";"2,59";"30,57";"16,05"
"01054100";"Osterhever";"Gemeinden";"-34,75";"44,78";"-31,37";"15,94";"-29,91";"4,42";"66,67";"53,81";"9,30"
"01054101";"Oster-Ohrstedt";"Gemeinden";"48,95";"11,31";"7,74";"-19,79";"0,00";"-11,53";"-14,88";"15,34";"8,97"
"01054103";"Pellworm";"Gemeinden";"3,43";"-5,20";"19,13";"-0,88";"-0,93";"-9,47";"14,95";"25,24";"-26,67"
"01054104";"Poppenbüll";"Gemeinden";"-59,32";"22,12";"9,30";"9,85";"-59,46";"12,82";"-22,52";"-13,27";"25,32"
"01054105";"Ramstedt";"Gemeinden";"13,59";"4,90";"-18,35";"-2,26";"13,22";"-28,44";"-4,74";"-9,62";"20,83"
"01054106";"Rantrum";"Gemeinden";"-2,28";"-3,71";"6,42";"9,31";"2,46";"28,73";"3,23";"-0,53";"4,51"
"01054108";"Reußenköge";"Gemeinden";"-76,02";"-21,02";"-8,29";"-36,72";"-30,86";"-8,96";"-18,99";"-43,34";"0,00"
"01054109";"Risum-Lindholm";"Gemeinden";"20,70";"22,75";"4,99";"2,48";"7,66";"1,10";"4,24";"6,98";"2,05"
"01054110";"Rodenäs";"Gemeinden";"-13,25";"-13,19";"18,67";"10,85";"-23,42";"11,79";"-22,28";"-4,83";"-35,71"
"01054113";"Sankt Peter-Ording";"Gemeinden";"25,25";"2,86";"-4,97";"0,74";"-9,73";"-5,61";"-11,62";"3,80";"-5,91"
"01054116";"Schwabstedt";"Gemeinden";"16,10";"-2,36";"14,91";"-1,49";"-2,31";"3,03";"-12,12";"-20,82";"16,14"
"01054118";"Schwesing";"Gemeinden";"55,91";"11,21";"16,23";"-33,81";"-5,56";"-16,54";"15,79";"-7,39";"-6,47"
"01054119";"Seeth";"Gemeinden";"-8,71";"-15,09";"-46,13";"13,95";"-1,43";"-34,19";"-5,22";"23,99";"704,93"
"01054120";"Simonsberg";"Gemeinden";"8,79";"19,84";"-10,43";"-5,82";"-30,30";"-8,97";"3,65";"-6,05";"-10,90"
"01054121";"Sönnebüll";"Gemeinden";"94,79";"31,25";"-13,16";"8,73";"41,51";"14,34";"-17,18";"17,86";"-12,74"
"01054123";"Sollwitt";"Gemeinden";"-29,13";"12,58";"0,00";"-3,15";"-13,29";"17,06";"-54,74";"0,00";"-16,56"
"01054124";"Sprakebüll";"Gemeinden";"100,92";"-23,26";"0,00";"-42,06";"21,46";"-52,86";"0,00";"19,16";"48,61"
"01054125";"Stadum";"Gemeinden";"12,57";"6,67";"13,13";"-13,18";"14,48";"-21,15";"3,05";"-8,35";"11,90"
"01054126";"Stedesand";"Gemeinden";"17,11";"37,48";"6,04";"-3,47";"-1,17";"37,37";"2,27";"-8,18";"8,99"
"01054128";"Struckum";"Gemeinden";"7,11";"16,95";"-5,99";"15,94";"-13,21";"-6,30";"29,85";"-3,93";"14,71"
"01054129";"Süderende";"Gemeinden";"-27,17";"-21,39";"-39,77";"33,33";"22,47";"-89,39";"-10,99";"-34,48";"37,63"
"01054130";"Süderhöft";"Gemeinden";"192,31";"-105,26";"142,86";"142,86";"173,91";"0,00";"0,00";"190,48";"-187,50"
"01054131";"Süderlügum";"Gemeinden";"15,07";"20,32";"21,85";"17,73";"11,58";"31,48";"8,06";"-1,67";"-10,79"
"01054132";"Südermarsch";"Gemeinden";"-96,77";"0,00";"-60,81";"47,30";"-6,67";"53,89";"-83,33";"-43,80";"-21,43"
"01054134";"Tating";"Gemeinden";"-9,09";"-3,10";"-18,77";"-23,37";"2,02";"-16,30";"23,05";"2,05";"10,09"
"01054135";"Tetenbüll";"Gemeinden";"25,60";"8,85";"4,42";"11,04";"43,69";"39,31";"38,77";"52,37";"-38,98"
"01054136";"Tinningstedt";"Gemeinden";"9,30";"-19,42";"-64,04";"-30,30";"-9,85";"-20,58";"11,58";"32,79";"33,06"
"01054138";"Tönning, Stadt";"Gemeinden";"-3,90";"12,27";"4,56";"6,36";"-5,32";"1,02";"7,82";"0,61";"21,94"
"01054140";"Tümlauer Koog";"Gemeinden";"-33,06";"23,81";"8,70";"9,17";"-53,19";"-67,31";"-56,07";"20,20";"0,00"
"01054141";"Uelvesbüll";"Gemeinden";"7,02";"-33,96";"-3,88";"11,03";"33,33";"6,99";"37,04";"-10,07";"-16,89"
"01054142";"Uphusum";"Gemeinden";"16,71";"31,25";"10,00";"-32,83";"-14,93";"20,67";"23,94";"-61,76";"22,66"
"01054143";"Utersum";"Gemeinden";"-6,41";"-34,56";"-9,37";"-12,32";"28,17";"28,30";"-2,46";"-4,93";"-23,20"
"01054144";"Viöl";"Gemeinden";"30,66";"49,47";"27,53";"10,93";"17,06";"29,22";"13,81";"8,02";"15,79"
"01054145";"Vollerwiek";"Gemeinden";"-19,32";"62,80";"26,67";"56,52";"21,93";"0,00";"56,87";"-17,78";"33,02"
"01054146";"Vollstedt";"Gemeinden";"101,56";"87,59";"67,07";"65,87";"48,78";"21,51";"0,00";"62,15";"25,77"
"01054148";"Welt";"Gemeinden";"88,37";"34,78";"4,20";"-4,48";"9,17";"44,64";"23,04";"-5,38";"0,00"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"-8,32";"-2,65";"18,61";"-7,65";"-32,09";"14,07";"18,72";"0,00";"-2,81"
"01054150";"Westerhever";"Gemeinden";"-15,75";"-8,20";"-16,00";"30,77";"-75,00";"-25,86";"-40,82";"0,00";"0,00"
"01054152";"Wester-Ohrstedt";"Gemeinden";"15,20";"35,36";"19,25";"0,00";"-19,25";"-27,40";"21,24";"13,31";"26,62"
"01054154";"Westre";"Gemeinden";"-30,93";"19,09";"-34,57";"0,00";"17,11";"-5,36";"33,43";"-14,04";"-19,77"
"01054156";"Winnert";"Gemeinden";"-4,42";"11,10";"-34,76";"6,52";"-9,26";"1,42";"-40,39";"-11,35";"0,00"
"01054157";"Wisch";"Gemeinden";"36,04";"105,26";"-7,63";"-14,81";"33,06";"-9,09";"-38,10";"-63,64";"-64,22"
"01054158";"Witsum";"Gemeinden";"37,04";"-127,66";"46,51";"106,38";"-40,82";"-50,00";"40,82";"-21,28";"0,00"
"01054159";"Wittbek";"Gemeinden";"-5,41";"-5,33";"20,96";"12,55";"-6,18";"-10,10";"12,99";"20,20";"-10,00"
"01054160";"Wittdün auf Amrum";"Gemeinden";"-1,39";"-28,37";"-8,43";"30,08";"39,05";"-4,07";"7,38";"33,78";"-21,91"
