Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"03159029";"Rosdorf";"Gemeinden";"0,00";;"1,81";"0,00";
"03159030";"Rüdershausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159031";"Scheden";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159032";"Seeburg";"Gemeinden";"0,00";;;"0,00";
"03159033";"Seulingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159034";"Staufenberg";"Gemeinden";"0,00";;;"0,00";
"03159035";"Waake";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159036";"Walkenried";"Gemeinden";"0,00";;"23,15";"0,00";"28,03"
"03159037";"Wollbrandshausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159038";"Wollershausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159039";"Wulften am Harz";"Gemeinden";"0,00";;;"0,00";"0,00"
"03159501";"Harz (Landkreis Göttingen), gemfr. Geb.";"Gemeinden";"0,00";;;;
"03241001";"Hannover, Landeshauptstadt";"Gemeinden";"3,48";"4,02";"4,26";"1,98";"4,53"
"03241002";"Barsinghausen, Stadt";"Gemeinden";"1,16";"0,82";;"0,00";
"03241003";"Burgdorf, Stadt";"Gemeinden";"0,82";"0,57";"0,64";"0,40";"0,57"
"03241004";"Burgwedel, Stadt";"Gemeinden";"1,74";"1,89";"2,57";"1,43";"2,30"
"03241005";"Garbsen, Stadt";"Gemeinden";"1,58";"2,95";"3,01";"2,55";"2,36"
"03241006";"Gehrden, Stadt";"Gemeinden";"0,54";"0,58";;"0,00";
"03241007";"Hemmingen, Stadt";"Gemeinden";"0,96";"2,49";"2,68";"1,75";"2,72"
"03241008";"Isernhagen";"Gemeinden";"2,33";"3,10";"3,10";"1,91";"3,22"
"03241009";"Laatzen, Stadt";"Gemeinden";"4,10";"4,95";"5,01";"2,01";"5,37"
"03241010";"Langenhagen, Stadt";"Gemeinden";"4,88";"5,55";"5,84";"3,75";"5,60"
"03241011";"Lehrte, Stadt";"Gemeinden";"1,69";"2,08";"2,51";"1,55";"2,25"
"03241012";"Neustadt am Rübenberge, Stadt";"Gemeinden";"2,06";"3,08";"3,23";"2,77";"3,91"
"03241013";"Pattensen, Stadt";"Gemeinden";"0,90";"1,46";;"0,55";"1,59"
"03241014";"Ronnenberg, Stadt";"Gemeinden";"0,74";"0,87";"1,29";"0,47";"1,25"
"03241015";"Seelze, Stadt";"Gemeinden";"0,19";"0,14";"0,16";"0,00";
"03241016";"Sehnde, Stadt";"Gemeinden";"2,65";"3,76";"4,64";"3,08";"3,80"
"03241017";"Springe, Stadt";"Gemeinden";"4,68";"5,48";"5,46";"2,70";"4,56"
"03241018";"Uetze";"Gemeinden";"0,27";"2,17";;"0,00";
"03241019";"Wedemark";"Gemeinden";"1,36";"1,50";"1,46";"1,31";"2,00"
"03241020";"Wennigsen (Deister)";"Gemeinden";"1,94";"2,17";"2,76";"0,99";"2,01"
"03241021";"Wunstorf, Stadt";"Gemeinden";"1,07";"2,51";"2,65";"2,05";"2,75"
"03251001";"Affinghausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251002";"Asendorf";"Gemeinden";"0,00";;;"0,00";
"03251003";"Bahrenborstel";"Gemeinden";"0,00";;;"0,00";
"03251004";"Barenburg, Flecken";"Gemeinden";"0,00";;;"0,00";
"03251005";"Barnstorf, Flecken";"Gemeinden";"0,00";;;"0,00";
"03251006";"Barver";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251007";"Bassum, Stadt";"Gemeinden";"0,00";"0,70";"0,41";"0,00";"0,78"
"03251008";"Borstel";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251009";"Brockum";"Gemeinden";"0,00";;;"0,00";
"03251011";"Dickel";"Gemeinden";"0,00";;;"0,00";
"03251012";"Diepholz, Stadt";"Gemeinden";"0,48";"0,43";"0,35";"0,42";"0,52"
"03251013";"Drebber";"Gemeinden";"0,00";;;"0,00";
"03251014";"Drentwede";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251015";"Ehrenburg";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251017";"Eydelstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251018";"Freistatt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251019";"Hemsloh";"Gemeinden";"0,00";;;"0,00";
"03251020";"Hüde";"Gemeinden";"0,00";"14,84";"14,21";"0,00";"32,57"
"03251021";"Kirchdorf";"Gemeinden";"0,00";;;"0,00";
"03251022";"Lembruch";"Gemeinden";"24,94";"31,01";"30,38";"0,00";"280,04"
"03251023";"Lemförde, Flecken";"Gemeinden";"0,00";;;"0,00";
"03251024";"Maasen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251025";"Marl";"Gemeinden";"0,00";"0,00";;"0,00";"0,00"
"03251026";"Martfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251027";"Mellinghausen";"Gemeinden";"0,00";;;"0,00";
"03251028";"Neuenkirchen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251029";"Quernheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251030";"Rehden";"Gemeinden";"0,00";"3,07";;"0,00";
"03251031";"Scholen";"Gemeinden";"0,00";;;"0,00";
"03251032";"Schwaförden";"Gemeinden";"0,00";;;"0,00";
"03251033";"Schwarme";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251034";"Siedenburg, Flecken";"Gemeinden";"0,00";;;"0,00";
"03251035";"Staffhorst";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251036";"Stemshorn";"Gemeinden";"0,00";;;"0,00";
"03251037";"Stuhr";"Gemeinden";"1,21";"1,68";"1,84";"1,18";"2,04"
"03251038";"Sudwalde";"Gemeinden";"0,00";;;"0,00";
"03251040";"Sulingen, Stadt";"Gemeinden";"0,66";"0,65";"0,73";"0,56";"0,63"
"03251041";"Syke, Stadt";"Gemeinden";"0,64";"0,52";"0,42";"0,00";"0,43"
"03251042";"Twistringen, Stadt";"Gemeinden";"0,36";"0,52";"0,75";"0,59";"0,64"
"03251043";"Varrel";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251044";"Wagenfeld";"Gemeinden";"0,63";"0,68";;"0,00";"1,95"
"03251045";"Wehrbleck";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251046";"Wetschen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03251047";"Weyhe";"Gemeinden";"0,00";"0,12";"0,26";"0,11";"0,40"
"03251049";"Bruchhausen-Vilsen, Flecken";"Gemeinden";"0,00";;;"3,54";"5,83"
"03252001";"Aerzen, Flecken";"Gemeinden";"2,17";"2,39";"2,88";"2,17";"2,40"
"03252002";"Bad Münder am Deister, Stadt";"Gemeinden";"13,35";"13,07";"11,74";"7,32";"8,47"
"03252003";"Bad Pyrmont, Stadt";"Gemeinden";"33,77";"37,04";"34,14";"24,10";"32,60"
"03252004";"Coppenbrügge, Flecken";"Gemeinden";"0,22";"0,46";"0,59";"0,39";"0,66"
"03252005";"Emmerthal";"Gemeinden";"0,82";"0,97";"0,98";"0,00";"4,83"
"03252006";"Hameln, Stadt";"Gemeinden";"2,80";"3,30";"3,62";"2,09";"4,66"
"03252007";"Hessisch Oldendorf, Stadt";"Gemeinden";"1,04";"2,77";"0,68";"0,45";"0,57"
"03252008";"Salzhemmendorf, Flecken";"Gemeinden";"1,23";"3,31";"3,09";"0,00";"3,70"
"03254002";"Alfeld (Leine), Stadt";"Gemeinden";"0,81";"0,89";"0,89";"0,58";"1,10"
"03254003";"Algermissen";"Gemeinden";"0,00";;;"0,00";
"03254005";"Bad Salzdetfurth, Stadt";"Gemeinden";"10,29";"11,08";"11,84";"7,73";"9,27"
"03254008";"Bockenem, Stadt";"Gemeinden";"0,68";"0,82";"0,70";"0,76";"1,27"
"03254011";"Diekholzen";"Gemeinden";"0,00";"1,33";;"0,00";
"03254013";"Eime, Flecken";"Gemeinden";"0,00";;;"0,00";"0,00"
"03254014";"Elze, Stadt";"Gemeinden";"0,39";"0,38";"0,63";"0,55";"0,78"
"03254017";"Giesen";"Gemeinden";"1,58";"3,47";"4,30";"1,63";"3,56"
"03254020";"Harsum";"Gemeinden";"0,00";;;"0,00";
"03254021";"Hildesheim, Stadt";"Gemeinden";"2,03";"2,69";"3,14";"1,80";"3,51"
"03254022";"Holle";"Gemeinden";"0,00";;;"0,00";
"03254026";"Nordstemmen";"Gemeinden";"0,40";"0,46";"0,41";"0,21";"0,35"
"03254028";"Sarstedt, Stadt";"Gemeinden";"0,49";"1,06";"2,16";"1,12";"2,58"
"03254029";"Schellerten";"Gemeinden";"0,48";;;"0,00";
"03254032";"Söhlde";"Gemeinden";"0,00";;;"0,00";"0,57"
"03254041";"Duingen, Flecken";"Gemeinden";"0,00";;;"0,00";
"03254042";"Freden (Leine)";"Gemeinden";"0,00";;;"0,00";"0,00"
"03254043";"Gronau (Leine), Stadt";"Gemeinden";"0,00";;;"0,00";
"03254044";"Lamspringe";"Gemeinden";"0,00";;"0,40";"0,23";
"03254045";"Sibbesse";"Gemeinden";"0,00";;;"0,00";
"03255001";"Arholzen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255002";"Bevern, Flecken";"Gemeinden";"0,00";;;"0,00";
"03255003";"Bodenwerder, Münchhausenstadt";"Gemeinden";"4,64";"6,63";"6,79";"0,00";"10,67"
"03255004";"Boffzen";"Gemeinden";"0,00";;;"0,00";
"03255005";"Brevörde";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255007";"Deensen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255008";"Delligsen, Flecken";"Gemeinden";"0,00";;;"0,00";
"03255009";"Derental";"Gemeinden";"0,00";;;"0,00";
"03255010";"Dielmissen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255012";"Eimen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255013";"Eschershausen, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255014";"Fürstenberg";"Gemeinden";"0,00";;;"0,00";
"03255015";"Golmbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255016";"Halle";"Gemeinden";"0,00";;"0,00";"0,00";"0,00"
"03255017";"Hehlen";"Gemeinden";"1,88";"1,91";"1,96";"0,00";
"03255018";"Heinade";"Gemeinden";"0,00";;;"0,00";
"03255019";"Heinsen";"Gemeinden";"0,00";;;"0,00";
"03255020";"Heyen";"Gemeinden";"0,00";;;"0,00";
"03255021";"Holenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255022";"Holzen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255023";"Holzminden, Stadt";"Gemeinden";"3,38";"4,23";"5,77";"3,50";"4,27"
"03255025";"Kirchbrak";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255026";"Lauenförde, Flecken";"Gemeinden";"0,00";;;"0,00";
"03255027";"Lenne";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255028";"Lüerdissen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255030";"Negenborn";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255031";"Ottenstein, Flecken";"Gemeinden";"3,31";"4,62";"7,50";"0,00";
"03255032";"Pegestorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255033";"Polle, Flecken";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255034";"Stadtoldendorf, Stadt";"Gemeinden";"0,00";;;"0,00";
"03255035";"Vahlbruch";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255036";"Wangelnstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03255501";"Boffzen, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255502";"Eimen, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255503";"Eschershausen, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255504";"Grünenplan, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255505";"Holzminden, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255506";"Merxhausen, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03255508";"Wenzen, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03256001";"Balge";"Gemeinden";"0,00";;;"0,00";
"03256002";"Binnen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256003";"Bücken, Flecken";"Gemeinden";"5,17";;;"0,00";
"03256004";"Diepenau, Flecken";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256005";"Drakenburg, Flecken";"Gemeinden";"0,00";;;"0,00";
"03256006";"Estorf";"Gemeinden";"0,00";"0,00";;"0,00";
"03256007";"Eystrup";"Gemeinden";"0,00";;;"0,00";
"03256008";"Gandesbergen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256009";"Hämelhausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256010";"Hassel (Weser)";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256011";"Haßbergen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256012";"Heemsen";"Gemeinden";"0,00";;;"0,00";
"03256013";"Hilgermissen";"Gemeinden";"0,00";"1,00";;"0,00";
"03256014";"Hoya, Stadt";"Gemeinden";"0,00";;;"0,00";
"03256015";"Hoyerhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256016";"Husum";"Gemeinden";"0,00";;;"0,00";
"03256017";"Landesbergen";"Gemeinden";"13,06";"19,36";;"0,00";"15,55"
"03256018";"Leese";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256019";"Liebenau, Flecken";"Gemeinden";"0,73";;;"0,00";
"03256020";"Linsburg";"Gemeinden";"0,00";;;"0,00";
"03256021";"Marklohe";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256022";"Nienburg (Weser), Stadt";"Gemeinden";"0,94";"2,34";"2,46";"1,82";"2,52"
"03256023";"Pennigsehl";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256024";"Raddestorf";"Gemeinden";"0,00";;;"0,00";
"03256025";"Rehburg-Loccum, Stadt";"Gemeinden";"4,07";"5,00";"4,76";"0,00";"4,60"
"03256026";"Rodewald";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256027";"Rohrsen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256028";"Schweringen";"Gemeinden";"0,00";;"0,00";"0,00";"0,00"
"03256029";"Steimbke";"Gemeinden";"1,83";;;"0,00";
"03256030";"Steyerberg, Flecken";"Gemeinden";"0,00";;"1,28";"0,00";
"03256031";"Stöckse";"Gemeinden";"0,00";;;"0,00";"0,00"
"03256032";"Stolzenau";"Gemeinden";"0,82";"0,75";;"0,00";"1,61"
"03256033";"Uchte, Flecken";"Gemeinden";"0,00";;;"0,00";
"03256034";"Warmsen";"Gemeinden";"0,00";;;"0,00";
"03256035";"Warpe";"Gemeinden";"0,00";;"12,00";"0,00";
"03256036";"Wietzen";"Gemeinden";"0,00";;;"0,00";
"03257001";"Ahnsen";"Gemeinden";"0,00";;;"0,00";
"03257002";"Apelern";"Gemeinden";"0,00";;;"0,00";
"03257003";"Auetal";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257004";"Auhagen";"Gemeinden";"0,00";;;"0,00";
"03257005";"Bad Eilsen";"Gemeinden";"86,36";"92,92";"87,34";"69,23";"88,55"
"03257006";"Bad Nenndorf, Stadt";"Gemeinden";"24,09";"23,87";"22,29";"17,34";"20,63"
"03257007";"Beckedorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257008";"Buchholz";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257009";"Bückeburg, Stadt";"Gemeinden";"1,81";"2,37";"5,38";"1,87";"4,35"
"03257010";"Hagenburg, Flecken";"Gemeinden";"0,00";;;"0,00";
"03257011";"Haste";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257012";"Heeßen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257013";"Helpsen";"Gemeinden";"0,00";;;"0,00";
"03257014";"Hespe";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257015";"Heuerßen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257016";"Hohnhorst";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257017";"Hülsede";"Gemeinden";"0,00";;;"0,00";
"03257018";"Lauenau, Flecken";"Gemeinden";"0,00";;;"0,00";
"03257019";"Lauenhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257020";"Lindhorst";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257021";"Lüdersfeld";"Gemeinden";"0,00";"6,39";;"0,00";
"03257022";"Luhden";"Gemeinden";"0,00";;;"0,00";
"03257023";"Meerbeck";"Gemeinden";"0,00";;;"0,00";
"03257024";"Messenkamp";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257025";"Niedernwöhren";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257026";"Nienstädt";"Gemeinden";"0,00";;;"0,00";
"03257027";"Nordsehl";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257028";"Obernkirchen, Stadt";"Gemeinden";"2,43";"1,85";;"0,00";
"03257029";"Pohle";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257030";"Pollhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257031";"Rinteln, Stadt";"Gemeinden";"3,02";"5,76";"5,22";"4,55";"4,69"
"03257032";"Rodenberg, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257033";"Sachsenhagen, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257034";"Seggebruch";"Gemeinden";"0,00";;;"0,00";"0,00"
"03257035";"Stadthagen, Stadt";"Gemeinden";"0,64";"1,05";"1,13";"0,70";"0,99"
"03257036";"Suthfeld";"Gemeinden";"0,00";;;"0,00";
"03257037";"Wiedensahl, Flecken";"Gemeinden";"0,00";;;"0,00";
"03257038";"Wölpinghausen";"Gemeinden";"0,00";"5,81";"6,48";"0,00";
"03351001";"Adelheidsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03351002";"Ahnsbeck";"Gemeinden";"0,00";;;"0,00";
"03351003";"Beedenbostel";"Gemeinden";"0,00";;;"0,00";"0,00"
"03351004";"Bergen, Stadt";"Gemeinden";"2,33";"2,83";"3,12";"2,43";"3,80"
"03351005";"Bröckel";"Gemeinden";"0,00";;;"0,00";
"03351006";"Celle, Stadt";"Gemeinden";"3,81";"4,12";"4,26";"2,41";"4,05"
"03351007";"Eicklingen";"Gemeinden";"0,00";;;"0,00";
"03351008";"Eldingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03351010";"Faßberg";"Gemeinden";"7,59";"14,39";"18,15";"14,75";"15,70"
"03351012";"Hambühren";"Gemeinden";"0,00";;"1,65";"0,00";"2,57"
"03351015";"Hohne";"Gemeinden";"0,00";;;"0,00";
"03351016";"Lachendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03351017";"Langlingen";"Gemeinden";"0,00";;;"0,00";
"03351018";"Nienhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03351021";"Wathlingen";"Gemeinden";"0,00";;;"0,00";
"03351022";"Wienhausen, Klostergemeinde";"Gemeinden";"0,00";;;"0,00";
"03351023";"Wietze";"Gemeinden";"0,00";"0,87";"0,96";"0,00";"1,25"
"03351024";"Winsen (Aller)";"Gemeinden";"0,59";"4,51";"5,99";"0,00";
"03351025";"Eschede";"Gemeinden";"0,00";;"1,96";"2,37";"3,23"
"03351026";"Südheide";"Gemeinden";"0,00";;"9,87";"7,29";"11,13"
"03351501";"Lohheide, gemfr. Bezirk";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352002";"Armstorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352004";"Belum";"Gemeinden";"0,00";;;"0,00";
"03352008";"Bülkau";"Gemeinden";"0,00";;;"0,00";
"03352011";"Cuxhaven, Stadt";"Gemeinden";"24,73";"28,12";"30,95";"24,69";"29,96"
"03352020";"Hechthausen";"Gemeinden";"0,00";;;"0,00";"15,99"
"03352022";"Hemmoor, Stadt";"Gemeinden";"0,00";"3,52";;"0,00";
"03352024";"Hollnseth";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352025";"Ihlienworth";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352029";"Lamstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352032";"Loxstedt";"Gemeinden";"0,58";"0,84";"0,84";"0,57";"0,75"
"03352036";"Mittelstenahe";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352038";"Neuenkirchen";"Gemeinden";"0,00";;;"0,00";
"03352039";"Neuhaus (Oste), Flecken";"Gemeinden";"0,00";;;"0,00";
"03352041";"Nordleda";"Gemeinden";"0,00";;;"0,00";
"03352042";"Oberndorf";"Gemeinden";"0,00";;;"0,00";
"03352043";"Odisheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352044";"Osten";"Gemeinden";"0,00";;;"0,00";
"03352045";"Osterbruch";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352046";"Otterndorf, Stadt";"Gemeinden";"20,91";"32,68";"33,15";"0,00";"33,88"
"03352050";"Schiffdorf";"Gemeinden";"0,00";;;"0,00";
"03352051";"Steinau";"Gemeinden";"0,00";;;"0,00";
"03352052";"Stinstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352055";"Wanna";"Gemeinden";"0,00";;;"0,00";"0,00"
"03352056";"Wingst";"Gemeinden";"11,19";"10,71";"19,25";"0,00";"16,89"
"03352059";"Beverstedt";"Gemeinden";"0,00";;;"0,00";
"03352060";"Hagen im Bremischen";"Gemeinden";"0,00";;"2,72";"0,00";"4,31"
"03352061";"Wurster Nordseeküste";"Gemeinden";"0,00";;"28,66";"14,46";"16,10"
"03352062";"Geestland, Stadt";"Gemeinden";"0,00";;"3,00";"1,55";"1,90"
"03352063";"Cadenberge";"Gemeinden";"0,00";;;"0,00";
"03353001";"Appel";"Gemeinden";"0,00";;;"0,00";
"03353002";"Asendorf";"Gemeinden";"0,00";;;"0,00";
"03353003";"Bendestorf";"Gemeinden";"0,00";;;"0,00";
"03353004";"Brackel";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353005";"Buchholz in der Nordheide, Stadt";"Gemeinden";"1,30";"1,56";"1,78";"0,95";"1,63"
"03353006";"Dohren";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353007";"Drage";"Gemeinden";"0,00";;;"0,00";
"03353008";"Drestedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353009";"Egestorf";"Gemeinden";"18,77";"20,13";"17,93";"0,00";"29,69"
"03353010";"Eyendorf";"Gemeinden";"0,00";;;"0,00";
"03353011";"Garlstorf";"Gemeinden";"0,00";"10,48";;"0,00";
"03353012";"Garstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353013";"Gödenstorf";"Gemeinden";"0,00";;;"0,00";
"03353014";"Halvesbostel";"Gemeinden";"0,00";;;"0,00";
"03353015";"Handeloh";"Gemeinden";"12,28";"10,01";"3,07";"0,00";"3,71"
"03353016";"Hanstedt";"Gemeinden";"7,51";"11,96";;"0,00";
"03353017";"Harmstorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353018";"Heidenau";"Gemeinden";"0,00";;;"0,00";
"03353019";"Hollenstedt";"Gemeinden";"2,87";"2,82";;"0,00";
"03353020";"Jesteburg";"Gemeinden";"7,31";"6,59";;"7,12";"7,20"
"03353021";"Kakenstorf";"Gemeinden";"0,00";;;"0,00";
"03353022";"Königsmoor";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353023";"Marschacht";"Gemeinden";"0,00";;"1,91";"0,00";
"03353024";"Marxen";"Gemeinden";"0,00";;;"0,00";
"03353025";"Moisburg";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353026";"Neu Wulmstorf";"Gemeinden";"0,82";"0,84";"1,04";"0,72";"1,15"
"03353027";"Otter";"Gemeinden";"0,00";;;"0,00";
"03353028";"Regesbostel";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353029";"Rosengarten";"Gemeinden";"3,92";"4,51";"4,11";"3,88";"4,45"
"03353030";"Salzhausen";"Gemeinden";"2,53";"3,06";"2,05";"0,00";
"03353031";"Seevetal";"Gemeinden";"1,94";"1,99";"2,24";"1,81";"2,49"
"03353032";"Stelle";"Gemeinden";"0,00";;;"0,00";
"03353033";"Tespe";"Gemeinden";"0,00";;;"0,00";
"03353034";"Toppenstedt";"Gemeinden";"0,00";;;"0,00";
"03353035";"Tostedt";"Gemeinden";"0,56";"0,92";"0,80";"0,41";"0,61"
"03353036";"Undeloh";"Gemeinden";"41,30";"43,92";"33,39";"0,00";"42,61"
"03353037";"Vierhöfen";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353038";"Welle";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353039";"Wenzendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353040";"Winsen (Luhe), Stadt";"Gemeinden";"0,93";"1,24";"0,93";"0,42";"0,39"
"03353041";"Wistedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"03353042";"Wulfsen";"Gemeinden";"0,00";;;"0,00";
"03354001";"Bergen an der Dumme, Flecken";"Gemeinden";"6,42";"7,91";;"0,00";
"03354002";"Clenze, Flecken";"Gemeinden";"6,65";"6,63";"7,50";"0,00";"6,33"
"03354003";"Damnatz";"Gemeinden";"0,00";;;"0,00";
"03354004";"Dannenberg (Elbe), Stadt";"Gemeinden";"1,54";"1,05";"1,70";"0,00";"1,19"
"03354005";"Gartow, Flecken";"Gemeinden";"26,21";"25,04";"25,31";"0,00";
"03354006";"Göhrde";"Gemeinden";"66,57";"45,73";"26,52";"0,00";"50,75"
"03354007";"Gorleben";"Gemeinden";"0,00";;;"0,00";
"03354008";"Gusborn";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354009";"Hitzacker (Elbe), Stadt";"Gemeinden";"15,21";"12,78";"14,74";"0,00";"15,60"
"03354010";"Höhbeck";"Gemeinden";"0,00";;;"0,00";
"03354011";"Jameln";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354012";"Karwitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354013";"Küsten";"Gemeinden";"6,80";;;"0,00";
"03354014";"Langendorf";"Gemeinden";"0,00";;;"0,00";
"03354015";"Lemgow";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354016";"Luckau (Wendland)";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354017";"Lübbow";"Gemeinden";"0,00";;;"0,00";
"03354018";"Lüchow (Wendland), Stadt";"Gemeinden";"1,21";"1,91";"1,66";"1,25";
"03354019";"Neu Darchau";"Gemeinden";"0,00";;;"0,00";
"03354020";"Prezelle";"Gemeinden";"0,00";;;"0,00";
"03354021";"Schnackenburg, Stadt";"Gemeinden";"0,00";;;"0,00";
"03354022";"Schnega";"Gemeinden";"0,00";;;"0,00";
"03354023";"Trebel";"Gemeinden";"12,39";"17,38";;"0,00";"16,99"
"03354024";"Waddeweitz";"Gemeinden";"0,00";"16,03";;"0,00";
"03354025";"Woltersdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"03354026";"Wustrow (Wendland), Stadt";"Gemeinden";"0,00";;"1,91";"0,00";
"03354027";"Zernien";"Gemeinden";"0,00";;;"0,00";
"03354501";"Gartow, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03354502";"Göhrde, gemfr. Gebiet";"Gemeinden";"0,00";;;;
"03355001";"Adendorf";"Gemeinden";"5,23";;;"0,00";
"03355002";"Amelinghausen";"Gemeinden";"6,51";"5,67";"6,42";"3,52";
