Kennziffer;Raumeinheit;Aggregat;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09679130";"Estenfeld";"Gemeinden";"98,70";"152,88";"266,42";"177,61";"176,69";"294,92";"59,65";"910,72";"480,91"
"09679131";"Frickenhausen a.Main, M";"Gemeinden";"40,52";"35,85";"54,64";"45,45";"63,64";"87,27";"125,52";"128,28";"247,61"
"09679134";"Gaukönigshofen";"Gemeinden";"102,15";"68,40";"76,69";"145,80";"218,48";"213,97";"409,98";"451,77";"274,84"
"09679135";"Gelchsheim, M";"Gemeinden";"127,02";"79,87";"48,61";"137,97";"73,66";"200,73";"307,15";"307,51";"307,77"
"09679136";"Gerbrunn";"Gemeinden";"37,92";"74,26";"80,08";"85,87";"94,51";"98,59";"365,52";"192,70";"251,59"
"09679137";"Geroldshausen";"Gemeinden";"12,12";"25,49";"21,28";"29,11";"68,41";"145,53";"368,02";"536,21";"329,31"
"09679138";"Giebelstadt, M";"Gemeinden";"103,50";"297,56";"1.816,64";"1.939,91";"159,24";"210,35";"123,42";"403,02";"392,20"
"09679141";"Greußenheim";"Gemeinden";"50,68";"94,04";"136,70";"106,40";"1.533,12";"569,97";"500,44";"670,10";"478,83"
"09679142";"Güntersleben";"Gemeinden";"49,25";"40,75";"15,77";"67,12";"71,85";"80,69";"260,89";"173,25";"220,37"
"09679143";"Hausen b.Würzburg";"Gemeinden";"93,36";"67,94";"51,47";"87,51";"131,96";"252,81";"130,56";"291,40";"410,66"
"09679144";"Helmstadt, M";"Gemeinden";"358,94";"524,95";"290,50";"316,82";"452,53";"332,94";"1.793,00";"229,87";"331,55"
"09679146";"Hettstadt";"Gemeinden";"23,53";"79,22";"40,25";"17,31";"164,26";"69,41";"13,64";"137,55";"123,43"
"09679147";"Höchberg, M";"Gemeinden";"135,63";"93,62";"107,55";"185,10";"132,25";"250,38";"58,08";"395,03";"451,58"
"09679149";"Holzkirchen";"Gemeinden";"34,27";"14,13";"13,53";"32,39";"128,79";"128,61";"321,16";"60,99";"65,91"
"09679153";"Kirchheim";"Gemeinden";"81,61";"67,10";"79,91";"136,55";"195,97";"301,07";"383,18";"363,53";"503,95"
"09679154";"Kist";"Gemeinden";"69,85";"68,91";"25,99";"89,56";"83,44";"113,77";"749,15";"165,76";"133,23"
"09679155";"Kleinrinderfeld";"Gemeinden";"119,65";"387,67";"26,82";"152,05";"203,56";"295,42";"237,15";"566,01";"577,58"
"09679156";"Kürnach";"Gemeinden";"68,38";"89,14";"99,02";"141,41";"261,43";"215,77";"164,71";"448,59";"620,30"
"09679161";"Margetshöchheim";"Gemeinden";"121,59";"120,12";"56,10";"81,83";"94,37";"110,61";"55,95";"153,70";"232,32"
"09679164";"Neubrunn, M";"Gemeinden";"97,18";"80,82";"71,58";"89,38";"100,64";"140,00";"49,23";"414,92";"44,01"
"09679165";"Altertheim";"Gemeinden";"23,14";"13,72";"49,75";"23,82";"29,45";"91,77";"255,87";"102,66";"83,52"
"09679167";"Eisenheim, M";"Gemeinden";"70,02";"56,92";"34,19";"35,29";"73,04";"94,98";"204,02";"112,99";"159,60"
"09679169";"Oberpleichfeld";"Gemeinden";"160,40";"-4,74";"98,97";"94,96";"93,69";"141,28";"4.664,76";"174,76";"135,45"
"09679170";"Ochsenfurt, St";"Gemeinden";"334,81";"236,50";"342,22";"365,76";"603,93";"465,13";"15,83";"479,47";"300,90"
"09679174";"Prosselsheim";"Gemeinden";"77,54";"114,48";"47,34";"100,50";"98,25";"139,71";"473,96";"104,94";"131,14"
"09679175";"Randersacker, M";"Gemeinden";"103,63";"74,33";"82,63";"57,69";"78,02";"138,86";"483,30";"341,43";"306,51"
"09679176";"Reichenberg, M";"Gemeinden";"115,62";"49,73";"103,23";"213,36";"250,68";"338,00";"74,87";"595,44";"451,91"
"09679177";"Remlingen, M";"Gemeinden";"72,35";"45,51";"17,32";"56,95";"85,64";"141,80";"64,83";"207,45";"345,99"
"09679179";"Riedenheim";"Gemeinden";"119,17";"66,75";"35,04";"61,94";"48,49";"175,77";"5.832,83";"299,65";"491,13"
"09679180";"Rimpar, M";"Gemeinden";"198,54";"207,64";"149,20";"195,88";"262,25";"161,91";"136,26";"306,46";"468,14"
"09679182";"Röttingen, St";"Gemeinden";"179,15";"543,62";"89,80";"1.558,77";"1.179,39";"686,15";"337,02";"616,23";"1.065,91"
"09679185";"Rottendorf";"Gemeinden";"811,02";"502,98";"1.386,31";"1.498,48";"1.939,65";"2.073,97";"1.777,08";"1.338,71";"833,94"
"09679187";"Sommerhausen, M";"Gemeinden";"43,15";"43,37";"51,93";"116,10";"68,03";"237,65";"66,49";"235,69";"347,62"
"09679188";"Sonderhofen";"Gemeinden";"101,36";"41,92";"17,42";"71,00";"72,57";"190,59";"74,11";"210,32";"368,11"
"09679192";"Tauberrettersheim";"Gemeinden";"16,91";"17,59";"21,51";"23,78";"12,93";"36,95";"268,83";"119,68";"100,12"
"09679193";"Theilheim";"Gemeinden";"45,37";"49,20";"52,34";"58,63";"45,93";"84,97";"277,85";"107,32";"144,29"
"09679194";"Thüngersheim";"Gemeinden";"70,11";"9,62";"57,41";"62,71";"153,10";"199,70";"208,78";"222,42";"222,95"
"09679196";"Uettingen";"Gemeinden";"240,23";"95,19";"24,17";"149,84";"96,45";"166,21";"204,21";"364,85";"715,37"
"09679200";"Leinach";"Gemeinden";"17,01";"14,63";"25,41";"23,44";"39,32";"56,99";"23,34";"147,15";"108,47"
"09679201";"Unterpleichfeld";"Gemeinden";"94,90";"74,97";"70,63";"73,98";"99,96";"204,57";"381,26";"340,26";"323,29"
"09679202";"Veitshöchheim";"Gemeinden";"140,37";"105,33";"140,03";"182,79";"157,62";"478,02";"370,55";"427,62";"532,24"
"09679204";"Waldbrunn";"Gemeinden";"156,60";"23,57";"35,52";"155,78";"127,36";"282,19";"468,52";"194,88";"631,43"
"09679205";"Waldbüttelbrunn";"Gemeinden";"106,47";"200,09";"193,04";"388,00";"557,78";"792,31";"1.262,23";"1.003,76";"1.120,10"
"09679206";"Winterhausen, M";"Gemeinden";"69,93";"30,93";"32,05";"78,39";"53,76";"225,87";"371,83";"1.023,20";"132,22"
"09679209";"Zell a.Main, M";"Gemeinden";"152,69";"45,14";"47,32";"97,69";"74,26";"112,51";"113,40";"131,65";"161,69"
"09679451";"Gramschatzer Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679452";"Guttenberger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679453";"Irtenberger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09761000";"Augsburg";"Gemeinden";"366,54";"359,94";"262,38";"491,08";"401,16";"450,77";"749,34";"619,98";"750,17"
"09762000";"Kaufbeuren";"Gemeinden";"229,06";"261,03";"206,40";"256,62";"209,78";"303,34";"365,34";"406,45";"416,74"
"09763000";"Kempten (Allgäu)";"Gemeinden";"320,48";"416,25";"341,49";"561,05";"488,74";"518,00";"704,46";"704,84";"783,60"
"09764000";"Memmingen";"Gemeinden";"394,59";"323,20";"435,69";"514,10";"460,31";"776,48";"945,71";"976,87";"957,97"
"09771111";"Adelzhausen";"Gemeinden";"90,69";"80,06";"211,16";"259,57";"168,55";"238,07";"419,77";"504,40";"523,78"
"09771112";"Affing";"Gemeinden";"281,95";"344,90";"101,17";"127,42";"321,89";"519,06";"436,59";"595,67";"716,07"
"09771113";"Aichach, St";"Gemeinden";"410,37";"251,40";"158,36";"303,75";"262,15";"583,80";"505,38";"469,66";"639,71"
"09771114";"Aindling, M";"Gemeinden";"142,13";"99,63";"91,81";"160,74";"132,12";"257,05";"298,47";"272,80";"324,44"
"09771122";"Dasing";"Gemeinden";"223,29";"119,71";"166,48";"179,18";"299,76";"408,57";"169,95";"956,93";"1.283,32"
"09771129";"Eurasburg";"Gemeinden";"98,84";"72,68";"84,43";"135,84";"596,93";"415,25";"6.736,88";"523,07";"683,23"
"09771130";"Friedberg, St";"Gemeinden";"347,15";"169,07";"290,72";"434,92";"301,75";"435,66";"25,38";"594,74";"648,44"
"09771140";"Hollenbach";"Gemeinden";"63,63";"90,43";"36,52";"146,11";"131,75";"481,06";"666,49";"288,83";"648,20"
"09771141";"Inchenhofen, M";"Gemeinden";"98,63";"111,06";"125,53";"121,55";"151,69";"233,98";"2.007,08";"662,41";"433,14"
"09771142";"Kissing";"Gemeinden";"139,68";"223,26";"139,10";"196,90";"246,63";"295,18";"143,72";"310,83";"494,33"
"09771144";"Kühbach, M";"Gemeinden";"137,36";"39,33";"78,57";"210,38";"217,21";"236,30";"244,70";"581,75";"1.212,45"
"09771145";"Merching";"Gemeinden";"69,34";"83,27";"218,56";"201,81";"290,31";"272,40";"964,91";"283,35";"464,62"
"09771146";"Mering, M";"Gemeinden";"126,69";"75,62";"81,17";"128,02";"142,06";"149,53";"48,72";"258,31";"307,09"
"09771149";"Obergriesbach";"Gemeinden";"134,68";"67,58";"68,31";"114,91";"199,30";"278,85";"183,08";"336,16";"464,16"
"09771155";"Petersdorf";"Gemeinden";"33,69";"26,07";"17,57";"36,99";"12,70";"167,18";"1.265,69";"212,82";"211,43"
"09771156";"Pöttmes, M";"Gemeinden";"129,35";"97,07";"193,08";"193,95";"236,61";"276,79";"153,59";"416,58";"567,94"
"09771158";"Rehling";"Gemeinden";"121,13";"24,31";"165,75";"166,74";"169,87";"400,33";"416,13";"505,97";"703,41"
"09771160";"Ried";"Gemeinden";"253,37";"84,31";"225,55";"438,46";"302,42";"449,51";"123,36";"408,87";"383,74"
"09771162";"Schiltberg";"Gemeinden";"96,08";"69,62";"52,10";"141,37";"56,07";"196,08";"104,67";"241,91";"300,25"
"09771163";"Schmiechen";"Gemeinden";"35,28";"16,22";"76,32";"38,46";"243,49";"-282,47";"800,59";"207,21";"217,28"
"09771165";"Sielenbach";"Gemeinden";"85,94";"60,07";"111,63";"129,46";"190,84";"508,15";"1.300,23";"709,48";"440,49"
"09771168";"Steindorf";"Gemeinden";"89,82";"112,54";"74,11";"243,82";"878,05";"1.598,49";"1.358,93";"2.320,37";"3.686,59"
"09771169";"Todtenweis";"Gemeinden";"624,17";"627,02";"396,63";"629,08";"281,23";"444,36";"123,50";"618,21";"771,14"
"09771176";"Baar (Schwaben)";"Gemeinden";"213,03";"208,55";"263,88";"289,29";"318,22";"106,19";"3.278,41";"368,54";"675,19"
"09772111";"Adelsried";"Gemeinden";"137,69";"184,83";"146,02";"310,25";"478,76";"645,37";"735,63";"577,17";"586,40"
"09772114";"Allmannshofen";"Gemeinden";"27,71";"1,24";"32,30";"26,47";"47,16";"357,75";"538,90";"607,71";"643,57"
"09772115";"Altenmünster";"Gemeinden";"86,08";"48,52";"117,02";"155,09";"89,94";"151,40";"186,14";"310,83";"247,46"
"09772117";"Aystetten";"Gemeinden";"60,39";"33,43";"58,73";"79,13";"131,57";"106,77";"-280,12";"245,10";"321,96"
"09772121";"Biberbach, M";"Gemeinden";"80,66";"23,68";"103,71";"83,43";"144,03";"169,67";"189,74";"153,12";"232,86"
"09772125";"Bobingen, St";"Gemeinden";"344,09";"264,36";"304,88";"269,06";"280,29";"330,22";"458,02";"471,79";"384,82"
"09772126";"Bonstetten";"Gemeinden";"49,38";"-20,56";"45,22";"123,16";"140,48";"107,85";"175,47";"128,46";"211,39"
"09772130";"Diedorf, M";"Gemeinden";"212,96";"105,00";"224,90";"162,18";"145,61";"161,28";"298,59";"291,62";"311,24"
"09772131";"Dinkelscherben, M";"Gemeinden";"200,68";"162,23";"244,66";"310,95";"199,08";"296,30";"403,68";"383,20";"344,69"
"09772134";"Ehingen";"Gemeinden";"14,57";"32,12";"33,40";"34,69";"50,35";"124,74";"87,25";"110,68";"80,28"
"09772136";"Ellgau";"Gemeinden";"55,18";"60,40";"116,26";"158,52";"109,02";"266,28";"290,75";"241,94";"346,49"
"09772137";"Emersacker";"Gemeinden";"28,61";"34,66";"312,63";"202,95";"226,06";"339,38";"267,45";"274,26";"297,94"
"09772141";"Fischach, M";"Gemeinden";"952,62";"1.283,20";"352,74";"108,52";"134,82";"1.056,12";"1.372,48";"561,90";"224,86"
"09772145";"Gablingen";"Gemeinden";"170,89";"129,08";"189,63";"277,64";"239,86";"368,28";"326,28";"739,62";"1.215,77"
"09772147";"Gersthofen, St";"Gemeinden";"701,10";"416,38";"463,87";"748,47";"466,88";"1.002,02";"1.059,53";"1.366,29";"1.758,52"
"09772148";"Gessertshausen";"Gemeinden";"208,45";"206,02";"121,65";"192,94";"113,73";"248,04";"293,57";"370,80";"311,74"
"09772149";"Graben";"Gemeinden";"72,97";"14,53";"72,73";"108,20";"147,97";"274,28";"364,85";"493,71";"739,04"
"09772151";"Großaitingen";"Gemeinden";"132,38";"49,37";"100,23";"158,10";"197,26";"260,69";"556,28";"299,49";"302,73"
"09772156";"Heretsried";"Gemeinden";"7,87";"-4,94";"30,74";"47,71";"-52,42";"211,44";"113,45";"69,63";"210,77"
"09772157";"Hiltenfingen";"Gemeinden";"61,75";"132,06";"96,22";"66,62";"86,58";"177,20";"299,80";"334,04";"314,70"
"09772159";"Horgau";"Gemeinden";"49,45";"57,38";"122,64";"159,92";"402,48";"362,74";"495,03";"670,81";"781,64"
"09772160";"Kleinaitingen";"Gemeinden";"-7,55";"13,59";"78,95";"108,98";"733,06";"423,31";"592,83";"1.107,41";"1.646,20"
"09772162";"Klosterlechfeld";"Gemeinden";"53,23";"56,94";"43,41";"50,22";"53,75";"62,23";"88,05";"186,02";"234,65"
"09772163";"Königsbrunn, St";"Gemeinden";"136,79";"103,18";"172,46";"251,55";"220,01";"321,21";"349,59";"362,47";"412,78"
"09772166";"Kühlenthal";"Gemeinden";"7,12";"44,35";"99,48";"43,21";"96,09";"176,33";"472,62";"424,75";"584,10"
"09772167";"Kutzenhausen";"Gemeinden";"489,32";"478,30";"169,86";"869,53";"279,18";"419,76";"550,12";"452,39";"437,53"
"09772168";"Langenneufnach";"Gemeinden";"579,84";"344,72";"169,85";"442,91";"778,71";"636,52";"1.083,83";"980,05";"406,91"
"09772170";"Langerringen";"Gemeinden";"132,23";"114,83";"100,59";"233,02";"104,35";"272,43";"332,83";"330,62";"453,75"
"09772171";"Langweid a.Lech";"Gemeinden";"305,03";"97,34";"232,23";"250,46";"264,19";"379,31";"381,96";"635,80";"720,29"
"09772177";"Meitingen, M";"Gemeinden";"307,96";"435,91";"276,21";"230,45";"220,87";"423,59";"605,87";"921,35";"956,33"
"09772178";"Mickhausen";"Gemeinden";"30,25";"61,86";"27,38";"81,38";"70,53";"71,17";"139,18";"1.291,29";"615,01"
"09772179";"Mittelneufnach";"Gemeinden";"166,83";"82,39";"111,01";"181,39";"127,96";"179,22";"157,12";"318,68";"390,49"
"09772184";"Neusäß, St";"Gemeinden";"146,44";"192,49";"157,62";"225,71";"335,24";"354,03";"425,44";"383,56";"445,48"
"09772185";"Nordendorf";"Gemeinden";"69,40";"45,93";"56,94";"88,00";"119,24";"147,39";"303,57";"424,52";"301,31"
"09772186";"Oberottmarshausen";"Gemeinden";"139,97";"42,24";"324,60";"158,95";"257,91";"234,30";"245,80";"2.345,30";"2.181,07"
"09772197";"Scherstetten";"Gemeinden";"64,01";"7,06";"35,00";"64,42";"126,00";"42,87";"88,04";"118,43";"207,20"
"09772200";"Schwabmünchen, St";"Gemeinden";"212,40";"208,30";"197,25";"419,70";"525,32";"565,94";"742,38";"1.200,66";"616,93"
"09772202";"Stadtbergen, St";"Gemeinden";"116,11";"70,16";"165,21";"173,11";"121,17";"179,66";"286,17";"214,11";"336,91"
"09772207";"Thierhaupten, M";"Gemeinden";"147,87";"169,32";"236,54";"343,54";"409,19";"352,71";"526,91";"545,35";"886,22"
"09772209";"Untermeitingen";"Gemeinden";"91,05";"43,78";"123,80";"143,83";"111,02";"133,92";"186,87";"245,25";"362,20"
"09772211";"Ustersbach";"Gemeinden";"146,32";"104,67";"163,04";"464,44";"62,34";"350,83";"706,20";"405,58";"80,07"
"09772214";"Walkertshofen";"Gemeinden";"280,19";"268,40";"495,54";"491,42";"333,33";"296,46";"671,02";"593,36";"642,75"
"09772215";"Wehringen";"Gemeinden";"111,11";"69,73";"181,60";"198,48";"159,14";"347,78";"480,39";"476,10";"846,18"
"09772216";"Welden, M";"Gemeinden";"22,27";"65,56";"156,53";"203,41";"160,45";"295,63";"384,44";"323,66";"429,36"
"09772217";"Westendorf";"Gemeinden";"209,81";"134,92";"-57,86";"155,50";"212,32";"363,52";"401,70";"433,06";"636,29"
"09772223";"Zusmarshausen, M";"Gemeinden";"190,03";"230,27";"283,09";"300,25";"722,53";"779,97";"1.074,53";"886,76";"908,49"
"09772451";"Schmellerforst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09773111";"Aislingen, M";"Gemeinden";"127,17";"131,23";"132,27";"141,23";"278,02";"187,17";"288,21";"569,52";"488,21"
"09773112";"Bachhagel";"Gemeinden";"79,94";"31,00";"86,35";"89,52";"145,15";"351,98";"270,78";"285,13";"265,11"
"09773113";"Bächingen a.d.Brenz";"Gemeinden";"159,91";"66,99";"34,88";"254,41";"108,34";"280,53";"301,57";"238,60";"493,22"
"09773116";"Binswangen";"Gemeinden";"86,71";"29,89";"38,46";"51,38";"140,86";"201,52";"326,96";"231,99";"592,34"
"09773117";"Bissingen, M";"Gemeinden";"177,50";"87,77";"92,33";"456,03";"639,86";"426,16";"1.742,81";"1.061,34";"979,72"
"09773119";"Blindheim";"Gemeinden";"29,17";"85,09";"116,85";"37,28";"206,06";"200,00";"507,48";"455,10";"595,31"
"09773122";"Buttenwiesen";"Gemeinden";"475,69";"922,36";"431,67";"836,90";"545,30";"543,26";"524,16";"1.005,86";"1.421,45"
"09773125";"Dillingen a.d.Donau, GKSt";"Gemeinden";"390,70";"597,31";"823,97";"253,45";"433,49";"164,69";"528,22";"469,85";"564,95"
"09773133";"Glött";"Gemeinden";"117,13";"187,17";"235,03";"187,44";"307,35";"254,14";"12.632,39";"323,97";"383,25"
"09773136";"Gundelfingen a.d.Donau, St";"Gemeinden";"152,89";"248,16";"162,48";"486,06";"547,63";"523,08";"15,91";"495,78";"841,60"
"09773137";"Haunsheim";"Gemeinden";"58,05";"45,17";"43,80";"43,96";"81,80";"76,33";"1.556,06";"73,99";"119,43"
"09773139";"Höchstädt a.d.Donau, St";"Gemeinden";"184,00";"163,26";"177,20";"230,78";"277,90";"372,28";"151,92";"654,85";"679,99"
"09773140";"Holzheim";"Gemeinden";"141,39";"86,81";"75,62";"113,53";"107,88";"196,70";"220,10";"259,56";"295,68"
"09773143";"Laugna";"Gemeinden";"-16,90";"21,00";"21,98";"26,43";"87,97";"188,96";"3.502,45";"268,59";"426,92"
"09773144";"Lauingen (Donau), St";"Gemeinden";"176,51";"223,81";"153,92";"540,89";"382,08";"892,90";"11,02";"562,55";"930,71"
"09773146";"Lutzingen";"Gemeinden";"36,42";"59,45";"48,16";"39,42";"79,59";"92,74";"155,45";"89,04";"96,46"
"09773147";"Mödingen";"Gemeinden";"60,90";"66,18";"25,64";"86,41";"83,33";"182,31";"392,54";"181,97";"229,77"
"09773150";"Finningen";"Gemeinden";"225,13";"-7,06";"5,61";"41,10";"119,28";"250,15";"137,09";"502,52";"451,22"
"09773153";"Medlingen";"Gemeinden";"271,28";"118,38";"-77,95";"1.538,31";"213,00";"417,40";"579,56";"319,68";"563,63"
"09773164";"Schwenningen";"Gemeinden";"83,50";"84,71";"89,67";"34,79";"91,42";"133,29";"175,39";"178,95";"227,10"
"09773170";"Syrgenstein";"Gemeinden";"177,46";"113,87";"127,99";"143,37";"67,17";"332,96";"115,51";"139,14";"281,22"
"09773179";"Villenbach";"Gemeinden";"64,63";"70,10";"46,00";"45,89";"52,59";"281,66";"202,93";"245,58";"276,87"
"09773182";"Wertingen, St";"Gemeinden";"522,78";"578,35";"305,79";"409,19";"476,30";"760,46";"1.064,53";"1.275,93";"1.248,20"
"09773183";"Wittislingen, M";"Gemeinden";"505,28";"364,04";"89,63";"119,23";"236,55";"83,69";"202,39";"390,91";"241,46"
"09773186";"Ziertheim";"Gemeinden";"110,59";"91,67";"111,11";"104,21";"143,85";"177,13";"302,80";"336,79";"552,25"
"09773187";"Zöschingen";"Gemeinden";"418,23";"116,99";"297,19";"462,72";"330,72";"307,48";"868,37";"1.298,46";"590,72"
"09773188";"Zusamaltheim";"Gemeinden";"97,38";"69,79";"54,25";"38,11";"94,50";"188,91";"200,16";"389,00";"370,46"
"09774111";"Aletshausen";"Gemeinden";"55,85";"14,77";"63,36";"173,88";"146,52";"176,42";"1.023,44";"319,33";"398,56"
"09774115";"Balzhausen";"Gemeinden";"580,59";"239,86";"702,09";"627,08";"1.002,52";"1.067,77";"251,88";"1.150,29";"1.758,74"
"09774116";"Ursberg";"Gemeinden";"44,63";"2,54";"25,19";"23,84";"45,79";"30,51";"897,34";"96,36";"97,95"
"09774117";"Breitenthal";"Gemeinden";"147,92";"130,11";"43,99";"115,66";"154,79";"236,89";"216,53";"92,73";"177,76"
"09774118";"Bubesheim";"Gemeinden";"189,77";"120,59";"296,59";"218,08";"285,32";"531,72";"618,45";"491,97";"725,26"
"09774119";"Bibertal";"Gemeinden";"71,73";"51,81";"65,97";"88,27";"96,90";"186,70";"57,80";"227,45";"263,68"
"09774121";"Burgau, St";"Gemeinden";"277,24";"457,49";"473,15";"913,07";"737,74";"947,98";"934,38";"1.398,96";"1.507,26"
"09774122";"Burtenbach, M";"Gemeinden";"209,98";"194,11";"51,31";"154,92";"8,95";"132,09";"905,38";"1.773,06";"953,02"
"09774124";"Deisenhausen";"Gemeinden";"147,32";"98,90";"73,54";"129,68";"203,68";"208,14";"233,92";"418,04";"155,10"
"09774127";"Dürrlauingen";"Gemeinden";"52,43";"22,40";"63,54";"31,29";"41,89";"49,71";"78,00";"67,53";"118,53"
"09774129";"Ebershausen";"Gemeinden";"59,77";"20,73";"1,62";"20,93";"37,83";"41,25";"175,94";"349,34";"244,51"
"09774133";"Ellzee";"Gemeinden";"149,81";"266,91";"118,91";"-40,03";"70,80";"206,54";"256,35";"513,47";"602,02"
"09774135";"Günzburg, GKSt";"Gemeinden";"331,57";"229,07";"204,05";"499,44";"292,49";"457,82";"-466,48";"545,39";"650,06"
"09774136";"Gundremmingen";"Gemeinden";"2.308,69";"630,79";"1.397,20";"627,58";"3.590,31";"5.578,39";"7.683,25";"2.363,93";"3.180,35"
"09774140";"Haldenwang";"Gemeinden";"28,41";"43,72";"57,33";"56,04";"83,15";"153,31";"149,27";"204,92";"171,02"
"09774143";"Ichenhausen, St";"Gemeinden";"248,15";"242,08";"226,22";"331,34";"268,05";"302,31";"483,92";"527,93";"843,14"
"09774144";"Jettingen-Scheppach, M";"Gemeinden";"364,40";"237,54";"163,91";"259,58";"459,59";"494,73";"972,38";"1.142,29";"1.299,55"
"09774145";"Kammeltal";"Gemeinden";"89,19";"74,57";"52,13";"69,76";"61,04";"117,79";"139,01";"326,69";"245,29"
"09774148";"Kötz";"Gemeinden";"522,51";"286,86";"61,77";"233,43";"38,09";"122,09";"289,27";"1.671,66";"851,91"
"09774150";"Krumbach (Schwaben), St";"Gemeinden";"265,04";"126,50";"139,49";"216,13";"203,97";"268,92";"419,42";"377,41";"475,19"
"09774151";"Landensberg";"Gemeinden";"73,96";"28,69";"59,42";"117,22";"292,87";"707,67";"66,03";"221,94";"239,94"
"09774155";"Leipheim, St";"Gemeinden";"206,68";"262,68";"402,70";"1.062,06";"449,57";"573,32";"767,54";"919,60";"862,01"
"09774160";"Münsterhausen, M";"Gemeinden";"84,01";"46,36";"161,01";"171,29";"434,89";"287,69";"397,03";"595,43";"-283,41"
"09774162";"Neuburg a.d.Kammel, M";"Gemeinden";"132,58";"207,69";"68,98";"114,89";"237,87";"365,58";"580,37";"811,19";"1.005,53"
"09774166";"Aichen";"Gemeinden";"33,96";"22,14";"25,36";"37,29";"64,77";"76,38";"270,99";"449,37";"575,44"
"09774171";"Offingen, M";"Gemeinden";"148,32";"241,49";"164,03";"270,30";"123,48";"205,16";"58,01";"530,90";"472,28"
"09774174";"Rettenbach";"Gemeinden";"511,69";"99,42";"145,16";"197,93";"410,45";"402,22";"1.813,92";"531,44";"461,94"
"09774178";"Röfingen";"Gemeinden";"168,25";"36,82";"105,00";"119,30";"96,01";"223,06";"528,50";"184,12";"158,56"
"09774185";"Thannhausen, St";"Gemeinden";"213,23";"73,33";"155,40";"303,35";"285,67";"372,46";"38,23";"676,05";"721,73"
"09774189";"Wiesenbach";"Gemeinden";"189,16";"69,79";"69,04";"160,08";"135,00";"78,29";"161,52";"115,80";"154,32"
"09774191";"Waldstetten, M";"Gemeinden";"457,87";"474,35";"724,20";"1.209,19";"-7,44";"371,78";"202,78";"1.332,43";"2.261,23"
"09774192";"Waltenhausen";"Gemeinden";"24,10";"55,56";"57,75";"92,99";"63,83";"109,22";"1.255,08";"734,14";"580,15"
"09774196";"Winterbach";"Gemeinden";"38,46";"35,26";"19,70";"55,56";"8,66";"156,29";"34,37";"114,06";"79,01"
"09774198";"Ziemetshausen, M";"Gemeinden";"160,85";"146,89";"96,01";"197,09";"118,96";"357,12";"310,47";"542,57";"321,76"
"09774451";"Ebershauser-Nattenhauser Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09774452";"Winzerwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09775111";"Altenstadt, M";"Gemeinden";"249,63";"363,81";"328,81";"516,50";"249,48";"707,98";"627,74";"428,06";"982,53"
