Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"06438005";"Heusenstamm, Stadt";"Gemeinden";"1.236,15";"1.235,58";"1.197,11";"1.232,21";"1.330,43";"1.295,74";"1.322,44"
"06438006";"Langen (Hessen), Stadt";"Gemeinden";"1.647,49";"1.687,77";"1.693,23";"1.710,82";"1.787,64";"1.884,24";"1.893,75"
"06438007";"Mainhausen";"Gemeinden";"641,35";"664,40";"666,13";"657,20";"649,27";"672,77";"671,99"
"06438008";"Mühlheim am Main, Stadt";"Gemeinden";"1.536,77";"1.512,09";"1.492,89";"1.574,65";"1.644,46";"1.694,00";"1.708,95"
"06438009";"Neu-Isenburg, Stadt";"Gemeinden";"2.253,52";"2.306,95";"2.322,38";"2.394,12";"2.735,82";"2.808,77";"2.965,62"
"06438010";"Obertshausen, Stadt";"Gemeinden";"2.301,91";"2.247,80";"2.229,37";"2.250,88";"2.414,76";"2.443,02";"2.462,56"
"06438011";"Rodgau, Stadt";"Gemeinden";"807,96";"808,23";"796,09";"803,80";"838,70";"874,69";"862,75"
"06438012";"Rödermark, Stadt";"Gemeinden";"1.077,46";"1.072,72";"1.054,52";"1.074,42";"1.139,18";"1.175,36";"1.190,93"
"06438013";"Seligenstadt, Einhardstadt";"Gemeinden";"775,62";"791,28";"809,43";"817,93";"874,72";"887,10";"888,49"
"06439001";"Aarbergen";"Gemeinden";"239,72";"248,29";"208,07";"210,16";"212,83";"222,52";"216,25"
"06439002";"Bad Schwalbach, Kreisstadt";"Gemeinden";"355,57";"360,17";"345,24";"342,09";"357,98";"363,77";"375,47"
"06439003";"Eltville am Rhein, Stadt";"Gemeinden";"468,78";"467,59";"476,35";"469,02";"485,08";"494,63";"505,77"
"06439004";"Geisenheim, Hochschulstadt";"Gemeinden";"365,87";"364,56";"348,57";"359,21";"368,82";"368,89";"370,82"
"06439005";"Heidenrod";"Gemeinden";"90,97";"92,42";"90,91";"88,85";"91,61";"92,89";"88,27"
"06439006";"Hohenstein";"Gemeinden";"106,04";"107,15";"105,24";"102,68";"106,53";"107,16";"102,07"
"06439007";"Hünstetten";"Gemeinden";"208,86";"214,60";"217,27";"221,36";"230,66";"234,99";"234,97"
"06439008";"Idstein, Hochschulstadt";"Gemeinden";"360,54";"360,25";"369,27";"382,43";"411,97";"416,02";"423,47"
"06439009";"Kiedrich";"Gemeinden";"402,43";"365,67";"387,69";"411,26";"400,73";"400,00";"374,72"
"06439010";"Lorch, Stadt";"Gemeinden";"94,41";"92,79";"83,15";"83,59";"85,93";"84,64";"85,56"
"06439011";"Niedernhausen";"Gemeinden";"468,34";"450,86";"445,94";"441,80";"461,43";"462,68";"456,13"
"06439012";"Oestrich-Winkel, Stadt";"Gemeinden";"233,60";"230,15";"228,93";"221,72";"229,09";"227,22";"223,09"
"06439013";"Rüdesheim am Rhein, Stadt";"Gemeinden";"257,72";"257,02";"242,57";"253,29";"271,19";"268,37";"268,35"
"06439014";"Schlangenbad";"Gemeinden";"189,38";"190,45";"192,31";"187,20";"200,71";"205,04";"194,49"
"06439015";"Taunusstein, Stadt";"Gemeinden";"532,57";"533,63";"528,33";"526,20";"558,80";"565,13";"564,28"
"06439016";"Waldems";"Gemeinden";"169,66";"169,90";"162,68";"154,16";"157,52";"157,39";"163,09"
"06439017";"Walluf";"Gemeinden";"1.091,69";"1.089,91";"1.127,74";"1.115,58";"1.148,44";"1.171,56";"1.178,64"
"06440001";"Altenstadt";"Gemeinden";"480,19";"476,82";"481,95";"486,84";"504,25";"524,63";"532,04"
"06440002";"Bad Nauheim, Stadt";"Gemeinden";"1.218,62";"1.207,86";"1.235,77";"1.261,40";"1.341,67";"1.381,35";"1.391,03"
"06440003";"Bad Vilbel, Stadt";"Gemeinden";"1.502,57";"1.598,87";"1.588,07";"1.611,49";"1.728,27";"1.796,88";"1.856,50"
"06440004";"Büdingen, Stadt";"Gemeinden";"218,61";"222,17";"218,08";"214,89";"233,11";"237,12";"231,93"
"06440005";"Butzbach, Friedrich-Ludwig-Weidig-Stadt";"Gemeinden";"287,71";"288,99";"282,82";"284,28";"304,79";"321,12";"327,57"
"06440006";"Echzell";"Gemeinden";"183,30";"182,61";"182,00";"172,48";"181,57";"184,30";"174,16"
"06440007";"Florstadt, Stadt";"Gemeinden";"244,95";"247,58";"244,77";"246,82";"252,42";"265,68";"281,89"
"06440008";"Friedberg (Hessen), Kreisstadt";"Gemeinden";"759,88";"771,10";"788,70";"785,79";"814,09";"845,20";"846,53"
"06440009";"Gedern, Stadt";"Gemeinden";"121,70";"123,59";"119,06";"120,19";"119,21";"117,24";"111,30"
"06440010";"Glauburg";"Gemeinden";"297,24";"290,29";"282,72";"275,93";"277,66";"282,87";"279,24"
"06440011";"Hirzenhain";"Gemeinden";"227,19";"219,55";"200,99";"212,54";"212,54";"214,46";"209,68"
"06440012";"Karben, Stadt";"Gemeinden";"650,35";"658,47";"654,12";"657,12";"675,65";"700,89";"691,33"
"06440013";"Kefenrod";"Gemeinden";"107,96";"109,26";"107,96";"104,21";"104,92";"104,60";"105,18"
"06440014";"Limeshain";"Gemeinden";"486,18";"475,50";"476,48";"473,84";"517,52";"547,84";"528,56"
"06440015";"Münzenberg, Stadt";"Gemeinden";"198,26";"200,22";"195,57";"194,06";"204,90";"212,42";"211,86"
"06440016";"Nidda, Stadt";"Gemeinden";"199,02";"194,32";"190,53";"184,63";"197,03";"197,51";"198,69"
"06440017";"Niddatal, Stadt";"Gemeinden";"235,66";"242,67";"246,30";"248,98";"256,37";"269,34";"273,81"
"06440018";"Ober-Mörlen";"Gemeinden";"186,67";"185,34";"183,13";"184,54";"188,10";"188,47";"186,77"
"06440019";"Ortenberg, Stadt";"Gemeinden";"198,30";"191,33";"191,92";"191,26";"193,42";"190,35";"183,71"
"06440020";"Ranstadt";"Gemeinden";"177,29";"176,91";"172,07";"171,48";"174,96";"184,76";"190,05"
"06440021";"Reichelsheim (Wetterau), Stadt";"Gemeinden";"284,53";"285,94";"271,81";"279,13";"279,90";"287,99";"291,58"
"06440022";"Rockenberg";"Gemeinden";"281,78";"280,67";"282,07";"300,56";"313,69";"315,99";"299,32"
"06440023";"Rosbach v. d. Höhe, Stadt";"Gemeinden";"346,53";"341,83";"335,03";"368,17";"362,92";"385,84";"391,66"
"06440024";"Wölfersheim";"Gemeinden";"241,58";"250,45";"273,97";"273,14";"285,25";"288,47";"284,20"
"06440025";"Wöllstadt";"Gemeinden";"417,30";"434,66";"435,18";"435,24";"461,12";"471,52";"473,54"
"06531001";"Allendorf (Lumda), Stadt";"Gemeinden";"207,91";"208,13";"201,77";"208,27";"204,08";"202,63";"190,88"
"06531002";"Biebertal";"Gemeinden";"264,12";"264,71";"257,43";"256,86";"259,92";"258,24";"256,90"
"06531003";"Buseck";"Gemeinden";"421,85";"416,63";"411,04";"409,98";"418,31";"425,02";"409,89"
"06531004";"Fernwald";"Gemeinden";"409,46";"406,49";"400,37";"398,93";"410,85";"449,05";"455,03"
"06531005";"Gießen, Universitätsstadt";"Gemeinden";"1.630,42";"1.611,31";"1.641,61";"1.678,96";"1.856,22";"1.978,24";"1.955,16"
"06531006";"Grünberg, Stadt";"Gemeinden";"193,95";"189,30";"186,30";"186,80";"190,72";"192,42";"195,81"
"06531007";"Heuchelheim a. d. Lahn";"Gemeinden";"1.050,05";"1.043,48";"1.062,67";"1.085,54";"1.135,35";"1.140,74";"1.135,44"
"06531008";"Hungen, Stadt";"Gemeinden";"185,10";"184,77";"188,64";"175,97";"179,90";"186,06";"187,55"
"06531009";"Langgöns";"Gemeinden";"278,59";"282,38";"283,00";"282,13";"294,46";"307,65";"295,66"
"06531010";"Laubach, Stadt";"Gemeinden";"130,70";"125,48";"123,94";"122,24";"122,29";"123,75";"127,54"
"06531011";"Lich, Stadt";"Gemeinden";"204,29";"214,12";"213,49";"211,18";"220,10";"234,16";"237,48"
"06531012";"Linden, Stadt";"Gemeinden";"681,82";"709,40";"701,67";"679,75";"713,79";"760,91";"740,80"
"06531013";"Lollar, Stadt";"Gemeinden";"618,68";"616,87";"591,91";"615,13";"660,64";"653,90";"654,60"
"06531014";"Pohlheim, Stadt";"Gemeinden";"526,74";"533,87";"545,00";"559,24";"591,03";"588,03";"583,63"
"06531015";"Rabenau";"Gemeinden";"141,08";"135,07";"130,69";"125,46";"127,90";"128,16";"124,42"
"06531016";"Reiskirchen";"Gemeinden";"292,98";"294,35";"288,95";"287,31";"295,22";"300,56";"308,65"
"06531017";"Staufenberg, Stadt";"Gemeinden";"309,85";"325,56";"323,07";"318,50";"333,24";"339,19";"336,35"
"06531018";"Wettenberg";"Gemeinden";"341,42";"346,24";"362,46";"360,55";"377,17";"382,36";"374,65"
"06532001";"Aßlar, Stadt";"Gemeinden";"413,77";"408,35";"401,56";"405,78";"417,63";"424,56";"451,18"
"06532002";"Bischoffen";"Gemeinden";"115,13";"115,44";"113,66";"112,52";"114,70";"112,92";"111,76"
"06532003";"Braunfels, Stadt";"Gemeinden";"274,94";"273,84";"264,18";"273,53";"283,35";"275,57";"279,02"
"06532004";"Breitscheid";"Gemeinden";"190,65";"190,68";"187,59";"182,20";"181,14";"179,47";"174,49"
"06532005";"Dietzhölztal";"Gemeinden";"246,61";"229,99";"216,98";"215,38";"204,62";"204,54";"201,92"
"06532006";"Dillenburg, Oranienstadt";"Gemeinden";"417,94";"411,33";"397,32";"414,81";"422,18";"422,66";"418,91"
"06532007";"Driedorf";"Gemeinden";"144,14";"145,51";"142,94";"143,83";"146,07";"137,55";"137,22"
"06532008";"Ehringshausen";"Gemeinden";"269,51";"275,63";"267,29";"266,19";"267,95";"263,90";"265,57"
"06532009";"Eschenburg";"Gemeinden";"301,44";"293,60";"287,72";"278,18";"280,67";"274,33";"279,25"
"06532010";"Greifenstein";"Gemeinden";"125,94";"124,95";"121,12";"116,32";"116,53";"112,28";"110,67"
"06532011";"Haiger, Stadt";"Gemeinden";"259,30";"259,07";"256,57";"257,02";"260,70";"273,16";"272,70"
"06532012";"Herborn, Stadt";"Gemeinden";"472,25";"459,29";"469,94";"479,97";"499,23";"493,77";"488,69"
"06532013";"Hohenahr";"Gemeinden";"122,75";"123,14";"118,96";"118,72";"119,89";"120,30";"122,25"
"06532014";"Hüttenberg";"Gemeinden";"283,31";"284,66";"298,65";"302,41";"312,54";"317,99";"313,62"
"06532015";"Lahnau";"Gemeinden";"422,77";"417,18";"426,87";"440,83";"456,60";"464,37";"476,65"
"06532016";"Leun, Stadt";"Gemeinden";"236,85";"238,80";"231,44";"226,13";"231,02";"231,54";"232,48"
"06532017";"Mittenaar";"Gemeinden";"172,45";"167,73";"162,72";"164,75";"164,11";"163,18";"164,57"
"06532018";"Schöffengrund";"Gemeinden";"213,46";"206,54";"200,26";"205,25";"209,26";"214,51";"219,53"
"06532019";"Siegbach";"Gemeinden";"111,28";"107,91";"100,52";"97,04";"95,32";"92,28";"93,11"
"06532020";"Sinn";"Gemeinden";"440,92";"441,61";"429,97";"427,19";"425,15";"433,32";"433,10"
"06532021";"Solms, Stadt";"Gemeinden";"498,94";"488,52";"470,19";"473,33";"460,99";"481,69";"482,54"
"06532022";"Waldsolms";"Gemeinden";"128,92";"128,47";"122,84";"119,46";"117,74";"118,93";"115,42"
"06532023";"Wetzlar, Stadt";"Gemeinden";"1.033,06";"1.023,43";"1.028,36";"1.037,54";"1.084,18";"1.111,41";"1.135,12"
"06533001";"Beselich";"Gemeinden";"199,94";"203,39";"204,25";"200,73";"209,89";"224,57";"216,90"
"06533002";"Brechen";"Gemeinden";"298,99";"297,91";"295,09";"290,71";"303,38";"301,33";"293,85"
"06533003";"Bad Camberg, Stadt";"Gemeinden";"319,09";"320,48";"317,70";"319,22";"331,70";"338,21";"338,52"
"06533004";"Dornburg";"Gemeinden";"303,13";"304,21";"294,61";"299,13";"307,47";"316,25";"311,62"
"06533005";"Elbtal";"Gemeinden";"252,30";"244,78";"240,59";"222,23";"239,96";"241,58";"243,20"
"06533006";"Elz";"Gemeinden";"592,94";"596,50";"585,11";"584,34";"604,21";"579,66";"597,03"
"06533007";"Hadamar, Stadt";"Gemeinden";"354,43";"357,50";"348,55";"360,19";"369,16";"384,85";"393,41"
"06533008";"Hünfelden";"Gemeinden";"179,89";"178,84";"172,14";"170,69";"169,77";"172,79";"176,06"
"06533009";"Limburg a. d. Lahn, Kreisstadt";"Gemeinden";"1.147,04";"1.139,27";"1.162,24";"1.239,80";"1.315,35";"1.365,28";"1.385,23"
"06533010";"Löhnberg";"Gemeinden";"158,70";"156,25";"148,83";"147,06";"156,29";"163,80";"166,96"
"06533011";"Mengerskirchen, Marktflecken";"Gemeinden";"229,66";"231,34";"219,18";"220,15";"231,77";"231,25";"233,87"
"06533012";"Merenberg, Marktflecken";"Gemeinden";"199,61";"186,88";"175,80";"175,06";"172,50";"183,28";"188,09"
"06533013";"Runkel, Stadt";"Gemeinden";"256,47";"254,89";"247,76";"252,95";"251,64";"258,09";"260,15"
"06533014";"Selters (Taunus)";"Gemeinden";"217,10";"216,14";"212,65";"213,89";"210,58";"211,86";"221,84"
"06533015";"Villmar, Marktflecken";"Gemeinden";"186,77";"186,22";"181,00";"178,47";"178,07";"175,24";"174,94"
"06533016";"Waldbrunn (Westerwald)";"Gemeinden";"229,32";"227,61";"213,23";"217,74";"219,35";"219,01";"224,35"
"06533017";"Weilburg, Stadt";"Gemeinden";"320,87";"326,02";"326,14";"300,42";"313,04";"321,09";"327,65"
"06533018";"Weilmünster, Marktflecken";"Gemeinden";"153,93";"154,25";"145,93";"143,98";"141,01";"141,57";"141,24"
"06533019";"Weinbach";"Gemeinden";"140,37";"138,38";"131,58";"128,58";"125,33";"123,94";"121,21"
"06534001";"Amöneburg, Stadt";"Gemeinden";"129,47";"129,83";"127,51";"125,28";"128,18";"124,51";"125,17"
"06534002";"Angelburg";"Gemeinden";"258,61";"256,52";"240,13";"234,21";"246,68";"235,15";"235,98"
"06534003";"Bad Endbach";"Gemeinden";"252,41";"247,24";"238,63";"233,58";"231,44";"230,92";"229,91"
"06534004";"Biedenkopf, Stadt";"Gemeinden";"217,90";"213,98";"207,78";"217,60";"221,94";"217,06";"213,42"
"06534005";"Breidenbach";"Gemeinden";"214,03";"213,32";"211,91";"220,54";"223,02";"220,79";"222,06"
"06534006";"Cölbe";"Gemeinden";"319,84";"324,57";"320,86";"315,60";"306,15";"303,67";"306,03"
"06534007";"Dautphetal";"Gemeinden";"214,72";"211,84";"208,77";"214,12";"212,97";"201,06";"203,54"
"06534008";"Ebsdorfergrund";"Gemeinden";"137,25";"137,18";"135,68";"137,34";"139,80";"142,07";"144,44"
"06534009";"Fronhausen";"Gemeinden";"164,45";"163,20";"160,29";"170,48";"176,89";"178,33";"181,45"
"06534010";"Gladenbach, Stadt";"Gemeinden";"216,73";"214,78";"207,83";"206,86";"210,71";"214,49";"217,13"
"06534011";"Kirchhain, Stadt";"Gemeinden";"214,45";"213,59";"211,43";"212,66";"218,14";"221,15";"223,23"
"06534012";"Lahntal";"Gemeinden";"187,45";"191,85";"191,75";"191,53";"198,10";"206,84";"206,27"
"06534013";"Lohra";"Gemeinden";"130,78";"131,82";"127,35";"128,26";"129,58";"131,77";"142,31"
"06534014";"Marburg, Universitätsstadt";"Gemeinden";"902,31";"917,83";"952,70";"915,52";"960,29";"982,47";"966,82"
"06534015";"Münchhausen";"Gemeinden";"98,46";"95,26";"93,16";"92,54";"90,01";"88,83";"87,43"
"06534016";"Neustadt (Hessen), Stadt";"Gemeinden";"182,74";"178,18";"172,61";"168,51";"183,12";"196,25";"179,56"
"06534017";"Rauschenberg, Stadt";"Gemeinden";"80,19";"80,17";"74,29";"73,85";"73,92";"73,50";"74,79"
"06534018";"Stadtallendorf, Stadt";"Gemeinden";"418,41";"419,54";"423,73";"433,22";"459,79";"464,61";"481,94"
"06534019";"Steffenberg";"Gemeinden";"215,01";"213,74";"212,67";"201,60";"202,80";"208,35";"202,96"
"06534020";"Weimar (Lahn)";"Gemeinden";"169,05";"169,84";"167,29";"169,71";"169,25";"173,43";"175,20"
"06534021";"Wetter (Hessen), Stadt";"Gemeinden";"106,55";"103,75";"100,21";"96,57";"96,39";"96,32";"96,36"
"06534022";"Wohratal";"Gemeinden";"101,01";"97,16";"89,07";"87,38";"85,03";"80,63";"84,35"
"06535001";"Alsfeld, Stadt";"Gemeinden";"187,10";"181,93";"175,50";"173,61";"175,26";"175,83";"173,01"
"06535002";"Antrifttal";"Gemeinden";"89,39";"87,14";"81,99";"79,24";"75,18";"73,49";"71,57"
"06535003";"Feldatal";"Gemeinden";"57,68";"55,56";"51,61";"49,81";"49,38";"46,92";"44,69"
"06535004";"Freiensteinau";"Gemeinden";"58,68";"57,90";"56,49";"55,89";"55,76";"58,57";"55,64"
"06535005";"Gemünden (Felda)";"Gemeinden";"64,71";"64,15";"58,69";"57,16";"54,65";"54,69";"54,47"
"06535006";"Grebenau, Stadt";"Gemeinden";"63,83";"58,50";"56,80";"54,89";"54,64";"55,53";"54,30"
"06535007";"Grebenhain";"Gemeinden";"75,40";"74,30";"70,87";"67,51";"64,52";"61,07";"59,70"
"06535008";"Herbstein, Stadt";"Gemeinden";"78,66";"79,23";"75,82";"82,51";"85,78";"83,67";"82,33"
"06535009";"Homberg (Ohm), Stadt";"Gemeinden";"121,51";"117,66";"113,19";"116,37";"117,58";"118,11";"111,02"
"06535010";"Kirtorf, Stadt";"Gemeinden";"49,95";"47,83";"44,02";"44,86";"44,69";"44,89";"43,61"
"06535011";"Lauterbach (Hessen), Kreisstadt";"Gemeinden";"211,22";"203,87";"195,92";"191,57";"205,02";"206,62";"198,25"
"06535012";"Lautertal (Vogelsberg)";"Gemeinden";"57,97";"54,17";"52,17";"50,62";"49,91";"48,64";"48,04"
"06535013";"Mücke";"Gemeinden";"141,29";"139,38";"134,06";"132,48";"136,08";"139,53";"139,64"
"06535014";"Romrod, Stadt";"Gemeinden";"64,49";"64,80";"61,71";"59,29";"58,28";"57,36";"56,31"
"06535015";"Schlitz, Stadt";"Gemeinden";"87,75";"85,77";"81,93";"82,87";"83,83";"85,98";"82,99"
"06535016";"Schotten, Stadt";"Gemeinden";"103,53";"103,33";"98,37";"95,97";"95,80";"95,52";"94,86"
"06535017";"Schwalmtal";"Gemeinden";"68,89";"64,86";"60,30";"58,33";"57,93";"57,58";"57,21"
"06535018";"Ulrichstein, Stadt";"Gemeinden";"56,26";"55,66";"52,84";"51,61";"51,73";"51,11";"48,61"
"06535019";"Wartenberg";"Gemeinden";"118,84";"113,96";"114,64";"114,16";"116,87";"119,50";"112,16"
"06611000";"Kassel, documenta-Stadt";"Gemeinden";"2.683,71";"2.654,32";"2.713,55";"2.773,53";"2.908,62";"2.942,46";"2.920,33"
"06631001";"Bad Salzschlirf";"Gemeinden";"308,97";"317,94";"308,97";"316,64";"344,18";"364,93";"361,26"
"06631002";"Burghaun, Marktgemeinde";"Gemeinden";"121,86";"120,94";"118,42";"121,95";"121,83";"123,08";"124,05"
"06631003";"Dipperz";"Gemeinden";"123,99";"123,36";"123,69";"125,29";"133,16";"137,92";"143,77"
"06631004";"Ebersburg";"Gemeinden";"148,91";"151,09";"149,51";"150,73";"155,33";"159,43";"160,84"
"06631005";"Ehrenberg (Rhön)";"Gemeinden";"82,66";"80,26";"74,80";"70,59";"71,16";"70,25";"70,91"
"06631006";"Eichenzell";"Gemeinden";"259,82";"263,61";"272,43";"270,75";"275,41";"281,50";"290,02"
"06631007";"Eiterfeld, Marktgemeinde";"Gemeinden";"101,93";"101,17";"101,66";"100,81";"102,78";"106,90";"108,38"
"06631008";"Flieden";"Gemeinden";"200,42";"203,46";"202,84";"206,45";"208,46";"204,91";"208,30"
"06631009";"Fulda, Stadt";"Gemeinden";"985,74";"998,35";"1.022,81";"1.078,89";"1.149,68";"1.169,62";"1.167,83"
"06631010";"Gersfeld (Rhön), Stadt";"Gemeinden";"86,64";"87,18";"81,60";"78,39";"78,43";"77,92";"76,36"
"06631011";"Großenlüder";"Gemeinden";"143,47";"144,66";"143,22";"145,10";"148,07";"149,24";"148,95"
"06631012";"Hilders, Marktgemeinde";"Gemeinden";"86,05";"84,78";"81,74";"81,06";"80,69";"81,33";"83,37"
"06631013";"Hofbieber";"Gemeinden";"78,93";"81,86";"81,30";"79,20";"82,72";"84,09";"87,03"
"06631014";"Hosenfeld";"Gemeinden";"102,86";"103,75";"99,47";"101,05";"102,42";"100,85";"101,54"
"06631015";"Hünfeld, Konrad-Zuse-Stadt";"Gemeinden";"178,00";"179,24";"176,25";"179,29";"188,11";"188,85";"190,79"
"06631016";"Kalbach";"Gemeinden";"109,70";"108,54";"105,92";"108,01";"110,89";"112,25";"114,38"
"06631017";"Künzell";"Gemeinden";"609,74";"603,90";"617,53";"614,10";"643,86";"664,37";"679,10"
"06631018";"Neuhof";"Gemeinden";"151,25";"149,62";"146,94";"148,12";"153,83";"156,95";"160,38"
"06631019";"Nüsttal";"Gemeinden";"69,49";"69,30";"69,54";"67,67";"67,29";"68,76";"68,04"
"06631020";"Petersberg";"Gemeinden";"483,08";"484,46";"505,04";"535,71";"560,57";"576,46";"576,26"
"06631021";"Poppenhausen (Wasserkuppe)";"Gemeinden";"84,38";"87,79";"93,25";"96,49";"90,41";"94,51";"97,74"
"06631022";"Rasdorf, Point-Alpha-Gemeinde";"Gemeinden";"70,07";"71,47";"70,04";"65,81";"67,52";"66,56";"69,28"
"06631023";"Tann (Rhön), Stadt";"Gemeinden";"95,98";"91,76";"88,92";"89,28";"90,79";"91,89";"93,78"
"06632001";"Alheim";"Gemeinden";"94,56";"92,92";"91,73";"91,26";"89,97";"88,25";"88,38"
"06632002";"Bad Hersfeld, Kreisstadt";"Gemeinden";"637,52";"631,82";"624,99";"647,32";"678,62";"683,16";"686,92"
"06632003";"Bebra, Stadt";"Gemeinden";"217,39";"207,73";"198,58";"203,03";"210,71";"212,71";"201,78"
"06632004";"Breitenbach a. Herzberg";"Gemeinden";"51,35";"49,29";"45,35";"45,61";"44,21";"42,99";"44,40"
"06632005";"Cornberg";"Gemeinden";"91,18";"84,33";"76,80";"68,07";"64,85";"62,89";"59,76"
"06632006";"Friedewald";"Gemeinden";"77,00";"73,19";"86,23";"90,32";"101,34";"118,42";"119,10"
"06632007";"Hauneck";"Gemeinden";"235,49";"228,39";"220,68";"218,25";"227,94";"226,82";"229,13"
"06632008";"Haunetal";"Gemeinden";"64,91";"63,87";"60,77";"59,26";"58,14";"58,28";"55,55"
"06632009";"Heringen (Werra), Stadt";"Gemeinden";"170,89";"164,47";"159,43";"158,00";"156,52";"155,46";"153,73"
"06632010";"Hohenroda";"Gemeinden";"106,04";"103,95";"101,59";"96,84";"98,01";"97,90";"96,42"
"06632011";"Kirchheim";"Gemeinden";"109,50";"105,07";"102,59";"106,40";"102,45";"104,35";"109,82"
"06632012";"Ludwigsau";"Gemeinden";"57,05";"56,05";"55,06";"55,23";"54,93";"56,31";"56,80"
"06632013";"Nentershausen";"Gemeinden";"67,07";"62,93";"56,10";"53,61";"52,30";"50,32";"51,60"
"06632014";"Neuenstein";"Gemeinden";"65,95";"66,56";"66,94";"66,23";"65,31";"69,81";"72,04"
"06632015";"Niederaula, Marktgemeinde";"Gemeinden";"117,09";"119,70";"113,96";"114,26";"117,22";"116,35";"116,91"
"06632016";"Philippsthal (Werra), Marktgemeinde";"Gemeinden";"376,30";"381,56";"358,56";"363,07";"363,40";"352,75";"349,93"
"06632017";"Ronshausen";"Gemeinden";"76,55";"73,20";"69,83";"71,95";"69,63";"71,14";"70,13"
"06632018";"Rotenburg a. d. Fulda, Stadt";"Gemeinden";"235,75";"223,86";"215,23";"214,72";"229,55";"218,87";"209,14"
"06632019";"Schenklengsfeld";"Gemeinden";"82,69";"80,61";"78,34";"76,74";"77,00";"75,72";"74,82"
"06632020";"Wildeck";"Gemeinden";"154,47";"150,79";"146,46";"148,97";"145,93";"148,64";"142,62"
"06633001";"Ahnatal";"Gemeinden";"497,67";"495,84";"481,64";"479,31";"485,02";"488,19";"463,17"
"06633002";"Bad Karlshafen, Stadt";"Gemeinden";"377,58";"346,94";"326,60";"307,21";"319,66";"316,23";"303,64"
"06633003";"Baunatal, Stadt";"Gemeinden";"1.295,95";"1.287,80";"1.250,56";"1.364,79";"1.450,56";"1.417,12";"1.409,01"
"06633004";"Breuna";"Gemeinden";"106,55";"105,88";"104,18";"100,99";"104,10";"101,88";"98,35"
"06633005";"Calden";"Gemeinden";"168,73";"167,27";"163,02";"162,84";"172,34";"175,82";"167,22"
"06633006";"Bad Emstal";"Gemeinden";"203,57";"198,84";"200,44";"200,10";"199,69";"198,40";"190,18"
"06633007";"Espenau";"Gemeinden";"404,78";"396,69";"392,64";"389,33";"414,93";"411,62";"404,19"
"06633008";"Fuldabrück";"Gemeinden";"691,93";"685,77";"681,18";"678,88";"656,22";"656,77";"680,35"
"06633009";"Fuldatal";"Gemeinden";"429,03";"413,45";"400,06";"412,83";"424,94";"436,17";"438,82"
"06633010";"Grebenstein, Stadt";"Gemeinden";"137,85";"136,47";"131,05";"128,20";"126,89";"127,67";"119,58"
"06633011";"Habichtswald";"Gemeinden";"200,00";"201,06";"197,87";"193,05";"197,13";"204,86";"207,23"
"06633012";"Helsa";"Gemeinden";"254,40";"252,02";"244,51";"244,78";"244,91";"246,12";"235,25"
"06633013";"Hofgeismar, Stadt";"Gemeinden";"260,86";"251,94";"247,27";"238,16";"239,43";"244,29";"234,60"
