Kennziffer;Raumeinheit;Aggregat;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09774111";"Aletshausen";"Gemeinden";"321,81";"297,13";"350,17";"432,53";"542,12";"652,57";"1.603,33";"1.006,59";"1.155,46"
"09774115";"Balzhausen";"Gemeinden";"720,39";"467,06";"852,72";"832,23";"1.285,47";"1.471,07";"1.652,11";"1.989,97";"2.552,08"
"09774116";"Ursberg";"Gemeinden";"220,06";"204,97";"260,12";"250,85";"363,37";"430,32";"1.945,83";"775,62";"817,58"
"09774117";"Breitenthal";"Gemeinden";"378,03";"379,48";"331,50";"394,18";"569,21";"704,92";"1.173,85";"840,13";"975,06"
"09774118";"Bubesheim";"Gemeinden";"505,33";"455,57";"638,69";"567,98";"720,82";"948,97";"2.749,44";"1.438,49";"1.541,72"
"09774119";"Bibertal";"Gemeinden";"399,69";"358,17";"397,69";"407,76";"567,43";"711,42";"208,74";"1.007,34";"1.145,83"
"09774121";"Burgau, St";"Gemeinden";"560,27";"711,20";"753,00";"1.097,24";"1.129,89";"1.406,02";"1.475,81";"2.049,69";"2.220,90"
"09774122";"Burtenbach, M";"Gemeinden";"469,21";"458,69";"384,94";"468,71";"457,86";"661,94";"1.481,01";"2.456,81";"1.640,95"
"09774124";"Deisenhausen";"Gemeinden";"427,38";"409,34";"423,51";"465,81";"613,67";"689,49";"827,68";"1.148,54";"1.031,48"
"09774127";"Dürrlauingen";"Gemeinden";"303,91";"297,07";"373,21";"352,42";"469,18";"594,58";"702,88";"781,62";"940,48"
"09774129";"Ebershausen";"Gemeinden";"332,79";"320,57";"336,57";"317,23";"480,26";"546,20";"738,93";"1.041,36";"990,71"
"09774133";"Ellzee";"Gemeinden";"390,08";"521,78";"417,45";"281,09";"511,50";"697,07";"849,93";"1.196,19";"1.363,71"
"09774135";"Günzburg, GKSt";"Gemeinden";"635,54";"555,19";"602,18";"812,03";"775,47";"955,12";"-408,10";"1.339,61";"1.478,79"
"09774136";"Gundremmingen";"Gemeinden";"1.929,88";"787,00";"1.621,50";"1.424,38";"3.558,90";"5.526,35";"17.880,05";"3.018,28";"3.826,95"
"09774140";"Haldenwang";"Gemeinden";"309,66";"351,46";"391,56";"392,27";"544,82";"642,28";"765,06";"878,67";"885,10"
"09774143";"Ichenhausen, St";"Gemeinden";"519,13";"507,23";"520,89";"600,96";"660,95";"732,41";"999,76";"1.168,52";"1.534,52"
"09774144";"Jettingen-Scheppach, M";"Gemeinden";"626,75";"543,35";"511,78";"588,80";"864,30";"963,79";"1.483,14";"1.904,91";"2.079,17"
"09774145";"Kammeltal";"Gemeinden";"385,57";"363,28";"395,73";"409,99";"489,78";"650,00";"798,49";"1.038,62";"1.046,95"
"09774148";"Kötz";"Gemeinden";"738,90";"565,06";"474,49";"602,24";"588,29";"717,30";"1.000,45";"2.339,90";"1.675,08"
"09774150";"Krumbach (Schwaben), St";"Gemeinden";"582,60";"486,18";"561,24";"614,28";"713,19";"833,67";"1.046,48";"1.183,31";"1.319,10"
"09774151";"Landensberg";"Gemeinden";"356,51";"335,72";"378,26";"441,39";"720,79";"1.021,71";"699,39";"1.008,81";"1.180,64"
"09774155";"Leipheim, St";"Gemeinden";"484,28";"519,37";"651,22";"1.172,76";"870,28";"1.025,57";"1.337,01";"1.613,40";"1.625,59"
"09774160";"Münsterhausen, M";"Gemeinden";"322,13";"338,21";"449,12";"455,94";"797,39";"708,72";"926,91";"1.302,55";"554,47"
"09774162";"Neuburg a.d.Kammel, M";"Gemeinden";"401,94";"474,08";"423,25";"452,82";"642,72";"806,81";"1.063,30";"1.518,54";"1.713,24"
"09774166";"Aichen";"Gemeinden";"309,20";"313,55";"344,04";"336,44";"486,18";"562,77";"805,50";"1.124,05";"1.254,93"
"09774171";"Offingen, M";"Gemeinden";"445,20";"518,50";"502,79";"590,06";"597,04";"740,84";"214,94";"1.226,63";"1.251,66"
"09774174";"Rettenbach";"Gemeinden";"720,06";"405,46";"477,05";"526,19";"858,21";"971,62";"3.273,79";"1.329,17";"1.320,00"
"09774178";"Röfingen";"Gemeinden";"456,43";"387,84";"466,55";"468,42";"593,30";"750,47";"1.577,88";"970,89";"993,34"
"09774185";"Thannhausen, St";"Gemeinden";"474,69";"398,15";"504,18";"614,69";"713,83";"828,72";"158,61";"1.336,98";"1.420,67"
"09774189";"Wiesenbach";"Gemeinden";"524,34";"411,12";"423,64";"437,69";"521,00";"572,03";"503,87";"862,13";"963,51"
"09774191";"Waldstetten, M";"Gemeinden";"642,55";"675,36";"895,94";"1.256,77";"469,81";"820,75";"704,08";"2.032,92";"2.897,72"
"09774192";"Waltenhausen";"Gemeinden";"254,52";"297,72";"325,35";"344,78";"436,88";"519,15";"2.190,52";"1.329,24";"1.282,53"
"09774196";"Winterbach";"Gemeinden";"258,97";"309,82";"289,41";"338,27";"394,80";"597,35";"671,11";"833,69";"845,14"
"09774198";"Ziemetshausen, M";"Gemeinden";"415,01";"420,07";"427,51";"510,25";"573,19";"813,32";"894,06";"1.251,82";"1.066,03"
"09774451";"Ebershauser-Nattenhauser Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09774452";"Winzerwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09775111";"Altenstadt, M";"Gemeinden";"540,69";"634,03";"638,74";"776,34";"687,53";"1.117,62";"1.197,98";"1.147,42";"1.701,64"
"09775115";"Bellenberg";"Gemeinden";"595,69";"476,56";"477,87";"606,68";"815,60";"905,73";"1.112,83";"1.258,60";"1.451,42"
"09775118";"Buch, M";"Gemeinden";"373,36";"373,64";"400,66";"512,09";"588,20";"722,46";"1.006,17";"1.072,03";"1.237,94"
"09775126";"Holzheim";"Gemeinden";"468,83";"434,76";"502,04";"471,83";"656,83";"745,73";"10.852,56";"861,72";"988,83"
"09775129";"Illertissen, St";"Gemeinden";"816,85";"928,87";"742,18";"708,09";"1.178,54";"1.755,77";"70,18";"1.363,39";"1.527,94"
"09775132";"Kellmünz a.d.Iller, M";"Gemeinden";"478,83";"712,03";"520,76";"495,96";"705,36";"759,18";"6.638,51";"922,76";"1.159,59"
"09775134";"Nersingen";"Gemeinden";"551,05";"512,31";"520,28";"562,66";"641,07";"815,99";"9.682,97";"1.102,08";"1.163,99"
"09775135";"Neu-Ulm, GKSt";"Gemeinden";"648,31";"637,86";"679,74";"828,59";"886,75";"1.201,13";"195,66";"1.543,19";"1.753,28"
"09775139";"Elchingen";"Gemeinden";"664,46";"829,17";"945,82";"952,99";"1.028,42";"987,86";"169,35";"1.216,17";"1.413,32"
"09775141";"Oberroth";"Gemeinden";"280,86";"303,97";"351,90";"364,07";"585,39";"769,94";"841,66";"753,75";"978,29"
"09775142";"Osterberg";"Gemeinden";"445,80";"395,32";"523,52";"511,06";"717,52";"676,09";"742,46";"817,20";"1.017,64"
"09775143";"Pfaffenhofen a.d.Roth, M";"Gemeinden";"467,16";"435,14";"494,34";"520,30";"633,00";"772,00";"960,75";"1.182,46";"1.284,57"
"09775149";"Roggenburg";"Gemeinden";"326,89";"325,42";"345,32";"333,33";"547,85";"702,41";"940,07";"1.023,84";"1.181,50"
"09775152";"Senden, St";"Gemeinden";"585,15";"569,02";"641,00";"583,21";"753,66";"981,09";"1.186,11";"1.269,86";"1.368,02"
"09775161";"Unterroth";"Gemeinden";"412,63";"685,71";"555,80";"499,48";"1.000,00";"833,50";"847,41";"1.131,23";"1.400,02"
"09775162";"Vöhringen, St";"Gemeinden";"688,81";"661,92";"854,37";"597,35";"907,02";"961,38";"1.194,92";"1.572,55";"2.520,74"
"09775164";"Weißenhorn, St";"Gemeinden";"630,15";"572,09";"599,62";"687,99";"872,91";"982,00";"1.595,22";"1.769,88";"2.286,98"
"09775451";"Auwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09775452";"Oberroggenburger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09775454";"Stoffenrieder Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09775455";"Unterroggenburger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09776111";"Bodolz";"Gemeinden";"404,69";"385,17";"407,17";"416,35";"585,40";"743,09";"916,33";"1.069,36";"1.224,06"
"09776112";"Gestratz";"Gemeinden";"332,11";"358,36";"347,75";"386,51";"498,33";"623,78";"842,41";"1.044,55";"1.198,73"
"09776113";"Grünenbach";"Gemeinden";"465,28";"440,57";"395,37";"430,49";"635,86";"782,97";"991,72";"1.006,47";"1.396,41"
"09776114";"Heimenkirch, M";"Gemeinden";"979,41";"523,22";"897,01";"993,57";"1.012,25";"1.166,21";"1.732,74";"1.991,81";"1.729,82"
"09776115";"Hergensweiler";"Gemeinden";"459,64";"700,19";"661,06";"612,70";"485,34";"645,99";"17.353,14";"1.693,98";"2.174,65"
"09776116";"Lindau (Bodensee), GKSt";"Gemeinden";"713,57";"729,32";"701,12";"742,72";"881,81";"994,10";"633,25";"1.616,10";"1.798,27"
"09776117";"Lindenberg i.Allgäu, St";"Gemeinden";"609,60";"637,06";"607,28";"577,51";"774,31";"902,03";"100,79";"1.249,58";"1.353,43"
"09776118";"Maierhöfen";"Gemeinden";"397,97";"312,05";"339,01";"355,97";"437,46";"518,00";"1.345,25";"853,91";"1.062,18"
"09776120";"Nonnenhorn";"Gemeinden";"622,28";"545,04";"625,82";"704,36";"680,31";"990,53";"847,67";"1.370,30";"1.991,09"
"09776121";"Oberreute";"Gemeinden";"464,52";"490,40";"474,88";"499,69";"543,05";"654,45";"1.042,05";"1.233,23";"1.342,33"
"09776122";"Opfenbach";"Gemeinden";"360,37";"350,32";"411,61";"395,30";"497,58";"629,31";"1.255,93";"925,89";"1.075,64"
"09776124";"Röthenbach (Allgäu)";"Gemeinden";"559,52";"765,87";"746,70";"917,58";"1.111,97";"1.691,71";"2.870,15";"1.058,55";"1.109,32"
"09776125";"Scheidegg, M";"Gemeinden";"400,15";"446,87";"445,56";"586,92";"614,18";"848,96";"667,16";"1.190,20";"1.320,93"
"09776126";"Sigmarszell";"Gemeinden";"416,33";"434,87";"437,67";"430,74";"561,69";"725,31";"515,22";"1.127,80";"1.213,40"
"09776127";"Stiefenhofen";"Gemeinden";"347,39";"331,91";"382,56";"341,37";"464,45";"561,52";"2.601,92";"1.019,39";"1.139,36"
"09776128";"Wasserburg (Bodensee)";"Gemeinden";"624,74";"560,69";"598,29";"608,77";"750,36";"900,59";"1.771,53";"1.287,32";"2.201,12"
"09776129";"Weiler-Simmerberg, M";"Gemeinden";"510,85";"443,21";"423,18";"546,24";"713,07";"840,23";"534,49";"1.296,52";"1.335,29"
"09776130";"Weißensberg";"Gemeinden";"529,49";"485,30";"569,37";"617,65";"713,64";"852,28";"1.100,69";"1.623,86";"1.620,61"
"09776131";"Hergatz";"Gemeinden";"560,38";"383,67";"441,08";"417,50";"628,60";"910,72";"1.160,01";"1.257,81";"1.407,28"
"09777111";"Aitrang";"Gemeinden";"383,51";"393,91";"396,91";"378,79";"566,78";"661,02";"866,22";"1.124,31";"1.143,85"
"09777112";"Biessenhofen";"Gemeinden";"592,89";"626,30";"504,80";"677,11";"773,07";"1.136,23";"290,89";"1.781,63";"1.166,69"
"09777114";"Baisweil";"Gemeinden";"300,97";"304,99";"327,07";"323,75";"483,05";"537,34";"3.786,41";"886,14";"906,68"
"09777118";"Bidingen";"Gemeinden";"279,40";"312,77";"256,75";"330,99";"430,94";"588,27";"487,57";"1.050,28";"1.031,56"
"09777121";"Buchloe, St";"Gemeinden";"358,80";"547,96";"585,15";"759,07";"843,64";"918,97";"1.303,52";"2.232,71";"246,16"
"09777124";"Eggenthal";"Gemeinden";"314,31";"306,69";"386,70";"387,60";"543,49";"735,32";"786,63";"1.075,26";"1.141,71"
"09777125";"Eisenberg";"Gemeinden";"368,23";"337,74";"364,62";"377,25";"585,59";"753,17";"989,66";"1.142,86";"1.197,70"
"09777128";"Friesenried";"Gemeinden";"335,83";"317,44";"335,27";"378,02";"543,61";"601,57";"811,77";"938,79";"1.023,47"
"09777129";"Füssen, St";"Gemeinden";"615,14";"521,23";"562,81";"590,53";"730,68";"905,47";"1.040,24";"1.160,39";"1.523,62"
"09777130";"Germaringen";"Gemeinden";"502,25";"417,82";"486,61";"481,67";"658,35";"858,35";"942,11";"1.181,10";"1.671,91"
"09777131";"Görisried";"Gemeinden";"538,68";"402,93";"387,65";"432,07";"551,70";"806,83";"1.098,42";"2.005,64";"1.639,40"
"09777135";"Hopferau";"Gemeinden";"446,20";"378,86";"414,31";"473,00";"534,25";"794,96";"1.542,93";"963,71";"1.113,83"
"09777138";"Günzach";"Gemeinden";"304,99";"275,98";"525,50";"574,88";"603,49";"855,74";"742,63";"1.007,75";"1.289,42"
"09777139";"Irsee, M";"Gemeinden";"439,19";"412,85";"436,81";"472,20";"617,10";"790,65";"1.485,31";"1.238,56";"1.079,29"
"09777140";"Jengen";"Gemeinden";"315,51";"289,97";"332,92";"373,25";"609,20";"683,79";"500,16";"1.163,91";"1.201,66"
"09777141";"Kaltental, M";"Gemeinden";"278,04";"277,14";"295,36";"401,09";"474,27";"648,88";"412,47";"854,03";"1.074,02"
"09777144";"Kraftisried";"Gemeinden";"358,32";"489,00";"477,15";"484,25";"661,25";"895,92";"2.221,41";"1.329,95";"1.240,29"
"09777145";"Lamerdingen";"Gemeinden";"383,00";"370,11";"361,78";"401,08";"566,41";"697,57";"1.598,17";"1.029,70";"1.206,89"
"09777147";"Lechbruck am See";"Gemeinden";"481,18";"408,26";"872,14";"626,39";"1.209,06";"1.123,50";"1.094,67";"1.410,66";"1.681,17"
"09777149";"Lengenwang";"Gemeinden";"307,92";"858,42";"1.083,15";"1.305,42";"1.450,88";"1.886,66";"23.680,02";"1.684,12";"2.150,91"
"09777151";"Marktoberdorf, St";"Gemeinden";"593,64";"667,63";"721,62";"1.009,05";"1.193,64";"1.298,48";"278,57";"2.365,73";"3.135,97"
"09777152";"Mauerstetten";"Gemeinden";"463,66";"486,64";"627,25";"1.184,86";"912,78";"1.152,37";"1.172,52";"2.061,96";"2.611,92"
"09777153";"Nesselwang, M";"Gemeinden";"497,41";"592,86";"630,93";"693,29";"640,81";"1.234,78";"1.606,13";"1.439,97";"1.806,87"
"09777154";"Obergünzburg, M";"Gemeinden";"456,87";"418,79";"439,20";"527,58";"664,33";"777,33";"223,69";"1.179,51";"1.161,38"
"09777155";"Oberostendorf";"Gemeinden";"348,14";"346,09";"372,07";"394,88";"543,64";"707,69";"371,80";"1.323,95";"1.508,38"
"09777157";"Osterzell";"Gemeinden";"334,88";"290,23";"337,35";"403,30";"445,13";"537,07";"2.644,61";"950,42";"1.247,15"
"09777158";"Pforzen";"Gemeinden";"393,47";"335,03";"384,13";"414,58";"515,07";"644,44";"6.206,59";"1.063,86";"1.130,18"
"09777159";"Pfronten";"Gemeinden";"543,58";"560,16";"682,88";"735,08";"842,24";"1.392,64";"232,80";"1.515,80";"1.906,72"
"09777163";"Rieden am Forggensee";"Gemeinden";"419,35";"542,30";"729,41";"751,24";"687,15";"929,30";"1.929,33";"2.582,60";"3.873,43"
"09777164";"Rieden";"Gemeinden";"367,14";"392,88";"375,09";"358,90";"469,86";"565,68";"1.746,02";"858,07";"956,60"
"09777165";"Ronsberg, M";"Gemeinden";"487,45";"723,34";"522,33";"1.755,13";"915,29";"1.027,98";"1.190,51";"2.366,27";"1.456,48"
"09777166";"Roßhaupten";"Gemeinden";"467,48";"422,43";"507,60";"526,22";"773,03";"885,77";"330,52";"1.413,04";"1.495,24"
"09777167";"Ruderatshofen";"Gemeinden";"422,93";"373,24";"371,11";"382,09";"564,06";"687,14";"1.363,69";"1.479,30";"1.655,90"
"09777168";"Rückholz";"Gemeinden";"267,07";"289,70";"376,70";"366,79";"553,37";"668,71";"4.771,94";"1.385,73";"1.096,25"
"09777169";"Schwangau";"Gemeinden";"544,36";"460,51";"613,29";"560,98";"719,59";"966,95";"394,69";"1.223,78";"1.768,50"
"09777170";"Seeg";"Gemeinden";"324,85";"324,65";"368,23";"432,63";"569,19";"694,12";"432,94";"1.050,60";"1.094,33"
"09777171";"Stötten a.Auerberg";"Gemeinden";"316,46";"283,11";"344,96";"357,95";"462,68";"604,56";"1.918,95";"1.061,13";"1.077,44"
"09777172";"Stöttwang";"Gemeinden";"312,34";"316,79";"336,44";"326,73";"447,69";"557,29";"1.538,05";"863,42";"1.073,73"
"09777173";"Halblech";"Gemeinden";"540,45";"513,15";"703,48";"649,58";"691,04";"801,50";"343,39";"1.363,78";"1.092,63"
"09777175";"Unterthingau, M";"Gemeinden";"467,02";"420,79";"443,70";"445,58";"557,66";"804,14";"447,41";"1.125,77";"1.189,69"
"09777176";"Untrasried";"Gemeinden";"440,58";"322,85";"396,77";"419,74";"570,14";"685,39";"1.167,79";"980,48";"1.029,39"
"09777177";"Waal, M";"Gemeinden";"318,36";"343,41";"394,71";"406,58";"530,23";"651,18";"441,77";"1.013,35";"1.235,57"
"09777179";"Wald";"Gemeinden";"305,95";"368,31";"306,40";"403,49";"538,90";"683,97";"1.403,63";"1.110,83";"1.214,61"
"09777182";"Westendorf";"Gemeinden";"359,76";"329,70";"420,68";"418,96";"568,61";"696,32";"466,43";"1.415,86";"1.655,70"
"09777183";"Rettenbach a.Auerberg";"Gemeinden";"260,65";"339,57";"357,43";"386,42";"662,95";"771,36";"1.061,48";"2.318,20";"1.731,48"
"09778111";"Amberg";"Gemeinden";"564,34";"537,90";"461,06";"406,70";"530,86";"623,32";"736,34";"1.167,75";"1.274,29"
"09778113";"Apfeltrach";"Gemeinden";"297,47";"298,92";"343,52";"294,12";"460,10";"536,11";"727,19";"857,64";"972,66"
"09778115";"Babenhausen, M";"Gemeinden";"843,16";"686,32";"809,36";"843,43";"1.036,02";"1.333,71";"1.258,11";"1.466,79";"1.727,00"
"09778116";"Bad Wörishofen, St";"Gemeinden";"597,70";"565,79";"594,02";"540,70";"656,60";"979,71";"166,47";"1.148,24";"1.381,20"
"09778118";"Benningen";"Gemeinden";"595,31";"854,37";"523,50";"917,91";"959,57";"1.253,28";"282,47";"1.492,22";"1.904,97"
"09778119";"Böhen";"Gemeinden";"274,15";"347,28";"404,53";"426,32";"583,22";"663,92";"2.142,86";"990,95";"1.309,52"
"09778120";"Boos";"Gemeinden";"485,01";"403,60";"410,79";"407,73";"503,11";"626,99";"800,54";"1.000,76";"971,55"
"09778121";"Breitenbrunn";"Gemeinden";"316,79";"306,41";"337,08";"320,87";"442,64";"538,63";"1.615,79";"855,18";"1.072,36"
"09778123";"Buxheim";"Gemeinden";"598,90";"644,94";"573,67";"643,85";"873,21";"868,60";"567,38";"1.143,26";"1.300,08"
"09778127";"Dirlewang, M";"Gemeinden";"383,92";"359,61";"378,16";"381,60";"548,16";"637,20";"605,60";"1.068,90";"1.063,25"
"09778130";"Egg a.d.Günz";"Gemeinden";"402,05";"352,36";"428,57";"359,06";"574,78";"629,57";"1.391,08";"1.248,41";"1.334,79"
"09778134";"Eppishausen";"Gemeinden";"449,53";"401,40";"449,18";"508,70";"1.251,41";"629,44";"1.908,85";"1.147,61";"1.400,96"
"09778136";"Erkheim, M";"Gemeinden";"525,46";"493,19";"556,88";"592,69";"520,20";"1.054,56";"1.011,91";"1.568,17";"1.713,41"
"09778137";"Ettringen";"Gemeinden";"424,95";"566,82";"595,22";"764,97";"670,22";"816,58";"306,21";"1.616,52";"1.522,75"
"09778139";"Fellheim";"Gemeinden";"497,66";"383,35";"362,57";"328,40";"500,43";"611,46";"6.500,79";"1.379,47";"1.244,55"
"09778144";"Bad Grönenbach, M";"Gemeinden";"456,86";"455,15";"574,20";"743,33";"838,20";"999,06";"2.667,52";"1.980,10";"1.812,29"
"09778149";"Hawangen";"Gemeinden";"1.053,60";"1.059,89";"1.067,04";"1.482,45";"1.226,48";"1.289,29";"1.800,07";"2.659,57";"4.779,21"
"09778150";"Heimertingen";"Gemeinden";"601,55";"652,50";"697,53";"871,12";"1.439,93";"1.319,34";"1.880,71";"1.798,20";"2.275,98"
"09778151";"Holzgünz";"Gemeinden";"413,99";"516,45";"584,46";"354,61";"1.040,57";"771,92";"1.024,77";"1.472,32";"1.757,78"
"09778157";"Kirchhaslach";"Gemeinden";"246,37";"283,32";"347,36";"406,61";"526,89";"629,89";"1.328,20";"938,69";"1.055,76"
"09778158";"Kirchheim i.Schw., M";"Gemeinden";"503,98";"478,29";"737,46";"759,24";"919,24";"875,78";"551,23";"1.395,98";"1.239,53"
"09778161";"Kronburg";"Gemeinden";"428,39";"356,21";"475,03";"450,61";"603,44";"709,04";"582,53";"1.016,80";"1.228,30"
"09778162";"Lachen";"Gemeinden";"441,69";"332,53";"407,35";"403,57";"530,96";"650,75";"590,56";"1.007,29";"1.393,73"
"09778163";"Lauben";"Gemeinden";"290,32";"338,58";"380,20";"384,44";"531,85";"613,76";"3.371,28";"894,00";"1.091,61"
"09778164";"Lautrach";"Gemeinden";"368,23";"316,71";"419,54";"369,75";"450,34";"566,13";"2.461,05";"875,19";"1.023,29"
"09778165";"Legau, M";"Gemeinden";"415,96";"441,95";"621,82";"516,76";"863,70";"1.011,76";"515,91";"1.892,64";"1.756,28"
"09778168";"Markt Rettenbach, M";"Gemeinden";"339,93";"360,71";"369,99";"396,38";"625,07";"743,82";"1.162,79";"1.055,81";"1.197,27"
"09778169";"Markt Wald, M";"Gemeinden";"308,51";"283,10";"329,63";"331,03";"454,23";"604,58";"10.896,69";"954,21";"1.078,91"
"09778171";"Memmingerberg";"Gemeinden";"380,64";"384,03";"415,34";"394,48";"774,58";"811,59";"373,66";"1.544,63";"1.782,62"
"09778173";"Mindelheim, St";"Gemeinden";"614,79";"646,83";"677,95";"650,76";"882,62";"868,89";"131,69";"1.565,26";"1.490,48"
"09778177";"Niederrieden";"Gemeinden";"364,49";"374,59";"415,40";"365,12";"626,90";"616,10";"564,16";"889,00";"946,86"
"09778180";"Kammlach";"Gemeinden";"314,89";"317,84";"402,78";"396,66";"753,37";"1.082,63";"528,89";"1.016,98";"1.104,14"
"09778183";"Oberrieden";"Gemeinden";"290,03";"297,91";"339,21";"297,92";"398,89";"512,94";"2.470,00";"894,37";"1.080,98"
"09778184";"Oberschönegg";"Gemeinden";"1.998,90";"2.728,78";"1.718,72";"1.312,44";"2.494,19";"1.369,20";"9.865,06";"4.685,33";"2.401,08"
"09778186";"Ottobeuren, M";"Gemeinden";"522,30";"467,11";"571,13";"608,68";"639,34";"967,91";"351,05";"1.323,30";"1.385,70"
"09778187";"Pfaffenhausen, M";"Gemeinden";"471,73";"493,44";"509,11";"673,46";"767,93";"903,03";"334,77";"1.316,22";"1.971,20"
"09778188";"Pleß";"Gemeinden";"349,76";"347,57";"355,42";"363,22";"552,76";"706,31";"1.476,75";"987,09";"1.258,84"
"09778190";"Salgen";"Gemeinden";"489,27";"379,22";"365,82";"361,40";"520,70";"666,90";"1.150,86";"1.373,17";"1.312,81"
"09778196";"Sontheim";"Gemeinden";"326,12";"353,65";"387,37";"390,45";"507,01";"671,00";"470,64";"870,13";"991,87"
"09778199";"Stetten";"Gemeinden";"693,45";"566,92";"479,79";"648,87";"965,19";"1.118,40";"5.074,63";"1.933,55";"3.066,92"
"09778202";"Trunkelsberg";"Gemeinden";"399,76";"424,90";"419,21";"401,12";"510,72";"619,64";"4.117,64";"830,78";"889,93"
"09778203";"Türkheim, M";"Gemeinden";"380,47";"448,86";"467,18";"498,57";"719,70";"722,93";"205,98";"1.407,53";"1.749,16"
"09778204";"Tussenhausen, M";"Gemeinden";"311,24";"309,81";"402,48";"462,19";"643,92";"748,30";"335,11";"1.118,54";"1.333,27"
"09778205";"Ungerhausen";"Gemeinden";"421,26";"551,18";"487,78";"530,78";"661,89";"691,12";"1.477,55";"1.453,24";"1.916,88"
"09778207";"Unteregg";"Gemeinden";"298,88";"273,54";"304,06";"358,46";"417,26";"501,10";"1.280,30";"879,85";"1.061,91"
"09778209";"Rammingen";"Gemeinden";"306,55";"351,16";"362,77";"378,51";"557,73";"576,65";"1.322,17";"1.133,58";"1.588,17"
"09778214";"Westerheim";"Gemeinden";"438,11";"352,53";"416,06";"407,97";"567,58";"691,48";"705,43";"1.013,11";"1.210,01"
"09778216";"Wiedergeltingen";"Gemeinden";"368,68";"394,22";"377,32";"399,42";"553,52";"603,54";"513,57";"1.110,17";"1.294,17"
"09778217";"Winterrieden";"Gemeinden";"417,95";"484,13";"533,26";"434,45";"572,07";"589,69";"7.888,13";"955,85";"1.117,98"
"09778218";"Wolfertschwenden";"Gemeinden";"1.566,85";"1.548,39";"1.696,15";"2.880,45";"282,80";"2.675,49";"975,94";"4.270,63";"6.396,05"
"09778219";"Woringen";"Gemeinden";"318,60";"324,59";"396,30";"443,41";"616,95";"792,46";"604,65";"1.383,63";"1.643,02"
"09778221";"Kettershausen";"Gemeinden";"321,68";"296,10";"313,97";"323,24";"456,30";"583,67";"1.700,67";"827,42";"958,52"
"09778451";"Ungerhauser Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09779111";"Alerheim";"Gemeinden";"364,81";"382,06";"476,53";"503,23";"473,75";"829,53";"933,66";"1.244,33";"1.190,02"
