Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"08435029";"Kressbronn am Bodensee";"Gemeinden";"186,00";"193,00";"255,00";"144,00";"112,00";"115,00";"119,00";"143,00"
"08435030";"Langenargen";"Gemeinden";"195,00";"169,00";"222,00";"134,00";"100,00";"109,00";"121,00";"132,00"
"08435034";"Markdorf, Stadt";"Gemeinden";"396,00";"306,00";"312,00";"252,00";"182,00";"173,00";"191,00";"200,00"
"08435035";"Meckenbeuren";"Gemeinden";"232,00";"224,00";"308,00";"209,00";"133,00";"155,00";"146,00";"152,00"
"08435036";"Meersburg, Stadt";"Gemeinden";"210,00";"180,00";"172,00";"151,00";"133,00";"130,00";"136,00";"148,00"
"08435042";"Neukirch";"Gemeinden";"42,00";"44,00";"67,00";"48,00";"43,00";"34,00";"29,00";"31,00"
"08435045";"Oberteuringen";"Gemeinden";"93,00";"72,00";"111,00";"63,00";"52,00";"57,00";"49,00";"64,00"
"08435047";"Owingen";"Gemeinden";"111,00";"95,00";"102,00";"84,00";"56,00";"70,00";"57,00";"57,00"
"08435052";"Salem";"Gemeinden";"308,00";"252,00";"284,00";"239,00";"156,00";"174,00";"181,00";"197,00"
"08435053";"Sipplingen";"Gemeinden";"51,00";"52,00";"57,00";"35,00";"31,00";"23,00";"27,00";"56,00"
"08435054";"Stetten";"Gemeinden";"39,00";"24,00";"31,00";"19,00";"19,00";"15,00";"12,00";"13,00"
"08435057";"Tettnang, Stadt";"Gemeinden";"357,00";"375,00";"476,00";"317,00";"202,00";"219,00";"243,00";"294,00"
"08435059";"Überlingen, Stadt";"Gemeinden";"648,00";"557,00";"533,00";"424,00";"368,00";"372,00";"408,00";"417,00"
"08435066";"Uhldingen-Mühlhofen";"Gemeinden";"277,00";"240,00";"263,00";"232,00";"164,00";"158,00";"169,00";"190,00"
"08435067";"Deggenhausertal";"Gemeinden";"69,00";"47,00";"41,00";"57,00";"40,00";"48,00";"50,00";"54,00"
"08436001";"Achberg";"Gemeinden";"24,00";"28,00";"29,00";"22,00";"13,00";"16,00";"22,00";"29,00"
"08436003";"Aichstetten";"Gemeinden";"57,00";"51,00";"57,00";"46,00";"38,00";"38,00";"35,00";"37,00"
"08436004";"Aitrach";"Gemeinden";"55,00";"58,00";"69,00";"41,00";"34,00";"35,00";"34,00";"32,00"
"08436005";"Altshausen";"Gemeinden";"125,00";"130,00";"136,00";"109,00";"41,00";"66,00";"57,00";"63,00"
"08436006";"Amtzell";"Gemeinden";"49,00";"59,00";"63,00";"31,00";"35,00";"46,00";"52,00";"59,00"
"08436008";"Aulendorf, Stadt";"Gemeinden";"284,00";"251,00";"318,00";"272,00";"209,00";"173,00";"190,00";"194,00"
"08436009";"Bad Waldsee, Stadt";"Gemeinden";"464,00";"496,00";"524,00";"418,00";"315,00";"289,00";"327,00";"327,00"
"08436010";"Bad Wurzach, Stadt";"Gemeinden";"291,00";"307,00";"374,00";"243,00";"192,00";"215,00";"197,00";"198,00"
"08436011";"Baienfurt";"Gemeinden";"163,00";"147,00";"201,00";"161,00";"114,00";"157,00";"160,00";"144,00"
"08436012";"Baindt";"Gemeinden";"114,00";"110,00";"106,00";"93,00";"65,00";"74,00";"75,00";"76,00"
"08436013";"Berg";"Gemeinden";"69,00";"54,00";"66,00";"61,00";"39,00";"46,00";"54,00";"44,00"
"08436014";"Bergatreute";"Gemeinden";"44,00";"54,00";"70,00";"58,00";"44,00";"44,00";"45,00";"49,00"
"08436018";"Bodnegg";"Gemeinden";"45,00";"44,00";"44,00";"33,00";"30,00";"36,00";"38,00";"31,00"
"08436019";"Boms";"Gemeinden";"10,00";"13,00";"12,00";"12,00";"7,00";"13,00";"10,00";"10,00"
"08436024";"Ebenweiler";"Gemeinden";"22,00";"20,00";"27,00";"20,00";"15,00";"17,00";"16,00";"21,00"
"08436027";"Eichstegen";"Gemeinden";"6,00";"5,00";"10,00";"7,00";"3,00";"4,00";"7,00";"9,00"
"08436032";"Fleischwangen";"Gemeinden";"9,00";"9,00";"17,00";"10,00";"9,00";"10,00";"6,00";"6,00"
"08436039";"Grünkraut";"Gemeinden";"56,00";"57,00";"58,00";"41,00";"39,00";"46,00";"65,00";"58,00"
"08436040";"Guggenhausen";"Gemeinden";"6,00";"3,00";"6,00";"4,00";"2,00";"1,00";"2,00";"1,00"
"08436047";"Hoßkirch";"Gemeinden";"13,00";"12,00";"16,00";"10,00";"9,00";"8,00";"9,00";"8,00"
"08436049";"Isny im Allgäu, Stadt";"Gemeinden";"384,00";"331,00";"400,00";"259,00";"238,00";"274,00";"276,00";"262,00"
"08436052";"Kißlegg";"Gemeinden";"153,00";"188,00";"200,00";"135,00";"115,00";"100,00";"89,00";"102,00"
"08436053";"Königseggwald";"Gemeinden";"15,00";"9,00";"11,00";"12,00";"10,00";"11,00";"12,00";"7,00"
"08436055";"Leutkirch im Allgäu, Stadt";"Gemeinden";"507,00";"532,00";"649,00";"466,00";"369,00";"383,00";"370,00";"384,00"
"08436064";"Ravensburg, Stadt";"Gemeinden";"1.368,00";"1.219,00";"1.663,00";"1.135,00";"857,00";"962,00";"1.116,00";"1.031,00"
"08436067";"Riedhausen";"Gemeinden";"11,00";"5,00";"17,00";"10,00";"8,00";"5,00";"9,00";"5,00"
"08436069";"Schlier";"Gemeinden";"54,00";"58,00";"62,00";"39,00";"43,00";"54,00";"48,00";"48,00"
"08436077";"Unterwaldhausen";"Gemeinden";"6,00";"6,00";"6,00";"6,00";"4,00";"2,00";"3,00";"5,00"
"08436078";"Vogt";"Gemeinden";"95,00";"92,00";"113,00";"69,00";"65,00";"58,00";"83,00";"72,00"
"08436079";"Waldburg";"Gemeinden";"61,00";"43,00";"55,00";"35,00";"32,00";"35,00";"35,00";"42,00"
"08436081";"Wangen im Allgäu, Stadt";"Gemeinden";"641,00";"603,00";"746,00";"558,00";"426,00";"472,00";"437,00";"424,00"
"08436082";"Weingarten, Stadt";"Gemeinden";"834,00";"714,00";"853,00";"654,00";"463,00";"464,00";"546,00";"487,00"
"08436083";"Wilhelmsdorf";"Gemeinden";"91,00";"79,00";"87,00";"72,00";"49,00";"49,00";"62,00";"66,00"
"08436085";"Wolfegg";"Gemeinden";"41,00";"43,00";"62,00";"39,00";"43,00";"43,00";"65,00";"49,00"
"08436087";"Wolpertswende";"Gemeinden";"77,00";"73,00";"98,00";"79,00";"52,00";"57,00";"60,00";"42,00"
"08436093";"Ebersbach-Musbach";"Gemeinden";"25,00";"30,00";"31,00";"18,00";"13,00";"18,00";"18,00";"20,00"
"08436094";"Argenbühl";"Gemeinden";"94,00";"97,00";"118,00";"82,00";"61,00";"56,00";"67,00";"66,00"
"08436095";"Horgenzell";"Gemeinden";"55,00";"57,00";"67,00";"56,00";"35,00";"33,00";"50,00";"55,00"
"08436096";"Fronreute";"Gemeinden";"64,00";"57,00";"70,00";"55,00";"37,00";"54,00";"58,00";"42,00"
"08437005";"Beuron";"Gemeinden";"22,00";"25,00";"23,00";"14,00";"16,00";"7,00";"9,00";"15,00"
"08437008";"Bingen";"Gemeinden";"92,00";"81,00";"83,00";"66,00";"52,00";"38,00";"42,00";"42,00"
"08437031";"Gammertingen, Stadt";"Gemeinden";"211,00";"151,00";"195,00";"118,00";"101,00";"100,00";"91,00";"92,00"
"08437044";"Herbertingen";"Gemeinden";"152,00";"141,00";"167,00";"131,00";"97,00";"84,00";"94,00";"86,00"
"08437047";"Hettingen, Stadt";"Gemeinden";"74,00";"34,00";"49,00";"28,00";"18,00";"13,00";"17,00";"20,00"
"08437053";"Hohentengen";"Gemeinden";"106,00";"109,00";"148,00";"97,00";"72,00";"57,00";"65,00";"116,00"
"08437056";"Illmensee";"Gemeinden";"44,00";"47,00";"58,00";"48,00";"21,00";"24,00";"35,00";"30,00"
"08437059";"Inzigkofen";"Gemeinden";"102,00";"85,00";"83,00";"58,00";"38,00";"34,00";"25,00";"43,00"
"08437065";"Krauchenwies";"Gemeinden";"128,00";"133,00";"167,00";"109,00";"96,00";"75,00";"88,00";"81,00"
"08437072";"Leibertingen";"Gemeinden";"79,00";"49,00";"48,00";"45,00";"27,00";"19,00";"27,00";"31,00"
"08437076";"Mengen, Stadt";"Gemeinden";"377,00";"362,00";"447,00";"314,00";"245,00";"187,00";"178,00";"171,00"
"08437078";"Meßkirch, Stadt";"Gemeinden";"379,00";"327,00";"438,00";"305,00";"191,00";"186,00";"186,00";"203,00"
"08437082";"Neufra";"Gemeinden";"93,00";"59,00";"61,00";"41,00";"28,00";"28,00";"28,00";"26,00"
"08437086";"Ostrach";"Gemeinden";"244,00";"159,00";"229,00";"147,00";"102,00";"94,00";"98,00";"108,00"
"08437088";"Pfullendorf, Stadt";"Gemeinden";"611,00";"537,00";"661,00";"453,00";"357,00";"344,00";"297,00";"306,00"
"08437100";"Bad Saulgau, Stadt";"Gemeinden";"584,00";"531,00";"754,00";"545,00";"403,00";"309,00";"325,00";"341,00"
"08437101";"Scheer, Stadt";"Gemeinden";"94,00";"110,00";"121,00";"83,00";"60,00";"41,00";"53,00";"55,00"
"08437102";"Schwenningen";"Gemeinden";"38,00";"37,00";"52,00";"35,00";"22,00";"22,00";"31,00";"32,00"
"08437104";"Sigmaringen, Stadt";"Gemeinden";"614,00";"555,00";"698,00";"537,00";"434,00";"398,00";"462,00";"472,00"
"08437105";"Sigmaringendorf";"Gemeinden";"119,00";"118,00";"112,00";"87,00";"60,00";"53,00";"76,00";"70,00"
"08437107";"Stetten am kalten Markt";"Gemeinden";"136,00";"107,00";"152,00";"105,00";"79,00";"63,00";"71,00";"65,00"
"08437114";"Veringenstadt, Stadt";"Gemeinden";"87,00";"70,00";"82,00";"57,00";"47,00";"32,00";"30,00";"33,00"
"08437118";"Wald";"Gemeinden";"66,00";"60,00";"69,00";"43,00";"35,00";"34,00";"29,00";"39,00"
"08437123";"Sauldorf";"Gemeinden";"52,00";"49,00";"65,00";"47,00";"38,00";"33,00";"47,00";"42,00"
"08437124";"Herdwangen-Schönach";"Gemeinden";"80,00";"80,00";"111,00";"65,00";"54,00";"36,00";"46,00";"41,00"
"09161000";"Ingolstadt";"Gemeinden";"4.931,00";"4.229,00";"5.270,00";"3.222,00";"2.539,00";"2.466,00";"2.992,00";"2.713,00"
"09162000";"München, Landeshauptstadt";"Gemeinden";"42.330,00";"39.751,00";"60.625,00";"43.507,00";"39.775,00";"35.718,00";"42.452,00";"39.249,00"
"09163000";"Rosenheim";"Gemeinden";"2.193,00";"2.001,00";"3.050,00";"2.016,00";"1.632,00";"1.565,00";"1.667,00";"1.623,00"
"09171111";"Altötting, St";"Gemeinden";"605,00";"583,00";"771,00";"435,00";"418,00";"385,00";"359,00";"391,00"
"09171112";"Burghausen, St";"Gemeinden";"553,00";"535,00";"729,00";"392,00";"341,00";"337,00";"385,00";"376,00"
"09171113";"Burgkirchen a.d.Alz";"Gemeinden";"436,00";"363,00";"543,00";"358,00";"276,00";"276,00";"240,00";"234,00"
"09171114";"Emmerting";"Gemeinden";"101,00";"89,00";"105,00";"69,00";"55,00";"45,00";"50,00";"54,00"
"09171115";"Erlbach";"Gemeinden";"21,00";"19,00";"21,00";"14,00";"11,00";"12,00";"10,00";"4,00"
"09171116";"Feichten a.d.Alz";"Gemeinden";"17,00";"22,00";"27,00";"19,00";"13,00";"9,00";"9,00";"7,00"
"09171117";"Garching a.d.Alz";"Gemeinden";"315,00";"286,00";"402,00";"279,00";"198,00";"207,00";"190,00";"176,00"
"09171118";"Haiming";"Gemeinden";"27,00";"31,00";"35,00";"23,00";"12,00";"21,00";"24,00";"12,00"
"09171119";"Halsbach";"Gemeinden";"9,00";"17,00";"20,00";"12,00";"5,00";"4,00";"7,00";"8,00"
"09171121";"Kastl";"Gemeinden";"62,00";"72,00";"81,00";"36,00";"31,00";"41,00";"36,00";"36,00"
"09171122";"Kirchweidach";"Gemeinden";"61,00";"56,00";"68,00";"37,00";"27,00";"25,00";"23,00";"20,00"
"09171123";"Marktl, M";"Gemeinden";"64,00";"49,00";"63,00";"44,00";"28,00";"30,00";"36,00";"31,00"
"09171124";"Mehring";"Gemeinden";"45,00";"40,00";"39,00";"25,00";"15,00";"18,00";"28,00";"24,00"
"09171125";"Neuötting, St";"Gemeinden";"339,00";"318,00";"539,00";"285,00";"209,00";"204,00";"210,00";"201,00"
"09171126";"Perach";"Gemeinden";"28,00";"26,00";"33,00";"14,00";"10,00";"10,00";"9,00";"10,00"
"09171127";"Pleiskirchen";"Gemeinden";"57,00";"49,00";"54,00";"24,00";"21,00";"16,00";"20,00";"16,00"
"09171129";"Reischach";"Gemeinden";"51,00";"55,00";"62,00";"35,00";"34,00";"22,00";"21,00";"17,00"
"09171130";"Stammham";"Gemeinden";"16,00";"20,00";"24,00";"12,00";"10,00";"12,00";"11,00";"8,00"
"09171131";"Teising";"Gemeinden";"62,00";"66,00";"74,00";"42,00";"30,00";"27,00";"27,00";"24,00"
"09171132";"Töging a.Inn, St";"Gemeinden";"431,00";"440,00";"502,00";"299,00";"208,00";"186,00";"179,00";"157,00"
"09171133";"Tüßling, M";"Gemeinden";"64,00";"75,00";"105,00";"72,00";"49,00";"39,00";"42,00";"36,00"
"09171134";"Tyrlaching";"Gemeinden";"23,00";"19,00";"27,00";"14,00";"6,00";"10,00";"13,00";"8,00"
"09171135";"Unterneukirchen";"Gemeinden";"96,00";"87,00";"120,00";"75,00";"65,00";"36,00";"47,00";"42,00"
"09171137";"Winhöring";"Gemeinden";"128,00";"131,00";"160,00";"97,00";"68,00";"70,00";"68,00";"73,00"
"09172111";"Ainring";"Gemeinden";"275,00";"249,00";"297,00";"194,00";"172,00";"185,00";"181,00";"149,00"
"09172112";"Anger";"Gemeinden";"121,00";"114,00";"113,00";"56,00";"63,00";"56,00";"68,00";"48,00"
"09172114";"Bad Reichenhall, GKSt";"Gemeinden";"514,00";"450,00";"591,00";"382,00";"418,00";"422,00";"485,00";"473,00"
"09172115";"Bayerisch Gmain";"Gemeinden";"67,00";"61,00";"78,00";"42,00";"57,00";"55,00";"68,00";"47,00"
"09172116";"Berchtesgaden, M";"Gemeinden";"284,00";"259,00";"302,00";"197,00";"204,00";"190,00";"196,00";"158,00"
"09172117";"Bischofswiesen";"Gemeinden";"222,00";"205,00";"254,00";"155,00";"133,00";"148,00";"136,00";"99,00"
"09172118";"Freilassing, St";"Gemeinden";"747,00";"558,00";"683,00";"387,00";"415,00";"417,00";"446,00";"427,00"
"09172122";"Laufen, St";"Gemeinden";"171,00";"148,00";"160,00";"110,00";"117,00";"127,00";"115,00";"123,00"
"09172124";"Marktschellenberg, M";"Gemeinden";"60,00";"52,00";"52,00";"30,00";"22,00";"22,00";"37,00";"26,00"
"09172128";"Piding";"Gemeinden";"130,00";"103,00";"143,00";"87,00";"83,00";"73,00";"79,00";"73,00"
"09172129";"Ramsau b.Berchtesgaden";"Gemeinden";"53,00";"42,00";"60,00";"36,00";"35,00";"32,00";"33,00";"27,00"
"09172130";"Saaldorf-Surheim";"Gemeinden";"102,00";"95,00";"96,00";"50,00";"52,00";"44,00";"58,00";"50,00"
"09172131";"Schneizlreuth";"Gemeinden";"40,00";"51,00";"55,00";"19,00";"22,00";"20,00";"23,00";"21,00"
"09172132";"Schönau a.Königssee";"Gemeinden";"175,00";"154,00";"166,00";"109,00";"94,00";"102,00";"102,00";"92,00"
"09172134";"Teisendorf, M";"Gemeinden";"159,00";"171,00";"202,00";"110,00";"111,00";"100,00";"95,00";"94,00"
"09172452";"Eck";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09172454";"Schellenberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09173111";"Bad Heilbrunn";"Gemeinden";"81,00";"70,00";"107,00";"57,00";"52,00";"41,00";"49,00";"38,00"
"09173112";"Bad Tölz, St";"Gemeinden";"524,00";"473,00";"770,00";"471,00";"426,00";"326,00";"370,00";"309,00"
"09173113";"Benediktbeuern";"Gemeinden";"68,00";"48,00";"80,00";"54,00";"45,00";"38,00";"43,00";"22,00"
"09173115";"Bichl";"Gemeinden";"41,00";"35,00";"53,00";"32,00";"27,00";"21,00";"24,00";"17,00"
"09173118";"Dietramszell";"Gemeinden";"92,00";"80,00";"120,00";"71,00";"51,00";"49,00";"56,00";"39,00"
"09173120";"Egling";"Gemeinden";"80,00";"82,00";"101,00";"57,00";"42,00";"51,00";"57,00";"43,00"
"09173123";"Eurasburg";"Gemeinden";"88,00";"86,00";"133,00";"66,00";"44,00";"46,00";"50,00";"50,00"
"09173124";"Gaißach";"Gemeinden";"62,00";"44,00";"78,00";"48,00";"41,00";"31,00";"30,00";"16,00"
"09173126";"Geretsried, St";"Gemeinden";"798,00";"608,00";"987,00";"611,00";"469,00";"430,00";"466,00";"346,00"
"09173127";"Greiling";"Gemeinden";"30,00";"30,00";"48,00";"29,00";"24,00";"16,00";"17,00";"11,00"
"09173130";"Icking";"Gemeinden";"59,00";"41,00";"50,00";"34,00";"35,00";"33,00";"32,00";"29,00"
"09173131";"Jachenau";"Gemeinden";"16,00";"12,00";"18,00";"12,00";"6,00";"9,00";"5,00";"3,00"
"09173133";"Kochel a.See";"Gemeinden";"123,00";"106,00";"154,00";"97,00";"76,00";"55,00";"74,00";"64,00"
"09173134";"Königsdorf";"Gemeinden";"51,00";"40,00";"54,00";"41,00";"34,00";"33,00";"31,00";"24,00"
"09173135";"Lenggries";"Gemeinden";"216,00";"204,00";"305,00";"171,00";"161,00";"120,00";"125,00";"104,00"
"09173137";"Münsing";"Gemeinden";"55,00";"53,00";"73,00";"34,00";"31,00";"38,00";"47,00";"33,00"
"09173140";"Reichersbeuern";"Gemeinden";"44,00";"37,00";"59,00";"39,00";"28,00";"35,00";"24,00";"19,00"
"09173141";"Sachsenkam";"Gemeinden";"12,00";"14,00";"25,00";"14,00";"16,00";"7,00";"10,00";"7,00"
"09173142";"Schlehdorf";"Gemeinden";"25,00";"23,00";"22,00";"13,00";"15,00";"8,00";"12,00";"13,00"
"09173145";"Wackersberg";"Gemeinden";"58,00";"63,00";"80,00";"54,00";"47,00";"40,00";"38,00";"34,00"
"09173147";"Wolfratshausen, St";"Gemeinden";"454,00";"358,00";"524,00";"332,00";"270,00";"247,00";"321,00";"255,00"
"09173451";"Pupplinger Au";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09173452";"Wolfratshauser Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09174111";"Altomünster, M";"Gemeinden";"151,00";"115,00";"186,00";"103,00";"87,00";"85,00";"95,00";"96,00"
"09174113";"Bergkirchen";"Gemeinden";"132,00";"100,00";"155,00";"94,00";"73,00";"70,00";"88,00";"90,00"
"09174115";"Dachau, GKSt";"Gemeinden";"1.319,00";"991,00";"1.495,00";"961,00";"829,00";"752,00";"900,00";"883,00"
"09174118";"Erdweg";"Gemeinden";"129,00";"112,00";"140,00";"81,00";"67,00";"64,00";"83,00";"84,00"
"09174121";"Haimhausen";"Gemeinden";"95,00";"79,00";"97,00";"55,00";"59,00";"62,00";"79,00";"80,00"
"09174122";"Hebertshausen";"Gemeinden";"128,00";"71,00";"117,00";"62,00";"49,00";"53,00";"67,00";"60,00"
"09174126";"Karlsfeld";"Gemeinden";"560,00";"459,00";"595,00";"382,00";"299,00";"314,00";"394,00";"331,00"
"09174131";"Markt Indersdorf, M";"Gemeinden";"212,00";"153,00";"241,00";"134,00";"102,00";"112,00";"143,00";"136,00"
"09174135";"Odelzhausen";"Gemeinden";"123,00";"102,00";"117,00";"89,00";"62,00";"67,00";"78,00";"83,00"
"09174136";"Petershausen";"Gemeinden";"121,00";"112,00";"172,00";"102,00";"75,00";"86,00";"93,00";"95,00"
"09174137";"Pfaffenhofen a.d.Glonn";"Gemeinden";"26,00";"19,00";"41,00";"26,00";"18,00";"15,00";"22,00";"25,00"
"09174141";"Röhrmoos";"Gemeinden";"119,00";"90,00";"114,00";"76,00";"46,00";"50,00";"78,00";"103,00"
"09174143";"Schwabhausen";"Gemeinden";"134,00";"98,00";"153,00";"75,00";"64,00";"65,00";"91,00";"93,00"
"09174146";"Sulzemoos";"Gemeinden";"54,00";"43,00";"64,00";"38,00";"30,00";"29,00";"35,00";"29,00"
"09174147";"Hilgertshausen-Tandern";"Gemeinden";"79,00";"86,00";"106,00";"40,00";"41,00";"34,00";"47,00";"35,00"
"09174150";"Vierkirchen";"Gemeinden";"89,00";"69,00";"96,00";"55,00";"47,00";"48,00";"48,00";"57,00"
"09174151";"Weichs";"Gemeinden";"63,00";"44,00";"58,00";"43,00";"35,00";"41,00";"36,00";"35,00"
"09175111";"Anzing";"Gemeinden";"59,00";"61,00";"93,00";"44,00";"40,00";"45,00";"62,00";"55,00"
"09175112";"Aßling";"Gemeinden";"64,00";"54,00";"87,00";"59,00";"49,00";"46,00";"42,00";"45,00"
"09175113";"Baiern";"Gemeinden";"16,00";"15,00";"22,00";"12,00";"11,00";"13,00";"14,00";"17,00"
"09175114";"Bruck";"Gemeinden";"12,00";"9,00";"24,00";"13,00";"9,00";"9,00";"7,00";"16,00"
"09175115";"Ebersberg, St";"Gemeinden";"223,00";"186,00";"358,00";"186,00";"163,00";"140,00";"156,00";"159,00"
"09175116";"Egmating";"Gemeinden";"25,00";"24,00";"38,00";"25,00";"21,00";"16,00";"23,00";"28,00"
"09175118";"Forstinning";"Gemeinden";"65,00";"64,00";"81,00";"42,00";"47,00";"34,00";"54,00";"55,00"
"09175119";"Frauenneuharting";"Gemeinden";"10,00";"14,00";"25,00";"16,00";"16,00";"15,00";"13,00";"18,00"
"09175121";"Glonn, M";"Gemeinden";"61,00";"58,00";"84,00";"54,00";"53,00";"46,00";"60,00";"64,00"
"09175122";"Grafing b.München, St";"Gemeinden";"234,00";"204,00";"322,00";"206,00";"167,00";"169,00";"205,00";"212,00"
"09175123";"Hohenlinden";"Gemeinden";"40,00";"44,00";"68,00";"43,00";"36,00";"29,00";"40,00";"37,00"
"09175124";"Kirchseeon, M";"Gemeinden";"221,00";"208,00";"292,00";"226,00";"187,00";"159,00";"173,00";"172,00"
"09175127";"Markt Schwaben, M";"Gemeinden";"263,00";"253,00";"392,00";"265,00";"210,00";"184,00";"239,00";"233,00"
"09175128";"Moosach";"Gemeinden";"25,00";"19,00";"32,00";"23,00";"22,00";"14,00";"13,00";"23,00"
"09175131";"Oberpframmern";"Gemeinden";"29,00";"38,00";"45,00";"26,00";"23,00";"18,00";"26,00";"26,00"
"09175132";"Vaterstetten";"Gemeinden";"381,00";"309,00";"400,00";"260,00";"263,00";"210,00";"309,00";"302,00"
"09175133";"Pliening";"Gemeinden";"74,00";"70,00";"108,00";"63,00";"59,00";"49,00";"62,00";"65,00"
"09175135";"Poing";"Gemeinden";"215,00";"219,00";"325,00";"211,00";"193,00";"168,00";"225,00";"211,00"
"09175136";"Emmering";"Gemeinden";"15,00";"20,00";"34,00";"21,00";"14,00";"11,00";"12,00";"13,00"
"09175137";"Steinhöring";"Gemeinden";"53,00";"56,00";"96,00";"62,00";"51,00";"48,00";"59,00";"55,00"
"09175139";"Zorneding";"Gemeinden";"158,00";"132,00";"177,00";"120,00";"102,00";"96,00";"110,00";"126,00"
"09175451";"Anzinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09175452";"Ebersberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09175453";"Eglhartinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"09176111";"Adelschlag";"Gemeinden";"45,00";"36,00";"35,00";"28,00";"12,00";"22,00";"22,00";"31,00"
"09176112";"Altmannstein, M";"Gemeinden";"198,00";"185,00";"225,00";"80,00";"59,00";"63,00";"66,00";"78,00"
"09176114";"Beilngries, St";"Gemeinden";"157,00";"165,00";"190,00";"128,00";"70,00";"81,00";"117,00";"107,00"
"09176116";"Böhmfeld";"Gemeinden";"25,00";"18,00";"23,00";"10,00";"10,00";"12,00";"16,00";"17,00"
"09176118";"Buxheim";"Gemeinden";"68,00";"67,00";"58,00";"36,00";"21,00";"29,00";"39,00";"47,00"
"09176120";"Denkendorf";"Gemeinden";"102,00";"84,00";"99,00";"48,00";"33,00";"41,00";"51,00";"42,00"
"09176121";"Dollnstein, M";"Gemeinden";"64,00";"58,00";"57,00";"37,00";"25,00";"24,00";"47,00";"60,00"
"09176122";"Egweil";"Gemeinden";"25,00";"20,00";"24,00";"16,00";"7,00";"8,00";"8,00";"11,00"
"09176123";"Eichstätt, GKSt";"Gemeinden";"284,00";"277,00";"292,00";"213,00";"129,00";"150,00";"209,00";"303,00"
"09176124";"Eitensheim";"Gemeinden";"50,00";"43,00";"34,00";"22,00";"17,00";"26,00";"27,00";"25,00"
"09176126";"Gaimersheim, M";"Gemeinden";"218,00";"190,00";"179,00";"99,00";"76,00";"97,00";"122,00";"136,00"
"09176129";"Großmehring";"Gemeinden";"165,00";"144,00";"173,00";"96,00";"46,00";"55,00";"81,00";"124,00"
"09176131";"Hepberg";"Gemeinden";"55,00";"50,00";"55,00";"27,00";"16,00";"21,00";"26,00";"29,00"
"09176132";"Hitzhofen";"Gemeinden";"47,00";"40,00";"44,00";"21,00";"14,00";"16,00";"19,00";"16,00"
"09176137";"Kinding, M";"Gemeinden";"44,00";"46,00";"44,00";"33,00";"17,00";"21,00";"27,00";"25,00"
"09176138";"Kipfenberg, M";"Gemeinden";"119,00";"101,00";"100,00";"70,00";"43,00";"50,00";"62,00";"72,00"
"09176139";"Kösching, M";"Gemeinden";"183,00";"153,00";"201,00";"109,00";"78,00";"76,00";"105,00";"118,00"
"09176143";"Lenting";"Gemeinden";"147,00";"124,00";"167,00";"75,00";"46,00";"54,00";"70,00";"84,00"
"09176147";"Mindelstetten";"Gemeinden";"29,00";"20,00";"26,00";"9,00";"9,00";"8,00";"10,00";"12,00"
"09176148";"Mörnsheim, M";"Gemeinden";"42,00";"58,00";"47,00";"30,00";"15,00";"18,00";"24,00";"33,00"
"09176149";"Nassenfels, M";"Gemeinden";"35,00";"22,00";"23,00";"20,00";"11,00";"11,00";"15,00";"25,00"
"09176150";"Oberdolling";"Gemeinden";"22,00";"20,00";"23,00";"9,00";"13,00";"7,00";"13,00";"7,00"
"09176153";"Pförring, M";"Gemeinden";"83,00";"78,00";"81,00";"41,00";"25,00";"30,00";"47,00";"36,00"
"09176155";"Pollenfeld";"Gemeinden";"45,00";"54,00";"63,00";"29,00";"17,00";"17,00";"22,00";"35,00"
