Kennziffer;Raumeinheit;Aggregat;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo
;;;1998;2002;2005;2009;2013;2017;2021;2023
"12068417";"Stüdenitz-Schönermark";"Gemeinden";"-172,92";"-131,71";"-108,62";"-108,11";"-100,00";"-130,77";"-147,31";"-179,49"
"12068425";"Temnitzquell";"Gemeinden";"-28,40";"-641,46";"-1.044,44";"-1.150,00";"-964,52";"-933,33";"-204,90";"-254,95"
"12068426";"Temnitztal";"Gemeinden";"-135,25";"-237,34";"-290,51";"-230,72";"-151,46";"-142,69";"-123,57";"-119,86"
"12068437";"Vielitzsee";"Gemeinden";"-71,43";"-205,71";"-159,65";"-262,22";"-198,15";"-92,93";"-110,75";"-108,99"
"12068452";"Walsleben";"Gemeinden";"-65,30";"-47,49";"-26,47";"-27,88";"-15,71";"5,51";"9,70";"10,26"
"12068468";"Wittstock/Dosse, Stadt";"Gemeinden";"-15,26";"-31,15";"-28,86";"-26,86";"-27,79";"-21,05";"-18,98";"-26,45"
"12068477";"Wusterhausen/Dosse";"Gemeinden";"-61,82";"-50,84";"-57,35";"-73,60";"-14,79";"-22,90";"-25,18";"-34,39"
"12068501";"Zernitz-Lohm";"Gemeinden";"-67,71";"-301,23";"-344,12";"-451,61";"-344,00";"-342,86";"-321,84";"-423,94"
"12069017";"Beelitz, Stadt";"Gemeinden";"-54,93";"-48,19";"-44,42";"-38,64";"-32,58";"-26,91";"-23,66";"-35,18"
"12069018";"Beetzsee";"Gemeinden";"-14,86";"-84,70";"-109,38";"-120,56";"-106,84";"-143,31";"-117,16";"-92,94"
"12069019";"Beetzseeheide";"Gemeinden";"-85,07";"-1.293,33";"-109,09";"-126,67";"-113,93";"-276,47";"-301,23";"-364,18"
"12069020";"Bad Belzig, Stadt";"Gemeinden";"11,75";"14,71";"4,78";"-3,39";"-3,89";"-0,07";"-2,75";"8,68"
"12069028";"Bensdorf";"Gemeinden";"-235,26";"-278,17";"-318,26";"-121,30";"-176,53";"-244,23";"-242,50";"-255,77"
"12069052";"Borkheide";"Gemeinden";"-41,89";"-34,55";"-40,18";"-32,01";"-14,75";"-15,10";"-54,74";"-49,91"
"12069056";"Borkwalde";"Gemeinden";"-727,27";"-762,50";"-765,52";"-1.189,36";"-988,89";"-955,74";"-793,02";"-1.348,33"
"12069076";"Brück, Stadt";"Gemeinden";"15,27";"-2,18";"-32,64";"-35,21";"-44,92";"-56,70";"-48,16";"-64,97"
"12069089";"Buckautal";"Gemeinden";"-154,17";"-326,32";"-302,04";"-471,79";"-298,21";"-253,45";"-301,96";"-326,67"
"12069216";"Golzow";"Gemeinden";"-69,25";"-102,22";"-116,25";"-127,94";"-122,45";"-160,19";"-190,96";"-189,30"
"12069224";"Görzke";"Gemeinden";"-80,83";"-114,85";"-126,47";"-118,45";"-148,68";"-220,42";"-231,65";"-252,67"
"12069232";"Gräben";"Gemeinden";"-453,85";"-840,91";"-825,00";"-557,14";"-293,75";"-47,86";"-84,71";"-59,09"
"12069249";"Groß Kreutz (Havel)";"Gemeinden";"-76,09";"-124,61";"-148,15";"-128,86";"-127,15";"-114,20";"-136,14";"-134,10"
"12069270";"Havelsee, Stadt";"Gemeinden";"-152,27";"-298,97";"-332,34";"-346,45";"-410,47";"-329,94";"-445,63";"-477,97"
"12069304";"Kleinmachnow";"Gemeinden";"-32,66";"-44,98";"-30,62";"-12,83";"-21,79";"-5,18";"-2,62";"5,91"
"12069306";"Kloster Lehnin";"Gemeinden";"-13,17";"-65,55";"-59,51";"-57,99";"-44,32";"-38,24";"-42,47";"-44,90"
"12069345";"Linthe";"Gemeinden";"68,61";"55,99";"41,77";"48,89";"34,62";"38,10";"38,46";"44,19"
"12069397";"Michendorf";"Gemeinden";"-77,46";"-61,42";"-95,26";"-103,50";"-97,38";"-129,89";"-149,67";"-132,66"
"12069402";"Mühlenfließ";"Gemeinden";"-121,60";"-103,78";"-113,94";"-70,80";"-110,75";"-208,94";"-138,56";"-151,72"
"12069448";"Niemegk, Stadt";"Gemeinden";"21,82";"16,88";"14,65";"12,53";"4,68";"5,79";"7,08";"5,78"
"12069454";"Nuthetal";"Gemeinden";"-70,93";"-130,37";"-130,69";"-149,93";"-115,88";"-114,46";"-95,78";"-95,53"
"12069460";"Päwesin";"Gemeinden";"-134,00";"-236,92";"-271,74";"-375,00";"-257,41";"-209,09";"-226,98";"-255,74"
"12069470";"Planebruch";"Gemeinden";"-213,89";"-321,37";"-349,50";"-449,41";"-445,98";"-413,64";"-388,64";"-465,00"
"12069474";"Planetal";"Gemeinden";"-58,96";"-99,51";"-168,09";"-215,20";"-189,39";"-203,94";"-168,89";"-203,36"
"12069485";"Rabenstein/Fläming";"Gemeinden";"-267,01";"-280,30";"-335,29";"-315,19";"-273,68";"-220,37";"-190,91";"-200,00"
"12069537";"Rosenau";"Gemeinden";"-62,17";"-306,06";"-269,70";"-231,62";"-172,79";"-136,31";"-125,90";"-133,12"
"12069541";"Roskow";"Gemeinden";"-98,74";"-117,39";"-155,29";"-236,96";"-261,03";"-313,71";"-190,91";"-193,57"
"12069590";"Schwielowsee";"Gemeinden";"-51,81";"-102,80";"-135,19";"-126,54";"-110,62";"-112,91";"-122,92";"-109,31"
"12069596";"Seddiner See";"Gemeinden";"-3,36";"7,30";"5,58";"20,49";"-3,29";"-0,70";"5,60";"2,59"
"12069604";"Stahnsdorf";"Gemeinden";"25,87";"10,92";"-3,83";"-23,20";"-24,52";"-16,14";"-11,17";"-7,31"
"12069616";"Teltow, Stadt";"Gemeinden";"35,90";"32,66";"27,65";"19,82";"4,33";"9,77";"-0,44";"-3,63"
"12069632";"Treuenbrietzen, Stadt";"Gemeinden";"-55,47";"-46,88";"-36,70";"-29,74";"-12,82";"-25,15";"-28,33";"-15,90"
"12069648";"Wenzlow";"Gemeinden";"-77,10";"-264,62";"-296,67";"-162,89";"-78,36";"-36,47";"-465,85";"-420,93"
"12069656";"Werder (Havel), Stadt";"Gemeinden";"-46,97";"-59,72";"-75,30";"-62,65";"-65,62";"-64,20";"-50,44";"-51,82"
"12069665";"Wiesenburg/Mark";"Gemeinden";"-46,90";"-79,81";"-84,56";"-70,51";"-83,68";"-87,50";"-109,54";"-115,72"
"12069680";"Wollin";"Gemeinden";"-93,96";"-156,38";"-130,57";"-81,50";"-121,89";"-162,50";"-208,93";"-211,61"
"12069688";"Wusterwitz";"Gemeinden";"-86,65";"-186,39";"-193,39";"-259,31";"-279,67";"-216,76";"-236,77";"-233,89"
"12069696";"Ziesar, Stadt";"Gemeinden";"-4,51";"14,21";"14,15";"-8,11";"-21,11";"-22,52";"-25,47";"-32,25"
"12070008";"Bad Wilsnack, Stadt";"Gemeinden";"-72,39";"3,92";"13,44";"36,33";"41,13";"42,52";"48,07";"50,49"
"12070028";"Berge";"Gemeinden";"-33,03";"-67,03";"-89,29";"-109,29";"-54,31";"-32,87";"-56,22";"-68,82"
"12070052";"Breese";"Gemeinden";"-281,94";"-282,05";"-743,94";"-447,12";"-406,25";"-344,85";"-702,56";"-709,21"
"12070060";"Cumlosen";"Gemeinden";"-195,54";"-198,17";"-242,11";"-244,33";"-368,12";"-372,73";"-333,80";"-344,29"
"12070096";"Gerdshagen";"Gemeinden";"-105,83";"-158,16";"-111,34";"-122,92";"-160,00";"-240,62";"-115,29";"-116,09"
"12070125";"Groß Pankow (Prignitz)";"Gemeinden";"-91,40";"-96,50";"-115,64";"-118,31";"-85,87";"-103,65";"-90,36";"-101,53"
"12070145";"Gülitz-Reetz";"Gemeinden";"-62,02";"-1.233,33";"-884,21";"-374,36";"-357,14";"-370,00";"-311,36";"-322,50"
"12070149";"Gumtow";"Gemeinden";"-84,28";"-134,39";"-159,65";"-180,82";"-172,75";"-195,58";"-206,81";"-216,71"
"12070153";"Halenbeck-Rohlsdorf";"Gemeinden";"-79,87";"-153,33";"-302,00";"-406,67";"-596,67";"-554,29";"-703,70";"-616,13"
"12070173";"Karstädt";"Gemeinden";"-45,71";"-44,01";"-56,66";"-49,49";"-39,62";"-30,65";"-35,66";"-39,38"
"12070222";"Kümmernitztal";"Gemeinden";"-38,20";"-684,62";"-1.072,73";"-923,08";"-625,00";;;
"12070236";"Lanz";"Gemeinden";"-240,62";"-317,57";"-436,84";"-201,06";"-273,68";"-302,94";"-384,21";"-361,29"
"12070241";"Legde/Quitzöbel";"Gemeinden";"-401,75";"-411,76";"-895,24";"-667,74";"-457,50";"-397,87";"-800,00";"-886,96"
"12070244";"Lenzen (Elbe), Stadt";"Gemeinden";"-17,25";"-40,15";"-58,42";"-41,89";"-47,57";"-38,08";"-36,02";"-38,26"
"12070246";"Lenzerwische";"Gemeinden";"-78,57";"-70,91";"-86,60";"-83,50";"-56,78";"-82,00";"-126,67";"-91,86"
"12070266";"Marienfließ";"Gemeinden";"-57,64";"-58,29";"-91,55";"-159,43";"-111,54";"-120,00";"-105,71";"-109,56"
"12070280";"Meyenburg, Stadt";"Gemeinden";"3,59";"2,75";"7,74";"11,23";"5,34";"3,02";"-2,13";"-1,68"
"12070296";"Perleberg, Stadt";"Gemeinden";"27,62";"26,80";"42,35";"38,32";"26,21";"22,62";"25,56";"25,42"
"12070300";"Pirow";"Gemeinden";"-53,04";"-54,84";"-38,61";"-65,96";"-45,22";"-54,21";"-50,00";"-66,67"
"12070302";"Plattenburg";"Gemeinden";"-69,82";"-97,39";"-92,15";"-71,09";"-54,10";"-46,64";"-79,71";"-85,91"
"12070316";"Pritzwalk, Stadt";"Gemeinden";"14,37";"16,24";"11,32";"15,40";"15,17";"14,87";"16,50";"14,21"
"12070325";"Putlitz, Stadt";"Gemeinden";"-75,63";"-85,90";"-69,45";"-69,78";"-109,33";"-96,37";"-72,83";"-64,71"
"12070348";"Rühstädt";"Gemeinden";"-66,35";"-71,15";"-53,15";"-88,42";"-77,36";"-73,58";"-121,69";"-109,88"
"12070393";"Triglitz";"Gemeinden";"-79,23";"-311,76";"-379,49";"-272,22";"-229,03";;;
"12070416";"Weisen";"Gemeinden";"-62,26";"-53,28";"-73,24";"-85,78";"-86,78";"-197,08";"-183,92";"-220,16"
"12070424";"Wittenberge, Stadt";"Gemeinden";"-5,11";"-3,39";"1,29";"1,93";"10,99";"12,52";"18,90";"16,32"
"12071028";"Briesen/Brjazyna";"Gemeinden";"-189,19";"-290,36";"-418,97";"-597,67";"-863,64";"-228,26";"-232,98";"-212,37"
"12071032";"Burg (Spreewald)/Bórkowy (Blota)";"Gemeinden";"-21,94";"-7,16";"-13,69";"3,42";"11,98";"11,54";"12,28";"29,18"
"12071041";"Dissen-Striesow/Dešno-Strjažow";"Gemeinden";"-250,94";"-463,24";"-594,55";"-640,00";"-611,67";"-394,12";"-593,22";"-501,52"
"12071044";"Döbern/Derbno, Stadt";"Gemeinden";"-24,10";"-42,50";"-43,53";"-64,18";"-76,90";"-70,10";"-52,38";"-58,70"
"12071052";"Drachhausen/Hochoza";"Gemeinden";"-241,24";"-285,88";"-267,06";"-217,59";"-418,75";"-514,55";"-478,33";"-584,78"
"12071057";"Drebkau/Drjowk, Stadt";"Gemeinden";"-131,18";"-188,87";"-163,75";"-179,98";"-156,49";"-146,12";"-162,49";"-151,53"
"12071060";"Drehnow/Drjenow";"Gemeinden";"-568,42";"-800,00";"-1.266,67";"-767,86";"-609,38";"-519,44";"-688,46";"-525,00"
"12071074";"Felixsee/Feliksowy Jazor";"Gemeinden";"-144,25";"-478,91";"-558,12";"-580,91";"-598,21";"-600,92";"-532,20";"-514,66"
"12071076";"Forst (Lausitz)/Baršc (Lužyca), Stadt";"Gemeinden";"-14,71";"-22,88";"-25,19";"-28,70";"-22,14";"-17,80";"-14,54";"-17,64"
"12071153";"Groß Schacksdorf-Simmersdorf";"Gemeinden";"-155,88";"-240,00";"-176,92";"-255,77";"-256,44";"-231,37";"-222,22";"-176,19"
"12071160";"Guben, Stadt";"Gemeinden";"-21,46";"-14,98";"-6,72";"-0,50";"-8,21";"-3,39";"3,87";"3,79"
"12071164";"Guhrow/Góry";"Gemeinden";"-255,56";"-103,42";"-83,33";"-91,20";"-80,45";"-75,18";"-80,49";"-101,89"
"12071176";"Heinersbrück/Móst";"Gemeinden";"-117,09";"-356,67";"-290,14";"-275,00";"-246,43";"-119,84";"-91,30";"59,53"
"12071189";"Jämlitz-Klein Düben";"Gemeinden";"-1.106,25";"-2.425,00";"-4.900,00";"-1.750,00";"-2.266,67";"-1.900,00";"-1.278,57";
"12071193";"Jänschwalde/Janšojce";"Gemeinden";"-106,01";"-134,61";"-151,53";"-463,71";"-359,18";"-439,17";"-387,30";"-343,70"
"12071244";"Kolkwitz/Golkojce";"Gemeinden";"-27,24";"-45,00";"-65,02";"-65,42";"-58,82";"-47,87";"-50,40";"-50,68"
"12071294";"Neiße-Malxetal/Dolina Nysa-Malksa";"Gemeinden";"-227,18";"-271,25";"-424,37";"-390,91";"-239,49";"-245,74";"-209,35";"-238,10"
"12071301";"Neuhausen/Spree / Kopance/Sprjewja";"Gemeinden";"-138,36";"-264,96";"-315,54";"-294,60";"-249,84";"-250,40";"-293,54";"-265,06"
"12071304";"Peitz/Picnjo, Stadt";"Gemeinden";"58,89";"54,49";"51,64";"51,47";"38,88";"38,18";"32,32";"31,36"
"12071337";"Schenkendöbern/Derbno";"Gemeinden";"-131,07";"-197,69";"-281,20";"-229,41";"-193,12";"-161,27";"-161,15";"-143,59"
"12071341";"Schmogrow-Fehrow/Smogorjow-Prjawoz";"Gemeinden";"-493,10";"-438,16";"-460,87";"-438,67";"-341,57";"-458,90";"-511,29";"-441,18"
"12071372";"Spremberg/Grodk, Stadt";"Gemeinden";"8,02";"32,72";"29,01";"27,91";"30,11";"28,71";"25,53";"20,53"
"12071384";"Tauer/Turjej";"Gemeinden";"-93,46";"-69,88";"-254,43";"-142,40";"-144,17";"-213,68";"-187,38";"-245,05"
"12071386";"Teichland/Gatojce";"Gemeinden";"-381,52";"-527,91";"-532,94";"-472,45";"23,42";"4,11";"-7,31";"16,12"
"12071392";"Tschernitz/Cersk";"Gemeinden";"41,35";"32,90";"15,49";"-70,07";"-46,93";"-40,60";"-42,02";
"12071401";"Turnow-Preilack/Turnow-Psiluk";"Gemeinden";"-65,69";"-96,75";"-81,82";"-89,76";"-74,26";"-134,63";"-104,40";"-107,98"
"12071408";"Welzow/Wjelcej, Stadt";"Gemeinden";"-56,24";"-49,28";"-75,07";"-91,57";"-81,73";"-106,73";"-121,59";"-116,23"
"12071412";"Werben/Wjerbno";"Gemeinden";"-175,48";"-323,42";"-268,47";"-392,45";"-382,04";"-306,74";"-260,38";"-234,78"
"12071414";"Wiesengrund/Lukojce";"Gemeinden";"-285,33";"-434,51";"-458,76";"-317,48";"-394,87";"-392,98";"-408,77";"-436,94"
"12072002";"Am Mellensee";"Gemeinden";"-73,78";"-96,81";"-152,49";"-176,52";"-189,03";"-214,65";"-213,61";"-210,30"
"12072014";"Baruth/Mark, Stadt";"Gemeinden";"-55,30";"-18,88";"6,56";"8,23";"13,96";"24,99";"22,75";"15,87"
"12072017";"Blankenfelde-Mahlow";"Gemeinden";"-38,18";"-51,13";"-53,62";"-37,54";"-44,01";"-34,13";"-44,91";"-50,84"
"12072053";"Dahme/Mark, Stadt";"Gemeinden";"-53,95";"-41,46";"-36,93";"-15,67";"-14,03";"-10,97";"-3,58";"-1,31"
"12072055";"Dahmetal";"Gemeinden";"-165,28";"-172,46";"-145,07";"-164,94";"-148,75";"-146,34";"-136,90";"-165,38"
"12072120";"Großbeeren";"Gemeinden";"-40,51";"34,22";"35,98";"35,64";"44,78";"52,00";"60,20";"61,54"
"12072157";"Ihlow";"Gemeinden";"-44,34";"-222,89";"-406,35";"-383,33";"-386,44";"-463,27";"-445,65";"-386,27"
"12072169";"Jüterbog, Stadt";"Gemeinden";"-15,15";"-38,45";"-43,70";"-51,90";"-44,78";"-51,26";"-53,65";"-56,15"
"12072232";"Luckenwalde, Stadt";"Gemeinden";"15,15";"15,33";"13,74";"13,15";"10,88";"7,85";"7,23";"5,29"
"12072240";"Ludwigsfelde, Stadt";"Gemeinden";"-9,07";"2,12";"5,04";"13,47";"20,33";"20,19";"24,33";"20,72"
"12072297";"Niedergörsdorf";"Gemeinden";"-91,27";"-125,78";"-107,04";"-89,98";"-100,96";"-92,50";"-102,92";"-100,43"
"12072298";"Niederer Fläming";"Gemeinden";"-73,05";"-131,77";"-134,04";"-153,83";"-152,68";"-171,94";"-209,63";"-225,96"
"12072312";"Nuthe-Urstromtal";"Gemeinden";"-115,28";"-148,65";"-204,32";"-176,73";"-173,98";"-140,26";"-143,47";"-132,63"
"12072340";"Rangsdorf";"Gemeinden";"-17,65";"-37,39";"-53,76";"-59,06";"-51,40";"-60,63";"-70,07";"-41,06"
"12072426";"Trebbin, Stadt";"Gemeinden";"-23,68";"-24,70";"-48,00";"-52,00";"-66,93";"-57,97";"-60,88";"-67,13"
"12072477";"Zossen, Stadt";"Gemeinden";"-26,75";"-26,72";"-21,82";"-39,34";"-44,94";"-41,36";"-31,70";"-44,13"
"12073008";"Angermünde, Stadt";"Gemeinden";"-18,52";"-18,49";"-34,71";"-42,67";"-48,40";"-38,81";"-31,72";"-27,99"
"12073069";"Boitzenburger Land";"Gemeinden";"-64,06";"-45,17";"-26,06";"-25,00";"-34,89";"-40,00";"-51,72";"-57,64"
"12073085";"Brüssow, Stadt";"Gemeinden";"-61,32";"-101,26";"-145,18";"-124,62";"-125,00";"-118,59";"-63,82";"-68,39"
"12073093";"Carmzow-Wallmow";"Gemeinden";"-96,81";"-148,53";"-219,23";"-145,00";"-112,50";"-106,86";"-94,21";"-185,90"
"12073097";"Casekow";"Gemeinden";"-42,38";"-107,34";"-108,75";"-116,11";"-95,44";"-76,14";"-102,58";"-108,93"
"12073157";"Flieth-Stegelitz";"Gemeinden";"-224,00";"-320,93";"-440,00";"-250,00";"-231,48";"-356,10";"-375,68";"-222,81"
"12073189";"Gartz (Oder), Stadt";"Gemeinden";"-37,50";"-98,55";"-124,78";"-122,88";"-163,70";"-142,07";"-159,44";"-217,80"
"12073201";"Gerswalde";"Gemeinden";"-64,40";"-61,89";"-69,54";"-43,73";"-69,16";"-58,26";"-50,98";"-30,71"
"12073216";"Göritz";"Gemeinden";"-82,61";"-80,33";"-62,30";"0,00";"-4,89";"-5,64";"-30,65";"-35,65"
"12073225";"Gramzow";"Gemeinden";"-80,14";"-17,56";"-93,61";"-79,84";"-84,74";"-99,06";"-93,18";"-115,74"
"12073261";"Grünow";"Gemeinden";"-104,93";"-274,47";"-46,67";"-11,25";"-6,51";"-22,41";"-62,03";"-91,43"
"12073309";"Hohenselchow-Groß Pinnow";"Gemeinden";"-104,55";"-303,08";"-243,08";"34,92";"30,95";"44,90";;"-824,00"
"12073384";"Lychen, Stadt";"Gemeinden";"-26,78";"-29,27";"-50,58";"-55,05";"-60,66";"-45,92";"-58,33";"-51,11"
"12073393";"Mescherin";"Gemeinden";"-90,00";"-330,19";"-368,29";"-257,69";"-366,67";"-238,10";"-386,00";"-109,09"
"12073396";"Milmersdorf";"Gemeinden";"-77,40";"-4,02";"-23,92";"-9,90";"-7,37";"-8,25";"-10,86";"-21,83"
"12073404";"Mittenwalde";"Gemeinden";"-126,87";"-344,44";"-800,00";"-555,56";"-588,89";"-636,84";"-712,50";"-550,00"
"12073429";"Nordwestuckermark";"Gemeinden";"-65,13";"-167,75";"-180,71";"-184,03";"-166,49";"-186,27";"-153,93";"-168,58"
"12073430";"Oberuckersee";"Gemeinden";"-175,69";"-268,00";"-180,11";"-147,51";"-79,18";"-154,79";"-173,53";"-155,25"
"12073440";"Pinnow";"Gemeinden";"66,11";"42,65";"8,60";"4,38";"54,04";"-18,59";"-63,25";"-135,58"
"12073452";"Prenzlau, Stadt";"Gemeinden";"15,40";"19,33";"21,83";"21,33";"28,58";"33,75";"29,14";"29,90"
"12073458";"Randowtal";"Gemeinden";"-65,60";"-63,64";"-206,82";"-323,94";"-388,06";"-272,22";"-207,00";"-191,43"
"12073490";"Schenkenberg";"Gemeinden";"-44,75";"-48,41";"4,37";"30,30";"48,21";"53,61";"60,34";"70,39"
"12073520";"Schönfeld";"Gemeinden";"1,15";"-208,20";"-284,78";"-417,95";"-423,68";"-308,33";"-458,33";"-407,50"
"12073532";"Schwedt/Oder, Stadt";"Gemeinden";"-9,70";"-4,45";"-0,24";"-3,37";"-1,21";"1,33";"7,46";"8,52"
"12073565";"Tantow";"Gemeinden";"-17,57";"-65,31";"-64,80";"-101,89";"-75,19";"-77,62";"-85,26";"-104,67"
"12073569";"Temmen-Ringenwalde";"Gemeinden";"51,87";"24,33";"-58,26";"13,24";"-186,21";"-263,04";"-215,38";"-179,66"
"12073572";"Templin, Stadt";"Gemeinden";"-9,44";"-10,24";"-11,15";"-17,76";"-16,69";"-12,69";"-7,21";"-8,68"
"12073578";"Uckerfelde";"Gemeinden";"-108,38";"-80,73";"-70,05";"-91,71";"-77,27";"-90,61";"-105,56";"-118,67"
"12073579";"Uckerland";"Gemeinden";"-68,89";"-111,46";"-161,85";"-201,47";"-178,39";"-161,96";"-145,32";"-148,73"
"12073645";"Zichow";"Gemeinden";"-61,60";"-2.550,00";"0,00";"-10.700,00";"-372,41";"0,00";;"-3.142,86"
"13003000";"Rostock, Hanse- und Universitätsstadt";"Gemeinden";"11,07";"13,40";"15,82";"15,19";"12,49";"11,88";"13,15";"13,46"
"13004000";"Schwerin, Landeshauptstadt";"Gemeinden";"28,22";"30,97";"34,80";"32,82";"29,82";"30,50";"29,35";"28,90"
"13071001";"Alt Schwerin";"Gemeinden";"0,55";"13,66";"23,21";"18,97";"17,67";"2,33";"-1,03";"-10,11"
"13071002";"Altenhagen";"Gemeinden";"-67,14";"-135,71";"-197,06";"-354,17";"-293,55";"-242,11";"-469,57";"-561,90"
"13071003";"Altenhof";"Gemeinden";"0,00";"-20,97";"12,50";"-10,29";"-152,46";"-128,77";"-132,35";
"13071004";"Altentreptow, Stadt";"Gemeinden";"16,09";"15,98";"8,92";"6,09";"1,85";"2,29";"23,64";"20,54"
"13071005";"Ankershagen, Schliemanngemeinde";"Gemeinden";"-160,17";"-249,33";"-263,93";"-276,19";"-186,67";"-136,78";"-105,21";"-100,00"
"13071006";"Bartow";"Gemeinden";"-169,33";"-227,27";"-243,48";"-181,03";"-206,25";"-198,18";;"-234,04"
"13071007";"Basedow";"Gemeinden";"-248,72";"-200,00";"-348,15";"-307,94";"-333,93";"-207,14";"-165,26";"-182,42"
"13071008";"Beggerow";"Gemeinden";"-262,00";"-521,43";"-500,00";"-710,00";"-1.121,43";"-747,62";"-718,18";
"13071009";"Beseritz";"Gemeinden";"-61,76";"-150,00";"0,00";"-206,67";"-178,57";;;
"13071010";"Blankenhof";"Gemeinden";"-88,68";"-279,76";"-220,00";"-198,02";"-172,22";"-228,26";"-249,43";"-233,33"
"13071011";"Blankensee";"Gemeinden";"-69,29";"-129,97";"-313,25";"-322,37";"-283,62";"-334,59";"-298,27";"-295,32"
"13071012";"Blumenholz";"Gemeinden";"-448,65";"-1.062,96";"-301,35";"-320,55";"-181,08";;"-315,19";"-291,46"
"13071013";"Bollewick";"Gemeinden";"-38,01";"-19,18";"-73,33";"-108,46";"-98,55";"-87,59";"-66,23";"-76,09"
"13071014";"Borrentin";"Gemeinden";"-62,10";"-200,95";"-235,80";"-253,52";"-235,44";"-208,60";"-224,44";"-254,88"
"13071015";"Bredenfelde";"Gemeinden";"-218,18";"-358,82";"-1.000,00";"-47,06";"-184,62";"-136,67";;
"13071016";"Breesen";"Gemeinden";"-107,06";"-153,25";"-242,86";"-132,56";"-104,00";"-303,70";;
"13071017";"Breest";"Gemeinden";"-492,31";"0,00";"-205,00";"-1.966,67";;;;
"13071018";"Briggow";"Gemeinden";"-323,33";"-958,33";"-3.966,67";"-1.344,44";"-892,31";;;"0,00"
"13071019";"Brunn";"Gemeinden";"-147,52";"-250,38";"-417,65";"-361,96";"-157,99";"-157,93";"-90,78";"-111,00"
"13071020";"Buchholz";"Gemeinden";"-1.100,00";"-1.300,00";"-1.125,00";"-225,00";"-218,75";"-123,81";"-336,36";
"13071021";"Burg Stargard, Stadt";"Gemeinden";"-65,98";"-118,67";"-170,52";"-167,90";"-154,99";"-189,09";"-180,57";"-191,02"
"13071022";"Burow";"Gemeinden";"-41,25";"-36,59";"-100,96";"-120,00";"-76,82";"-67,22";"-38,61";"-32,95"
"13071023";"Bütow";"Gemeinden";"-62,60";"-60,16";"-72,16";"-68,42";"-59,52";"-61,29";"-70,73";"-75,61"
"13071025";"Carpin";"Gemeinden";"-214,42";"-405,66";"-403,23";"-328,38";"-257,95";"-318,42";"-547,92";"-635,71"
"13071026";"Cölpin";"Gemeinden";"-248,70";"-282,00";"-297,80";"-193,86";"-192,79";"-288,61";"-397,22";"-447,22"
"13071027";"Dargun, Stadt";"Gemeinden";"-19,81";"-50,47";"-48,57";"-47,77";"-39,67";"-31,88";"-34,94";"-40,30"
"13071028";"Datzetal";"Gemeinden";"-106,17";"-259,41";"-397,06";"-419,70";"-257,14";"-409,09";"-269,15";"-276,09"
"13071029";"Demmin, Hansestadt";"Gemeinden";"15,15";"20,73";"22,45";"26,43";"27,66";"28,59";"23,65";"23,89"
"13071032";"Faulenrost";"Gemeinden";"-364,06";"-350,00";"-234,29";"-182,42";"-78,26";"-68,03";"-280,28";"-262,32"
"13071033";"Feldberger Seenlandschaft";"Gemeinden";"-20,93";"-25,14";"-28,53";"-25,71";"-25,56";"-22,82";"-30,45";"-30,72"
"13071034";"Fincken";"Gemeinden";"-366,67";"-657,69";"-402,63";"-830,43";"-388,64";"-323,08";"-371,74";"-322,45"
"13071035";"Friedland, Stadt";"Gemeinden";"-25,07";"-34,55";"-42,87";"-38,13";"-52,80";"-49,19";"-46,76";"-48,80"
"13071036";"Fünfseen";"Gemeinden";"-163,98";"-263,30";"-299,06";"-263,87";"-302,97";"-335,71";"-180,39";"-192,76"
"13071037";"Galenbeck";"Gemeinden";"-28,98";"-37,90";"-121,36";"-138,22";"-144,13";"-128,65";"-141,38";"-148,17"
"13071039";"Gielow";"Gemeinden";"-25,89";"-66,67";"-86,70";"-155,23";"-165,85";"-153,25";"-193,33";"-246,03"
"13071041";"Gnevkow";"Gemeinden";"-153,70";"-164,71";"-148,00";"-179,07";"-195,56";"-252,78";"-113,73";"-100,00"
"13071042";"Godendorf";"Gemeinden";"-637,50";"-1.625,00";"0,00";"-2.366,67";"-181,48";;;"-1.114,29"
"13071043";"Göhren-Lebbin";"Gemeinden";"-74,53";"59,86";"58,92";"62,37";"60,08";"56,18";"52,22";"50,15"
"13071044";"Golchen";"Gemeinden";"-118,52";"-157,14";"0,00";"-217,65";"-179,49";;;
"13071045";"Gotthun";"Gemeinden";"60,63";"-111,86";"-98,33";"-154,55";"-136,92";"-124,32";"-47,42";"-57,43"
"13071047";"Grabowhöfe";"Gemeinden";"-116,54";"-187,25";"-265,38";"-195,17";"-182,33";"-238,46";"-273,65";"-247,71"
"13071048";"Grammentin";"Gemeinden";"-820,00";"-844,44";"-1.025,00";"-1.000,00";"-833,33";"-650,00";;
"13071049";"Grapzow";"Gemeinden";"-455,17";"-432,35";"-255,56";"-260,98";"-179,63";"-276,74";"-376,47";"-485,19"
"13071050";"Grischow";"Gemeinden";"-165,79";"-222,22";"-180,00";"-242,86";"-179,07";;;
"13071053";"Groß Kelle";"Gemeinden";"-281,82";"-123,53";"-153,33";"-308,33";"-178,95";;;
"13071054";"Groß Miltzow";"Gemeinden";"-258,20";"-500,00";"-441,18";"-485,51";"-426,92";"-536,07";"-414,46";"-309,71"
