Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09173123";"Eurasburg";"Gemeinden";"312,02";"290,98";"340,38";"350,94";"526,30";"627,23";"801,51";"870,39";"949,19"
"09173124";"Gaißach";"Gemeinden";"263,29";"254,08";"277,35";"249,67";"391,47";"453,82";"572,63";"645,67";"717,68"
"09173126";"Geretsried, St";"Gemeinden";"405,75";"355,09";"373,12";"356,07";"450,73";"508,05";"603,01";"653,28";"703,73"
"09173127";"Greiling";"Gemeinden";"284,03";"276,97";"351,76";"378,81";"494,02";"581,87";"671,15";"781,47";"899,78"
"09173130";"Icking";"Gemeinden";"489,25";"394,52";"441,15";"472,90";"574,34";"708,25";"924,25";"939,18";"1.029,49"
"09173131";"Jachenau";"Gemeinden";"184,86";"175,81";"172,41";"155,89";"264,00";"324,13";"410,06";"480,46";"533,31"
"09173133";"Kochel a.See";"Gemeinden";"283,49";"264,95";"302,30";"279,63";"375,03";"472,85";"545,87";"630,11";"704,86"
"09173134";"Königsdorf";"Gemeinden";"298,00";"282,35";"311,44";"330,12";"449,33";"563,59";"713,85";"780,67";"872,92"
"09173135";"Lenggries";"Gemeinden";"271,70";"260,27";"300,97";"278,06";"364,34";"436,19";"557,82";"630,64";"701,49"
"09173137";"Münsing";"Gemeinden";"375,07";"325,88";"370,88";"375,18";"533,83";"644,20";"822,15";"847,57";"936,67"
"09173140";"Reichersbeuern";"Gemeinden";"243,78";"254,23";"262,36";"273,50";"428,25";"531,98";"627,01";"712,99";"824,56"
"09173141";"Sachsenkam";"Gemeinden";"301,66";"261,86";"286,20";"300,24";"471,89";"568,69";"782,81";"790,56";"847,21"
"09173142";"Schlehdorf";"Gemeinden";"208,01";"182,59";"214,78";"198,52";"343,75";"428,10";"577,00";"588,93";"641,96"
"09173145";"Wackersberg";"Gemeinden";"233,88";"210,87";"212,64";"201,63";"326,32";"406,23";"553,17";"638,91";"700,37"
"09173147";"Wolfratshausen, St";"Gemeinden";"437,43";"387,15";"421,34";"410,64";"520,56";"605,17";"746,54";"771,07";"836,56"
"09173451";"Pupplinger Au";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09173452";"Wolfratshauser Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09174111";"Altomünster, M";"Gemeinden";"295,31";"291,25";"302,45";"290,33";"399,11";"486,04";"618,52";"723,18";"826,87"
"09174113";"Bergkirchen";"Gemeinden";"362,99";"337,00";"364,83";"377,32";"531,18";"622,92";"760,96";"874,25";"1.009,86"
"09174115";"Dachau, GKSt";"Gemeinden";"443,13";"406,09";"432,20";"419,83";"541,40";"584,56";"737,53";"803,04";"921,84"
"09174118";"Erdweg";"Gemeinden";"323,43";"313,39";"323,76";"320,71";"491,95";"545,11";"675,64";"764,53";"851,74"
"09174121";"Haimhausen";"Gemeinden";"388,56";"381,07";"421,47";"459,20";"586,08";"636,49";"805,37";"894,88";"1.000,02"
"09174122";"Hebertshausen";"Gemeinden";"371,87";"367,86";"399,39";"386,71";"531,18";"607,06";"751,54";"828,70";"902,30"
"09174126";"Karlsfeld";"Gemeinden";"427,22";"381,44";"436,40";"458,52";"579,10";"626,79";"336,28";"796,32";"908,87"
"09174131";"Markt Indersdorf, M";"Gemeinden";"329,14";"338,43";"372,19";"377,02";"520,82";"574,44";"340,32";"776,76";"908,87"
"09174135";"Odelzhausen";"Gemeinden";"355,59";"353,36";"395,03";"394,53";"524,64";"562,51";"967,80";"736,49";"791,59"
"09174136";"Petershausen";"Gemeinden";"340,72";"354,86";"388,86";"388,76";"536,76";"606,71";"184,47";"800,50";"924,15"
"09174137";"Pfaffenhofen a.d.Glonn";"Gemeinden";"308,10";"273,12";"301,76";"286,36";"417,63";"497,12";"2.160,62";"722,14";"802,13"
"09174141";"Röhrmoos";"Gemeinden";"318,47";"312,88";"355,73";"356,09";"484,54";"575,66";"745,30";"767,47";"859,01"
"09174143";"Schwabhausen";"Gemeinden";"307,94";"306,41";"355,73";"381,76";"522,11";"606,47";"312,05";"839,92";"962,75"
"09174146";"Sulzemoos";"Gemeinden";"364,28";"347,98";"336,60";"325,01";"481,98";"572,61";"738,14";"774,36";"937,98"
"09174147";"Hilgertshausen-Tandern";"Gemeinden";"287,16";"309,44";"325,31";"331,98";"464,57";"540,50";"4.423,05";"733,39";"840,25"
"09174150";"Vierkirchen";"Gemeinden";"351,24";"326,57";"350,56";"340,46";"504,30";"577,98";"750,92";"821,11";"901,52"
"09174151";"Weichs";"Gemeinden";"334,13";"339,24";"354,10";"367,82";"544,93";"587,92";"676,82";"755,69";"831,32"
"09175111";"Anzing";"Gemeinden";"461,47";"413,95";"437,10";"453,94";"591,96";"613,51";"710,83";"848,93";"960,86"
"09175112";"Aßling";"Gemeinden";"335,29";"318,99";"313,86";"316,91";"435,64";"522,41";"661,89";"701,67";"786,99"
"09175113";"Baiern";"Gemeinden";"167,74";"155,93";"151,79";"163,51";"282,59";"381,22";"542,91";"620,07";"699,72"
"09175114";"Bruck";"Gemeinden";"207,45";"173,40";"182,05";"200,85";"393,44";"473,90";"541,55";"633,12";"689,20"
"09175115";"Ebersberg, St";"Gemeinden";"397,00";"367,30";"405,81";"416,91";"515,57";"600,84";"743,02";"794,34";"884,21"
"09175116";"Egmating";"Gemeinden";"404,84";"355,56";"344,47";"357,07";"566,37";"674,53";"846,98";"859,34";"981,87"
"09175118";"Forstinning";"Gemeinden";"397,00";"351,57";"379,51";"423,53";"543,24";"640,15";"211,02";"810,89";"935,05"
"09175119";"Frauenneuharting";"Gemeinden";"214,95";"214,45";"210,30";"201,96";"312,63";"396,25";"2.331,70";"613,35";"688,19"
"09175121";"Glonn, M";"Gemeinden";"429,35";"394,99";"416,55";"414,26";"543,86";"563,80";"1.900,01";"757,31";"891,32"
"09175122";"Grafing b.München, St";"Gemeinden";"419,34";"400,76";"406,36";"400,02";"508,35";"587,23";"149,90";"782,40";"870,15"
"09175123";"Hohenlinden";"Gemeinden";"312,63";"301,50";"333,33";"349,14";"456,41";"520,69";"2.279,88";"702,01";"794,50"
"09175124";"Kirchseeon, M";"Gemeinden";"392,23";"357,29";"385,02";"404,54";"514,94";"551,21";"951,10";"729,50";"837,15"
"09175127";"Markt Schwaben, M";"Gemeinden";"410,90";"380,95";"411,12";"427,01";"538,04";"578,21";"87,77";"796,99";"892,59"
"09175128";"Moosach";"Gemeinden";"340,87";"281,27";"308,68";"355,54";"507,00";"589,33";"1.281,69";"890,57";"1.039,75"
"09175131";"Oberpframmern";"Gemeinden";"438,78";"370,96";"394,25";"452,68";"597,49";"663,24";"8.625,40";"843,59";"951,95"
"09175132";"Vaterstetten";"Gemeinden";"499,26";"418,06";"470,28";"515,12";"600,75";"732,47";"115,28";"865,97";"989,76"
"09175133";"Pliening";"Gemeinden";"391,58";"340,44";"372,19";"383,69";"613,05";"724,53";"890,25";"897,60";"1.011,44"
"09175135";"Poing";"Gemeinden";"377,80";"351,55";"438,89";"454,91";"611,85";"684,53";"823,06";"896,24";"965,27"
"09175136";"Emmering";"Gemeinden";"223,00";"233,57";"231,91";"216,41";"340,26";"416,78";"1.898,65";"640,92";"741,04"
"09175137";"Steinhöring";"Gemeinden";"312,91";"306,61";"326,95";"304,63";"467,01";"532,64";"199,01";"694,21";"820,97"
"09175139";"Zorneding";"Gemeinden";"564,29";"469,60";"530,21";"571,15";"646,62";"753,17";"912,34";"941,48";"1.027,94"
"09175451";"Anzinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09175452";"Ebersberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09175453";"Eglhartinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09176111";"Adelschlag";"Gemeinden";"267,92";"268,60";"291,96";"283,64";"415,04";"507,60";"668,39";"804,91";"894,35"
"09176112";"Altmannstein, M";"Gemeinden";"269,68";"274,39";"284,56";"274,97";"419,66";"488,81";"632,17";"745,97";"818,78"
"09176114";"Beilngries, St";"Gemeinden";"247,23";"245,82";"257,42";"253,05";"374,03";"460,16";"596,56";"717,50";"789,89"
"09176116";"Böhmfeld";"Gemeinden";"303,03";"283,16";"326,83";"344,98";"537,51";"625,69";"844,37";"863,22";"962,26"
"09176118";"Buxheim";"Gemeinden";"321,59";"305,79";"318,79";"357,12";"479,23";"554,49";"726,46";"837,26";"916,37"
"09176120";"Denkendorf";"Gemeinden";"249,94";"259,96";"263,94";"285,94";"404,94";"463,60";"600,97";"728,34";"780,87"
"09176121";"Dollnstein, M";"Gemeinden";"271,31";"260,03";"279,78";"265,74";"375,59";"427,94";"557,01";"659,79";"718,28"
"09176122";"Egweil";"Gemeinden";"266,28";"287,89";"304,39";"317,80";"425,81";"504,39";"675,12";"793,01";"871,41"
"09176123";"Eichstätt, GKSt";"Gemeinden";"317,60";"300,97";"320,61";"320,52";"404,19";"484,38";"639,67";"725,38";"782,42"
"09176124";"Eitensheim";"Gemeinden";"340,49";"321,92";"308,35";"286,46";"442,45";"513,70";"711,41";"871,45";"981,36"
"09176126";"Gaimersheim, M";"Gemeinden";"359,49";"338,29";"352,62";"373,68";"530,15";"622,27";"799,61";"905,50";"988,47"
"09176129";"Großmehring";"Gemeinden";"313,90";"297,76";"303,35";"318,25";"446,49";"551,23";"681,92";"784,64";"850,40"
"09176131";"Hepberg";"Gemeinden";"333,03";"330,84";"338,63";"376,91";"534,94";"591,47";"730,99";"900,49";"972,93"
"09176132";"Hitzhofen";"Gemeinden";"260,81";"274,65";"299,74";"306,67";"460,37";"555,59";"741,76";"840,90";"940,39"
"09176137";"Kinding, M";"Gemeinden";"222,52";"234,10";"238,04";"269,71";"380,30";"428,07";"557,02";"765,82";"837,56"
"09176138";"Kipfenberg, M";"Gemeinden";"247,81";"245,99";"264,28";"274,93";"404,85";"493,31";"640,61";"751,13";"841,67"
"09176139";"Kösching, M";"Gemeinden";"334,60";"323,46";"308,12";"309,68";"468,39";"567,27";"738,08";"859,75";"950,99"
"09176143";"Lenting";"Gemeinden";"365,91";"370,10";"369,24";"375,44";"494,93";"549,15";"704,90";"795,38";"902,27"
"09176147";"Mindelstetten";"Gemeinden";"267,08";"238,46";"259,64";"282,40";"414,68";"546,12";"681,72";"790,64";"871,06"
"09176148";"Mörnsheim, M";"Gemeinden";"212,03";"223,91";"230,81";"206,13";"305,78";"364,71";"460,90";"498,67";"562,32"
"09176149";"Nassenfels, M";"Gemeinden";"288,78";"285,46";"301,63";"284,47";"437,08";"480,95";"632,15";"766,69";"820,26"
"09176150";"Oberdolling";"Gemeinden";"306,01";"280,70";"303,50";"340,44";"476,39";"620,94";"758,14";"887,41";"970,01"
"09176153";"Pförring, M";"Gemeinden";"292,15";"280,74";"283,68";"295,43";"410,85";"529,10";"658,93";"712,96";"771,06"
"09176155";"Pollenfeld";"Gemeinden";"201,29";"207,57";"247,62";"246,98";"346,57";"420,13";"549,33";"620,31";"679,27"
"09176160";"Schernfeld";"Gemeinden";"209,50";"211,06";"221,68";"217,01";"338,52";"378,04";"503,98";"641,08";"719,29"
"09176161";"Stammham";"Gemeinden";"321,85";"331,82";"337,19";"340,85";"490,14";"588,64";"747,39";"867,40";"970,95"
"09176164";"Titting, M";"Gemeinden";"209,02";"213,35";"213,74";"206,91";"313,30";"370,20";"526,69";"647,09";"706,27"
"09176165";"Walting";"Gemeinden";"240,82";"230,11";"247,41";"246,02";"363,71";"449,70";"626,79";"770,16";"856,39"
"09176166";"Wellheim, M";"Gemeinden";"253,29";"265,02";"287,87";"295,93";"396,46";"426,50";"531,45";"628,90";"696,96"
"09176167";"Wettstetten";"Gemeinden";"395,09";"362,85";"408,65";"421,61";"565,21";"667,92";"858,44";"901,00";"1.008,68"
"09176451";"Haunstetter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09177112";"Berglern";"Gemeinden";"204,22";"191,50";"236,91";"276,39";"468,80";"561,38";"686,69";"792,65";"878,44"
"09177113";"Bockhorn";"Gemeinden";"277,74";"285,39";"291,75";"295,04";"477,92";"560,26";"675,99";"739,81";"840,66"
"09177114";"Buch a.Buchrain";"Gemeinden";"312,66";"328,40";"366,56";"353,15";"526,13";"555,48";"688,13";"786,38";"847,12"
"09177115";"Dorfen, St";"Gemeinden";"275,65";"263,24";"280,18";"278,14";"413,19";"475,35";"615,14";"675,15";"764,36"
"09177116";"Eitting";"Gemeinden";"247,05";"268,09";"273,19";"256,24";"436,95";"512,05";"627,86";"716,84";"783,63"
"09177117";"Erding, GKSt";"Gemeinden";"371,22";"351,02";"373,60";"369,87";"513,60";"580,45";"741,74";"811,57";"892,63"
"09177118";"Finsing";"Gemeinden";"299,84";"258,39";"327,76";"391,44";"527,76";"648,60";"784,56";"855,83";"957,01"
"09177119";"Forstern";"Gemeinden";"352,23";"324,22";"363,89";"349,68";"535,11";"614,06";"723,70";"869,31";"952,89"
"09177120";"Fraunberg";"Gemeinden";"231,14";"247,38";"288,13";"274,67";"450,23";"495,39";"614,01";"674,95";"754,46"
"09177121";"Hohenpolding";"Gemeinden";"189,37";"213,70";"218,73";"196,28";"339,41";"408,06";"483,19";"646,11";"710,33"
"09177122";"Inning a.Holz";"Gemeinden";"301,19";"268,71";"294,74";"316,75";"450,74";"453,19";"621,59";"711,09";"782,70"
"09177123";"Isen, M";"Gemeinden";"282,73";"295,92";"329,51";"328,61";"477,97";"509,35";"624,60";"711,96";"816,90"
"09177124";"Kirchberg";"Gemeinden";"238,83";"195,15";"232,04";"251,66";"393,17";"446,09";"607,38";"664,91";"716,67"
"09177126";"Langenpreising";"Gemeinden";"266,38";"298,75";"329,68";"317,93";"442,77";"516,09";"621,29";"753,80";"830,39"
"09177127";"Lengdorf";"Gemeinden";"256,64";"258,43";"264,81";"272,76";"402,73";"474,91";"640,50";"735,26";"824,37"
"09177130";"Moosinning";"Gemeinden";"345,86";"321,61";"332,67";"345,63";"513,42";"609,22";"780,70";"832,48";"919,23"
"09177131";"Neuching";"Gemeinden";"310,20";"291,51";"337,32";"352,64";"510,01";"619,49";"773,15";"852,12";"924,33"
"09177133";"Oberding";"Gemeinden";"283,47";"281,72";"314,89";"328,15";"503,55";"572,97";"724,51";"815,85";"926,12"
"09177134";"Ottenhofen";"Gemeinden";"315,21";"323,51";"332,56";"365,88";"566,01";"642,41";"884,75";"929,40";"1.038,77"
"09177135";"Pastetten";"Gemeinden";"316,20";"305,91";"354,55";"365,23";"496,13";"600,93";"750,35";"753,37";"842,52"
"09177137";"Sankt Wolfgang";"Gemeinden";"211,04";"222,79";"231,95";"229,52";"364,97";"442,86";"581,42";"662,29";"726,66"
"09177138";"Steinkirchen";"Gemeinden";"256,90";"252,33";"289,27";"296,04";"393,39";"460,82";"609,32";"719,50";"792,14"
"09177139";"Taufkirchen (Vils)";"Gemeinden";"316,74";"310,69";"309,41";"284,32";"411,96";"453,34";"537,55";"617,72";"686,76"
"09177142";"Walpertskirchen";"Gemeinden";"314,39";"315,15";"316,15";"311,29";"475,22";"563,50";"736,09";"774,45";"865,85"
"09177143";"Wartenberg, M";"Gemeinden";"279,58";"303,80";"343,47";"342,58";"495,47";"548,91";"630,78";"709,20";"802,12"
"09177144";"Wörth";"Gemeinden";"276,12";"280,14";"336,99";"370,38";"544,12";"646,48";"833,80";"859,32";"973,09"
"09178113";"Allershausen";"Gemeinden";"305,97";"312,83";"350,00";"371,20";"498,30";"564,90";"700,04";"716,42";"803,19"
"09178115";"Attenkirchen";"Gemeinden";"271,59";"279,21";"336,10";"347,42";"471,52";"557,16";"695,03";"760,22";"863,83"
"09178116";"Au i.d.Hallertau, M";"Gemeinden";"256,80";"286,20";"286,03";"285,84";"434,22";"492,76";"615,50";"679,55";"750,06"
"09178120";"Eching";"Gemeinden";"441,63";"382,15";"432,77";"463,17";"598,21";"663,51";"841,88";"868,51";"947,56"
"09178122";"Rudelzhausen";"Gemeinden";"243,21";"252,59";"284,23";"298,81";"423,27";"494,36";"341,02";"674,15";"750,53"
"09178123";"Fahrenzhausen";"Gemeinden";"356,86";"304,38";"326,30";"367,18";"558,78";"644,64";"413,11";"840,35";"933,43"
"09178124";"Freising, GKSt";"Gemeinden";"380,54";"355,77";"386,93";"382,51";"498,58";"573,35";"81,16";"774,52";"859,45"
"09178125";"Gammelsdorf";"Gemeinden";"193,01";"193,48";"235,86";"236,26";"374,53";"516,75";"23.368,66";"713,52";"735,26"
"09178129";"Haag a.d.Amper";"Gemeinden";"254,23";"281,63";"330,78";"344,22";"474,99";"561,37";"329,99";"718,46";"871,49"
"09178130";"Hallbergmoos";"Gemeinden";"268,69";"288,40";"306,38";"331,31";"561,16";"608,79";"183,90";"852,61";"908,39"
"09178132";"Hörgertshausen";"Gemeinden";"259,64";"257,87";"266,88";"272,77";"424,99";"546,83";"626,27";"734,27";"817,39"
"09178133";"Hohenkammer";"Gemeinden";"290,29";"294,56";"359,31";"373,03";"545,65";"647,16";"3.140,63";"828,23";"912,52"
"09178136";"Kirchdorf a.d.Amper";"Gemeinden";"264,64";"265,62";"299,50";"297,33";"444,93";"518,43";"624,12";"751,22";"815,51"
"09178137";"Kranzberg";"Gemeinden";"332,57";"314,96";"358,87";"369,05";"506,29";"573,95";"490,98";"827,85";"919,10"
"09178138";"Langenbach";"Gemeinden";"322,12";"296,92";"363,18";"381,38";"536,32";"637,11";"786,12";"803,11";"903,35"
"09178140";"Marzling";"Gemeinden";"290,74";"264,74";"316,54";"352,59";"495,93";"611,18";"992,27";"843,58";"925,29"
"09178142";"Mauern";"Gemeinden";"284,47";"288,66";"320,66";"328,05";"490,18";"531,76";"838,55";"718,68";"805,59"
"09178143";"Moosburg a.d.Isar, St";"Gemeinden";"325,08";"326,49";"354,41";"332,89";"436,32";"503,37";"108,88";"656,28";"708,93"
"09178144";"Nandlstadt, M";"Gemeinden";"227,11";"252,29";"297,20";"277,87";"406,75";"477,43";"2.082,45";"674,41";"723,24"
"09178145";"Neufahrn b.Freising";"Gemeinden";"454,72";"396,57";"431,81";"420,07";"528,75";"612,39";"156,82";"776,18";"830,96"
"09178150";"Paunzhausen";"Gemeinden";"231,85";"265,55";"292,28";"315,79";"455,07";"555,63";"9.839,42";"788,10";"868,37"
"09178155";"Wang";"Gemeinden";"192,65";"208,86";"218,29";"216,23";"412,39";"496,77";"621,54";"741,03";"837,52"
"09178156";"Wolfersdorf";"Gemeinden";"217,22";"228,88";"271,40";"271,22";"433,99";"480,14";"644,54";"734,51";"812,58"
"09178157";"Zolling";"Gemeinden";"312,63";"322,06";"370,78";"366,61";"498,23";"552,19";"669,99";"734,35";"807,56"
"09179111";"Adelshofen";"Gemeinden";"295,03";"284,87";"289,63";"287,53";"436,53";"521,85";"671,78";"703,20";"738,33"
"09179113";"Alling";"Gemeinden";"398,33";"374,52";"416,23";"412,93";"529,66";"666,02";"796,31";"833,71";"894,04"
"09179114";"Althegnenberg";"Gemeinden";"287,03";"308,20";"310,69";"324,66";"400,32";"467,39";"599,89";"700,64";"779,58"
"09179117";"Egenhofen";"Gemeinden";"272,46";"264,07";"273,40";"258,24";"435,16";"513,21";"635,01";"709,74";"796,24"
"09179118";"Eichenau";"Gemeinden";"445,36";"403,36";"456,66";"467,89";"553,43";"664,85";"849,60";"876,47";"985,91"
"09179119";"Emmering";"Gemeinden";"397,65";"409,57";"436,96";"436,16";"480,77";"522,17";"715,33";"765,69";"872,26"
"09179121";"Fürstenfeldbruck, GKSt";"Gemeinden";"430,10";"402,12";"421,24";"402,53";"505,68";"557,46";"674,43";"717,31";"800,24"
"09179123";"Germering, GKSt";"Gemeinden";"525,44";"469,78";"508,91";"492,76";"567,47";"619,11";"761,31";"790,69";"875,80"
"09179125";"Grafrath";"Gemeinden";"384,24";"361,95";"410,21";"416,11";"566,50";"634,40";"801,24";"827,11";"941,47"
"09179126";"Gröbenzell";"Gemeinden";"495,55";"437,02";"493,04";"514,69";"609,63";"705,08";"892,48";"897,07";"1.022,99"
"09179128";"Hattenhofen";"Gemeinden";"325,79";"328,09";"337,08";"330,45";"489,15";"535,76";"665,80";"731,12";"828,36"
"09179130";"Jesenwang";"Gemeinden";"276,02";"276,71";"303,28";"327,90";"420,20";"530,87";"664,36";"688,59";"755,73"
"09179131";"Kottgeisering";"Gemeinden";"309,29";"300,06";"350,64";"356,77";"500,32";"574,04";"777,97";"839,83";"962,11"
"09179132";"Landsberied";"Gemeinden";"317,17";"302,76";"297,97";"306,99";"495,58";"592,13";"771,35";"838,44";"970,90"
"09179134";"Maisach";"Gemeinden";"392,18";"364,09";"386,37";"384,37";"513,79";"579,16";"716,66";"784,19";"893,30"
"09179136";"Mammendorf";"Gemeinden";"349,33";"342,53";"337,69";"333,92";"520,74";"591,40";"744,65";"804,49";"884,47"
"09179137";"Mittelstetten";"Gemeinden";"284,33";"296,25";"280,74";"286,14";"370,61";"468,00";"638,93";"657,42";"749,53"
"09179138";"Moorenweis";"Gemeinden";"304,39";"316,31";"316,09";"301,20";"441,55";"513,90";"663,02";"761,47";"854,05"
"09179140";"Oberschweinbach";"Gemeinden";"333,89";"345,71";"335,00";"331,76";"467,72";"524,85";"698,02";"755,17";"865,33"
"09179142";"Olching, St";"Gemeinden";"447,14";"418,42";"440,46";"437,03";"573,79";"620,18";"776,36";"851,93";"956,09"
"09179145";"Puchheim, St";"Gemeinden";"505,01";"456,31";"510,89";"508,57";"561,61";"603,34";"729,29";"772,15";"868,56"
"09179147";"Schöngeising";"Gemeinden";"382,75";"348,26";"376,28";"398,10";"506,92";"553,73";"749,27";"819,55";"884,66"
"09179149";"Türkenfeld";"Gemeinden";"341,90";"306,05";"315,60";"317,05";"445,29";"556,28";"722,54";"804,29";"932,22"
"09180112";"Bad Kohlgrub";"Gemeinden";"210,62";"229,08";"228,36";"179,59";"273,66";"313,38";"196,20";"503,96";"551,61"
"09180113";"Bad Bayersoien";"Gemeinden";"208,15";"214,35";"248,95";"219,98";"311,11";"386,34";"947,44";"510,59";"567,35"
"09180114";"Eschenlohe";"Gemeinden";"244,60";"254,49";"260,16";"247,67";"352,90";"413,70";"535,57";"583,22";"650,51"
"09180115";"Ettal";"Gemeinden";"183,61";"202,93";"206,41";"178,88";"271,46";"300,49";"457,13";"521,34";"617,27"
"09180116";"Farchant";"Gemeinden";"302,35";"303,05";"329,40";"286,17";"376,36";"423,26";"579,62";"628,31";"714,14"
"09180117";"Garmisch-Partenkirchen, M";"Gemeinden";"329,99";"316,23";"339,16";"305,05";"386,62";"439,35";"547,51";"598,20";"641,40"
"09180118";"Grainau";"Gemeinden";"268,75";"272,87";"300,13";"266,03";"352,47";"407,39";"506,72";"550,69";"590,14"
"09180119";"Großweil";"Gemeinden";"239,38";"252,75";"258,04";"263,31";"369,93";"440,11";"603,18";"646,79";"698,78"
"09180122";"Krün";"Gemeinden";"274,57";"259,59";"257,92";"218,46";"290,14";"345,08";"493,63";"534,68";"581,31"
"09180123";"Mittenwald, M";"Gemeinden";"296,60";"280,97";"291,86";"249,46";"311,02";"343,54";"444,39";"524,04";"569,78"
"09180124";"Murnau a.Staffelsee, M";"Gemeinden";"355,64";"333,97";"358,39";"338,65";"442,94";"544,03";"694,32";"746,82";"843,28"
"09180125";"Oberammergau";"Gemeinden";"268,60";"258,94";"274,89";"256,52";"306,88";"352,56";"623,47";"510,42";"587,26"
"09180126";"Oberau";"Gemeinden";"303,30";"298,97";"303,26";"243,82";"350,00";"377,04";"476,73";"557,92";"622,20"
"09180127";"Ohlstadt";"Gemeinden";"275,15";"288,30";"309,92";"287,66";"394,77";"455,50";"584,13";"653,69";"728,67"
